no.,ActualOnFPC,setting,measure,x1,x2
0,109.68491956030599,110.0,113.07040098205853,62.951623164686744,50.43863092799345
1,110.29031391794416,110.0,113.42402159070976,63.284641820994615,51.19957850485858
2,109.8784025750404,110.0,114.16110326632432,64.1518079420221,51.01757605489638
3,110.22972823181742,110.0,112.2747398824808,62.750037682966415,49.93879715212604
4,109.56038035087754,110.0,113.89104317084211,63.72991869143882,51.248484135939016
5,109.98367221787218,110.0,114.61010978333796,64.25615701739548,51.23889544749854
6,110.06213370619425,110.0,114.20248221987613,64.0303822500271,51.42809696698541
7,109.86506534850551,110.0,111.71575535644602,61.522520698521426,48.416452768386506
8,110.40386944862946,110.0,113.45544227524474,63.65610003024947,50.75195096815926
9,109.57513686229554,110.0,114.36416635500385,64.37564213590595,51.041459852952144
10,110.0943577075256,110.0,113.59484058466269,63.42553002001222,51.132081636660295
11,109.58119552204482,110.0,111.20863306312657,60.88972174798307,48.260745141580735
12,109.93545422346418,110.0,113.78063142441906,63.72249301027071,50.76235665811132
13,110.5243072791284,110.0,115.15075169657395,65.73746619464961,52.68526901620884
14,110.03110232619319,110.0,113.87416119361369,63.72546555098067,50.9523878059456
15,110.23715632733472,110.0,115.2574098855953,65.06115451145612,51.88604305809576
16,110.50759812766383,110.0,114.10947071455911,63.83023992121465,51.51450694495195
17,110.05860503057005,110.0,113.59121735918015,63.4336505161093,50.24246777819077
18,109.89618384177645,110.0,113.36989691020455,63.71987862536229,50.87094629141079
19,109.88831251424068,110.0,113.92791440011433,63.9342755559849,51.2143496119468
20,110.22688695354542,110.0,113.57483943522439,64.16336091132808,51.565983039211105
21,110.14192096938805,110.0,114.29829791267166,64.09695158533113,51.32019286160297
22,109.84136629586948,110.0,114.84886873979043,64.87747941767864,51.817831643535506
23,109.8759901235691,110.0,113.0478069084828,63.24646256831588,50.404922872916
24,110.20250834911509,110.0,114.00990533194641,64.27452299753512,51.43045825485509
25,110.06060108999131,110.0,113.3073333935676,63.31092209380453,50.4429325187064
26,110.1366140147937,110.0,113.97934905579409,63.16847743202535,49.74186329526873
27,109.75679593314051,110.0,113.53504510567382,64.00165402225711,50.39485543119853
28,110.68633504554283,110.0,113.76633940795425,63.77878129728369,50.71061190256082
29,109.70329138901943,110.0,112.32285134711884,62.312728771338385,49.15385588746631
30,109.99397213331277,110.0,114.48674333183841,64.5232455042569,51.35431865652898
31,110.23481318045476,110.0,112.57548397451848,62.74710466847091,50.02404944992563
32,110.00398582660148,110.0,115.34272356243301,65.31701801447115,52.48752460597156
33,110.27411226629485,110.0,113.03669245056263,62.37695326942823,49.25745167933947
34,109.78520129580434,110.0,112.84929086238577,62.80981441350872,50.39436822093093
35,109.5258331061566,110.0,113.1137360972338,62.87600130736428,50.15914963105871
36,109.93275927910679,110.0,113.71615151199377,64.22772278464248,51.53661486969841
37,110.26482441199052,110.0,115.35508409319583,64.9428044907311,52.14333555604806
38,110.04021965498033,110.0,114.3065518662848,64.18491576165181,51.03136273063572
39,109.96240416665681,110.0,113.61448038643593,63.55294981516413,51.013144018526795
40,109.99842311727028,110.0,114.33981470437904,64.3497622507913,51.50990102394306
41,110.0793005743628,110.0,113.84102823959162,64.14953930844794,51.461139140171134
42,109.53213481552217,110.0,112.44003865249232,62.24165728555513,49.74681076394972
43,109.81139176488385,110.0,113.12165692550974,63.21106902912853,50.41715850925222
44,109.91680886214682,110.0,114.3046264383224,64.07623496095322,50.685434856110525
45,110.08588934945858,110.0,114.8049838955279,64.3039432652278,50.619609400362656
46,110.055332257308,110.0,111.62970022779155,61.828790067321194,49.60903299638873
47,110.38872547352604,110.0,114.22289259513289,64.42681132632937,51.432712116747105
48,110.03917930527174,110.0,112.94818476512474,62.678639810994255,49.43192408527244
49,110.245340836291,110.0,115.11359709505304,65.4434877518046,53.49147444570865
50,109.89428470069703,110.0,114.91042349834801,64.75025517058482,51.82002947410319
51,110.28816961102027,110.0,113.71564746917721,63.57604787862041,50.288622349544916
52,110.30411426598835,110.0,114.92688490444843,64.790420690951,51.44796028273798
53,110.15947877084866,110.0,114.22063749750353,64.67413581307179,52.33016901650337
54,110.07618026955576,110.0,114.76231399508806,64.94402624059548,51.95580848384008
55,109.9338017502042,110.0,113.00781101426722,63.14003815318279,50.66087912437899
56,110.09584878018924,110.0,111.8183218094388,61.86649758129038,49.037979934210355
57,110.00759139586857,110.0,113.36551073970267,63.380222157335076,50.78528006157888
58,109.88156498312881,110.0,114.22381060555915,63.89934344176453,51.13996117490495
59,109.93203522627246,110.0,113.14292085196979,62.898384355662934,49.63502093400046
60,109.55539893187921,110.0,112.35505421632236,62.24766414232061,49.71813895710013
61,109.63126221607642,110.0,113.6874889740528,63.429852311747716,50.70889622838101
62,110.0680262681215,110.0,114.04257290976133,64.04891527557913,51.414086900445795
63,110.19596879148389,110.0,115.27350261641519,65.06685977025609,51.96810669636056
64,109.23249371136112,110.0,111.6807954142774,61.642009789128835,48.753797614239275
65,109.53152503265707,110.0,111.6051697165866,61.690130303588255,48.38391910474237
66,110.11336248528116,110.0,114.3736800280988,64.63467649880033,51.59323563171408
67,110.17298409016517,110.0,115.53660286293173,65.08360551345156,52.149802067403385
68,110.0144372160386,110.0,113.61083760667945,63.67993714023179,50.71460209507132
69,109.68587414756767,110.0,112.08494436298012,62.15192800732274,49.323570671146676
70,110.39280723203959,110.0,115.13867302953386,64.86583992613267,51.48453274640331
71,110.27487599551729,110.0,114.60031504808231,64.9200157935768,51.6450892374839
72,110.25603741444796,110.0,112.31719127491417,62.38857620749742,49.632565781940514
73,110.54549575644035,110.0,114.6048113955768,64.5190754446126,52.02760591982765
74,109.6659459379172,110.0,113.8463656947875,63.731870046182145,50.68907627206931
75,109.84452307887454,110.0,114.53981212636337,64.57023612989441,51.996460094121105
76,109.86903167185473,110.0,114.23046978093437,64.39311603872751,51.688476254084854
77,110.40339832786972,110.0,114.387466300162,64.1509225579526,51.542190746014576
78,109.88134094550021,110.0,113.23590109373505,63.34842610975882,50.279028315273145
79,110.09798854405616,110.0,113.18846542153543,62.631909869864415,49.85178888954392
80,109.8668370758821,110.0,113.1347884124676,63.409540242256384,50.3849847744967
81,109.8318881465638,110.0,114.42012304192923,64.84149958124164,51.60969882748948
82,110.14143750268882,110.0,116.72939890100612,67.27933283533478,54.46558802951754
83,109.69781761990764,110.0,114.78089649018435,64.88478016520999,51.56658299889075
84,110.78661836176053,110.0,115.07209190150142,65.0439767186341,52.19924726095649
85,109.82776629006175,110.0,114.69778637470124,64.57633028080537,51.8581750369565
86,109.98285819378438,110.0,115.04662016393816,64.96641188820955,51.908836678019426
87,109.83986849303426,110.0,114.10739516182066,64.1452478602959,51.213838866104254
88,110.01287286102504,110.0,112.95258077287075,62.93059148642811,50.902037755725196
89,109.68225852475585,110.0,111.98979365998954,61.9732786293457,48.42237183683929
90,110.15868095570333,110.0,114.03798273669267,63.653095124444434,50.22592690590424
91,110.08042162676726,110.0,114.96072498564277,64.82303637876099,51.73626404793282
92,109.96833840032721,110.0,113.10482551314699,62.973490882622855,49.996139359253036
93,110.06097061311614,110.0,115.3073332632753,65.37092512877005,52.8971507235952
94,110.30029883397076,110.0,113.7952793559295,63.58833703255936,50.93390517000914
95,110.17122435468801,110.0,112.89341021649746,62.96048233215198,49.749627137492695
96,109.68835761543136,110.0,114.11282011269105,64.31670284580449,51.362531149181436
97,109.9360507096383,110.0,113.5152460608661,63.46601379364811,49.77653455497035
98,110.36534540156516,110.0,112.90459393929353,63.01034927291545,50.7713365858523
99,110.04535641797554,110.0,114.35237517776378,63.97756479125339,51.687512191812345
100,110.14973781224118,110.0,112.84905717402884,63.08987771052977,50.24667936267134
101,110.35735815410601,110.0,112.70550582657009,62.657412471635695,49.84893435278025
102,109.8444762269831,110.0,111.53507425868433,61.41386264673768,47.99065275302299
103,110.15220390951266,110.0,112.3135178288569,62.79724813695968,49.96979907171893
104,110.25845511429921,110.0,115.53930199609538,65.80554375188721,52.75158275559321
105,110.14386847149783,110.0,113.34635970901547,63.31140985565588,50.60756325242043
106,110.05909646728003,110.0,113.99208379287336,64.1770348069533,51.29449810856306
107,110.0091909815141,110.0,114.07557167087519,64.14633423953856,50.999326827288286
108,110.0370645037771,110.0,113.29884483413423,63.154504990501025,49.98675255241786
109,110.58958999393757,110.0,114.06552737828254,64.28184566437982,51.35150497563544
110,109.95638641471481,110.0,113.4658754008637,63.41692446564889,50.72772467686281
111,110.05094407843077,110.0,113.50891365065817,63.324487959130096,50.7979685193355
112,110.06218412163017,110.0,114.90734515086437,64.53129186138553,51.45608109648946
113,109.85859111858255,110.0,114.35625733408988,64.19818987858699,51.41720308089426
114,109.40957251301981,110.0,114.58915368197239,64.47784607915521,51.521366270117554
115,109.68505068166658,110.0,114.78069181432338,65.24032803950134,52.798039114236325
