no.,ActualOnFPC,setting,measure,x1,x2
0,109.59546963606907,110.0,113.99671415301123,63.5721029303961,50.214315570047816
1,109.7235268368898,110.0,113.36173569882881,63.2355421019992,49.67475757563096
2,110.38512368794264,110.0,114.1476885381007,64.04487418314267,49.96182293996739
3,110.32541543128082,110.0,115.02302985640803,64.78234667564155,50.728544623606645
4,109.9922076692707,110.0,113.26584662527667,63.21746091177686,51.59513027973395
5,110.06132232208489,110.0,113.26586304305081,63.387078300095176,51.324903340010295
6,110.6596245760493,110.0,115.07921281550739,65.64506858587055,52.13003331866189
7,109.7168886528736,110.0,114.26743472915291,64.31980807300246,50.806022122090255
8,110.27385394672567,110.0,113.03052561406504,63.107790731281874,49.592743044975826
9,109.90932927421892,110.0,114.04256004358596,64.02022626885612,47.1674947782014
10,109.89152522145827,110.0,113.03658230718754,62.46095094259783,48.890060431904665
11,110.54973112845789,110.0,113.03427024642974,63.026316083794974,48.89075044361438
12,110.42012779720967,110.0,113.74196227156604,63.760031334548344,49.80602957105514
13,110.39262201555374,110.0,111.5867197553422,62.325692389087784,48.67430113778199
14,110.64049022525202,110.0,111.77508216748697,61.71737387805263,49.03264312269298
15,110.00987904552397,110.0,112.93771247075902,63.02817667345911,49.269207452965844
16,110.33584817444414,110.0,112.48716887966557,62.476755348754004,50.24958056329157
17,109.85300909502922,110.0,113.81424733259527,63.46364392130941,50.70046252804942
18,110.15800293548901,110.0,112.59197592447879,62.93482276883329,50.420186316662395
19,109.9258054358028,110.0,112.08769629866471,62.31327620847074,49.23140206908442
20,110.06815447018558,110.0,114.96564876892155,65.20295835303446,49.88829978636095
21,110.30032074971359,110.0,113.27422369951347,63.00140746307505,51.8686726556668
22,109.59656494043014,110.0,113.56752820468792,63.98836649796875,50.30210630759424
23,111.0369461559806,110.0,112.07525181378654,61.65469649494885,50.2674123661385
24,109.4965474820049,110.0,112.95561727547482,63.1316744036149,50.60360626940434
25,109.39901491950323,110.0,113.61092258970987,64.26805927745286,50.1791086804855
26,110.57254550097582,110.0,112.3490064225777,62.051845525038495,48.98756550594303
27,110.40458832716493,110.0,113.87569801834567,63.70580869946484,51.78355347739414
28,110.31105352162689,110.0,112.89936131008119,62.92925671960748,50.64456042886745
29,110.3162558171342,110.0,113.20830625020672,63.05726355397186,49.37766580503718
30,109.99285954745426,110.0,112.89829338777061,62.43309435845077,50.163460990167906
31,109.57489559610217,110.0,115.35227818450893,65.37284707695073,52.15638848736876
32,110.04276730684948,110.0,113.48650277526207,63.167811661144235,50.12223982124042
33,109.65584203495439,110.0,112.4422890710441,62.584366800234655,50.23596714784047
34,110.50078531582992,110.0,114.32254491210318,64.04671764183304,48.90277355250772
35,109.91926287274921,110.0,112.27915635002898,62.74413667153424,49.11021764921623
36,109.59434003755378,110.0,113.70886359500476,63.47388760730389,52.499030193961495
37,109.82471037793471,110.0,111.54032987612023,61.44371142125852,48.25725710648909
38,110.19818386664883,110.0,112.17181395110157,62.41586911631247,50.07765558108086
39,109.72510633595671,110.0,113.69686123586912,63.32760194093893,49.47516860614271
40,109.60127446801674,110.0,114.2384665799954,64.30670456037664,52.099225298809344
41,110.12855728855786,110.0,113.67136828118997,64.0635111074747,51.1782475489416
42,110.12632680273049,110.0,113.38435171761176,62.902106747243394,49.397119468262936
43,109.74851737535855,110.0,113.19889630441071,63.2542864619704,49.38853126780028
44,109.75469562728716,110.0,112.02147800963257,62.0994428479071,50.29973925496287
45,110.11382652659486,110.0,112.7801557916053,63.014702653138485,50.34920388897943
46,109.27635144154173,110.0,113.03936122904021,62.66827601577678,50.14322132693774
47,109.31183933507391,110.0,114.55712222621892,64.16098524229363,51.814314474867345
48,109.64921407226946,110.0,113.84361828956847,64.00020075925353,49.234746518972436
49,109.88064602259045,110.0,111.73695984463727,61.826055246607226,48.42107353564627
50,110.16369462249295,110.0,113.82408396939479,63.89923182449856,52.1601157788336
51,110.73882728567062,110.0,113.11491771958369,63.21885218243278,49.300990235378
52,110.42706059159795,110.0,112.82307799969404,62.61907058322049,47.49691438620786
53,109.9311474979067,110.0,114.11167628884087,64.18135239798917,50.148887137438024
54,110.0058018912736,110.0,114.53099952249595,64.61892126448555,53.13829123043956
55,109.51304811887226,110.0,114.4312801191162,64.21697469370828,51.70120876657453
56,109.98735125677159,110.0,112.66078247677736,63.220514830120784,48.953603680934165
57,109.85757855678142,110.0,113.19078762414878,63.33293750042232,51.040606966041096
58,110.16967191448309,110.0,113.83126343140357,63.473872382242774,50.03005295409655
59,109.60113997949506,110.0,114.47554512712236,64.67251120971251,50.89787715628317
60,110.25988151474213,110.0,113.02082576215471,62.72842126108652,50.6553517326646
61,110.76951286673466,110.0,113.31434102333618,63.550466404458916,50.609991760520714
