internal_temp9_2,Seconds9_2,TC1_9_2,TC3_9_2,TC4_9_2,TC5_9_2,TC6_9_2,TC7_9_2,TC8_9_2,TC9_9_2
54.78,327.5,55.62,158.34,151.34,159.73,144.9,161.28,157.23,146.06
54.78,327.75,55.9,158.95,151.78,159.78,145.06,160.4,157.34,146.34
54.84,328.0,56.23,159.17,151.95,159.78,144.84,159.45,157.51,146.56
54.84,328.25,56.56,158.78,152.4,159.73,140.78,159.17,157.67,146.95
54.9,328.5,56.78,158.45,152.62,159.62,140.67,159.01,157.73,147.17
54.9,328.75,57.01,157.51,152.95,159.62,140.62,158.45,158.01,147.56
54.95,329.0,57.62,155.78,153.23,159.67,142.12,157.78,158.17,147.73
55.01,329.25,58.06,153.9,153.45,159.62,141.62,157.62,158.17,147.95
55.01,329.5,58.4,152.56,153.67,159.78,140.84,157.67,158.28,148.17
55.06,329.75,58.73,150.95,153.84,159.78,140.17,157.67,158.28,148.23
55.12,330.0,59.23,149.78,154.06,159.62,141.28,157.95,158.23,148.51
55.17,330.25,60.4,149.45,154.17,159.17,138.84,157.67,157.67,148.67
55.17,330.5,61.4,149.28,154.23,158.73,137.12,157.67,156.84,148.73
55.23,330.75,62.67,149.67,154.34,158.45,135.95,156.95,156.06,148.51
55.28,331.0,63.95,149.67,154.28,157.84,137.9,156.17,155.23,148.17
55.28,331.25,65.17,149.45,154.01,157.12,139.78,155.34,154.34,147.78
55.34,331.5,66.28,149.51,153.73,156.06,140.17,154.73,153.56,147.51
55.4,331.75,67.17,150.12,153.4,155.12,141.62,154.23,152.9,147.06
55.4,332.0,67.17,151.28,152.9,154.17,143.06,153.67,152.17,146.73
55.45,332.25,67.06,151.9,152.45,153.12,145.01,153.45,151.12,146.28
55.45,332.5,67.23,152.45,151.9,152.12,146.67,153.12,150.01,145.67
55.51,332.75,67.62,153.12,151.34,151.28,147.34,153.06,149.12,145.12
55.51,333.0,68.12,153.34,150.78,150.01,147.9,152.9,148.06,144.51
55.56,333.25,68.23,154.06,150.12,148.84,147.78,153.12,147.01,143.95
55.62,333.5,67.4,154.56,149.51,147.51,147.84,153.17,145.4,143.28
55.62,333.75,66.73,155.01,148.84,146.01,148.01,153.67,143.95,142.62
55.67,334.0,65.78,155.17,148.01,144.12,148.51,153.95,142.12,141.78
55.67,334.25,65.34,155.51,147.28,142.51,148.78,154.06,140.51,141.01
55.73,334.5,64.73,155.4,146.51,140.84,149.62,154.34,138.9,140.06
55.78,334.75,63.9,155.06,145.84,139.17,150.12,154.62,137.73,139.12
55.78,335.0,63.17,154.9,144.73,137.95,150.56,154.67,136.62,138.06
55.84,335.25,63.34,155.12,143.84,136.95,151.45,154.9,135.67,137.01
55.84,335.5,63.67,155.51,142.67,135.95,151.9,155.34,135.17,135.78
55.9,335.75,63.84,155.67,141.51,135.34,151.67,155.45,134.67,134.06
55.9,336.0,63.4,155.84,140.17,135.01,151.62,155.67,134.01,132.84
55.95,336.25,63.34,155.9,138.56,134.84,151.78,156.01,133.84,131.62
56.01,336.5,62.67,155.84,136.9,134.78,152.17,156.17,133.84,130.51
56.01,336.75,61.9,155.34,135.34,134.84,151.95,156.23,133.73,129.28
56.06,337.0,61.01,155.12,133.23,134.73,152.12,156.28,133.4,128.17
56.06,337.25,60.4,154.84,131.62,134.62,151.45,156.28,132.84,127.51
56.12,337.5,59.12,154.45,129.51,134.23,151.06,156.23,132.01,126.9
56.12,337.75,58.23,154.06,127.78,133.78,151.28,156.23,131.12,126.45
56.17,338.0,57.23,153.4,127.28,132.51,151.12,156.06,130.34,126.01
56.17,338.25,56.01,152.95,126.78,131.62,150.01,155.9,129.45,125.56
56.23,338.5,55.01,152.51,126.56,131.28,148.28,155.78,128.17,124.95
56.28,338.75,54.45,152.06,126.56,130.67,147.84,155.67,127.4,124.45
56.28,339.0,53.78,151.9,126.62,130.45,147.78,155.56,126.84,123.95
56.34,339.25,53.23,151.78,126.84,130.51,147.12,155.51,126.4,123.17
56.4,339.5,53.01,151.28,127.06,130.4,144.4,155.23,125.95,122.62
56.4,339.75,52.51,151.17,127.28,130.23,142.67,154.9,125.56,121.84
56.45,340.0,51.67,150.95,127.4,130.17,141.67,154.84,125.51,121.28
56.45,340.25,51.01,150.84,127.56,130.17,139.28,154.34,125.56,120.51
56.51,340.5,50.56,150.28,127.51,130.01,136.9,153.84,125.51,119.51
56.51,340.75,49.9,149.78,127.17,129.95,135.17,153.56,125.62,118.78
56.56,341.0,49.23,148.78,126.34,129.28,133.17,152.95,125.45,117.78
56.62,341.25,48.9,147.73,125.12,128.4,130.84,152.28,125.23,117.17
56.67,341.5,49.06,146.56,123.95,128.06,128.28,151.78,124.62,116.9
56.67,341.75,49.17,145.67,122.73,127.34,125.28,151.06,124.28,116.56
56.73,342.0,50.01,144.9,122.4,126.73,121.62,150.62,123.56,116.56
56.78,342.25,50.84,143.9,122.28,125.62,118.67,149.95,122.78,116.34
56.78,342.5,51.73,142.67,121.9,124.62,116.51,149.17,122.01,116.01
56.84,342.75,52.45,141.34,121.95,124.06,113.84,148.73,121.28,115.67
56.84,343.0,53.34,139.23,122.23,123.56,114.56,148.01,120.78,115.17
56.9,343.25,54.34,136.56,122.34,123.01,115.17,147.12,120.4,114.56
56.9,343.5,54.56,133.51,122.28,122.73,114.4,146.17,120.17,113.9
56.95,343.75,53.95,131.01,121.95,122.67,113.4,145.06,120.12,113.23
57.01,344.0,52.84,128.95,120.95,122.78,111.23,144.23,120.12,112.45
57.01,344.25,52.12,127.06,120.12,122.67,112.12,143.28,120.17,111.62
57.06,344.5,51.06,125.45,119.62,122.56,113.51,142.12,120.4,111.12
57.06,344.75,50.17,124.17,119.12,122.34,114.45,140.67,120.51,110.56
57.12,345.0,49.23,123.56,118.23,121.62,114.9,139.51,120.45,110.23
57.12,345.25,48.51,123.67,116.95,121.4,116.06,138.23,120.4,110.01
57.17,345.5,48.06,123.95,116.12,120.78,115.17,137.06,120.28,110.06
57.17,345.75,48.28,124.67,115.9,119.9,115.51,135.45,119.67,110.06
57.23,346.0,48.84,125.62,116.12,119.17,116.06,134.34,119.17,110.17
57.28,346.25,49.23,126.45,116.23,118.67,114.06,133.23,118.51,110.23
57.28,346.5,49.78,127.12,116.34,118.12,112.62,132.56,117.9,110.28
57.34,346.75,50.01,127.73,116.34,117.56,111.62,131.84,117.45,110.28
57.34,347.0,50.34,128.45,116.45,117.34,107.51,131.9,117.23,110.4
57.4,347.25,50.06,128.56,116.28,117.17,104.51,131.95,116.78,110.17
57.4,347.5,49.23,127.56,115.9,116.9,104.06,131.9,116.4,109.95
57.45,347.75,48.62,126.67,115.28,116.67,103.51,131.95,116.28,109.73
57.51,348.0,47.78,125.95,114.78,116.34,104.73,131.78,116.28,109.56
57.51,348.25,46.9,124.67,114.01,115.78,105.67,131.45,116.28,109.4
57.56,348.5,46.34,123.17,113.17,115.28,106.56,130.12,116.28,109.12
57.56,348.75,45.73,122.51,112.23,114.9,108.12,129.17,116.34,109.01
57.62,349.0,45.67,122.51,111.73,114.62,109.23,128.34,116.4,109.12
57.62,349.25,46.01,122.73,111.4,114.4,109.78,127.34,115.95,109.17
57.67,349.5,45.78,123.17,111.01,114.4,110.01,126.34,115.56,109.28
57.67,349.75,45.95,123.9,110.78,114.34,110.12,125.73,114.95,109.34
57.73,350.0,46.06,124.56,110.78,114.56,108.23,125.34,114.28,109.4
57.78,350.25,45.84,124.78,110.62,115.01,106.23,125.12,113.56,109.34
57.78,350.5,45.84,123.45,109.9,115.45,103.67,124.4,112.84,109.01
57.84,350.75,45.84,122.73,109.28,115.84,102.28,124.28,112.34,108.45
57.84,351.0,45.62,121.4,108.78,116.01,102.45,124.28,111.95,107.84
57.9,351.25,45.45,120.51,107.95,116.12,102.56,124.34,111.56,106.95
57.9,351.5,45.45,118.95,107.06,115.95,102.73,124.73,111.45,106.23
57.95,351.75,45.56,117.45,107.17,115.51,103.17,124.78,111.51,105.45
58.01,352.0,45.9,116.84,107.67,115.01,102.9,124.51,111.51,104.78
58.01,352.25,46.28,116.45,107.67,114.23,103.17,124.17,111.23,104.12
58.06,352.5,46.73,116.84,108.01,113.62,103.51,123.84,111.34,103.67
58.12,352.75,46.78,117.45,108.17,112.78,104.17,123.34,111.34,103.4
58.12,353.0,47.28,117.9,108.06,111.95,104.17,122.34,110.95,103.17
58.17,353.25,47.34,118.56,107.73,111.17,103.84,121.62,110.28,103.06
58.17,353.5,47.51,118.23,107.67,110.34,101.23,120.95,109.56,102.9
58.23,353.75,47.78,117.78,107.62,109.67,99.06,120.34,108.9,102.9
58.28,354.0,47.78,116.62,107.51,109.06,98.62,119.67,108.06,102.73
58.28,354.25,48.01,115.01,107.12,108.45,97.4,119.28,107.34,102.56
58.34,354.5,48.23,113.73,106.84,108.12,94.45,119.23,107.01,102.28
58.34,354.75,48.4,111.95,106.28,107.95,93.9,119.28,106.84,101.78
58.4,355.0,48.62,110.73,105.56,107.95,93.17,119.17,106.78,101.23
58.4,355.25,48.95,111.01,104.34,108.01,93.67,119.12,106.84,100.62
58.45,355.5,49.12,110.78,103.34,108.12,92.73,119.28,107.01,100.06
58.45,355.75,49.45,110.9,101.9,108.28,91.51,119.34,107.12,99.4
58.51,356.0,49.73,111.23,100.67,108.45,91.4,119.23,107.01,98.9
58.56,356.25,50.28,111.23,99.73,108.56,92.56,119.17,107.01,98.56
58.56,356.5,50.23,112.01,98.78,108.17,93.67,118.9,106.73,98.28
58.62,356.75,50.01,112.56,98.56,107.4,95.62,118.51,106.4,97.95
58.62,357.0,49.34,113.4,98.78,106.73,96.84,118.34,106.17,97.95
58.67,357.25,49.17,114.01,99.12,105.9,98.28,118.17,105.9,97.9
58.67,357.5,48.95,114.62,99.4,105.12,96.17,117.84,105.45,97.78
58.73,357.75,48.45,114.78,99.51,104.51,94.23,117.62,105.01,97.34
58.73,358.0,48.4,114.62,99.56,104.01,92.78,117.56,104.62,96.9
58.78,358.25,48.01,114.78,99.4,103.78,90.62,117.34,104.34,96.45
58.78,358.5,47.62,114.73,99.34,103.67,89.12,117.23,104.17,95.9
58.84,358.75,46.9,114.84,99.12,103.4,88.78,116.95,103.84,95.23
58.9,359.0,46.45,115.06,98.78,103.4,88.56,116.78,103.62,94.73
58.9,359.25,46.01,115.17,98.62,103.45,89.84,116.45,103.51,94.4
58.95,359.5,45.78,115.01,98.01,103.56,91.84,115.9,103.34,94.12
58.95,359.75,45.95,114.84,97.17,103.51,92.45,115.28,102.9,94.01
59.01,360.0,46.45,114.62,96.51,103.01,92.95,114.67,102.45,94.01
59.01,360.25,46.78,114.62,95.9,102.67,93.12,113.56,102.06,93.9
59.06,360.5,47.06,114.45,95.62,102.12,94.4,112.78,101.73,93.84
59.06,360.75,46.9,113.23,95.73,101.45,93.95,111.67,101.12,93.67
59.12,361.0,47.01,111.95,95.95,100.9,94.06,111.01,100.78,93.56
59.17,361.25,47.01,109.95,96.12,100.28,92.51,110.34,100.34,93.34
59.17,361.5,46.62,108.17,96.06,99.95,90.73,109.67,100.01,93.01
