internal_temp11_1,Seconds11_1,TC1_11_1,TC3_11_1,TC4_11_1,TC5_11_1,TC6_11_1,TC7_11_1,TC8_11_1,TC9_11_1
49.12,327.5,58.67,162.28,159.67,164.34,149.62,163.78,162.62,151.95
49.12,327.75,59.17,161.73,160.01,164.45,147.12,163.73,162.95,152.4
49.17,328.0,59.17,159.78,160.06,164.23,144.12,163.4,162.95,152.62
49.23,328.25,59.67,158.12,160.23,164.34,141.95,163.23,163.17,153.01
49.28,328.5,60.06,156.28,160.17,164.06,138.4,162.9,163.23,153.23
49.34,328.75,60.84,155.51,160.45,164.12,137.78,162.95,163.23,153.62
49.34,329.0,61.17,154.4,160.45,163.84,137.06,162.84,163.23,153.95
49.4,329.25,62.28,153.73,160.56,163.9,136.62,162.9,163.01,154.34
49.45,329.5,63.9,153.84,160.62,163.56,134.67,162.12,162.28,154.4
49.45,329.75,65.78,154.4,160.62,163.06,135.34,161.45,161.62,154.4
49.51,330.0,66.95,154.67,160.4,162.17,138.67,160.78,160.73,154.01
49.56,330.25,68.45,155.67,160.17,161.28,142.17,160.12,159.78,153.73
49.56,330.5,68.95,156.17,159.73,160.45,145.17,159.56,158.9,153.28
49.62,330.75,69.45,156.73,159.4,159.45,147.67,159.17,158.01,152.95
49.67,331.0,69.78,156.84,158.84,158.45,147.45,158.62,156.9,152.45
49.67,331.25,70.45,157.51,158.4,157.4,148.56,157.84,155.9,151.95
49.73,331.5,70.73,157.78,157.84,156.01,150.28,157.45,154.84,151.28
49.78,331.75,70.95,158.34,157.23,154.84,151.9,157.51,153.62,150.73
49.78,332.0,70.34,158.62,156.28,153.62,152.17,157.73,152.28,150.06
49.84,332.25,69.45,158.95,155.56,152.45,152.9,158.06,150.78,149.4
49.84,332.5,68.56,159.45,154.9,150.95,153.17,158.01,149.4,148.67
49.9,332.75,67.95,159.95,154.17,149.51,153.56,158.12,147.67,147.9
49.95,333.0,67.12,160.28,153.34,147.73,154.23,158.45,145.78,147.06
50.01,333.25,66.56,160.73,152.73,146.23,154.17,158.73,144.06,145.95
50.01,333.5,66.12,160.95,151.95,144.56,154.67,159.01,142.62,145.01
50.06,333.75,66.01,161.28,151.06,143.45,155.17,159.4,141.51,144.23
50.12,334.0,66.4,161.4,150.01,142.17,155.73,159.34,140.23,143.17
50.12,334.25,67.12,161.45,149.28,140.95,156.12,159.51,139.34,142.01
50.12,334.5,67.28,161.28,148.17,140.01,155.78,159.9,138.73,140.51
50.17,334.75,67.95,161.06,146.95,139.23,155.17,160.12,138.23,139.06
50.23,335.0,67.62,160.23,145.4,138.9,154.73,160.17,137.9,137.67
50.28,335.25,67.06,159.84,143.62,138.67,154.62,160.4,137.9,136.28
50.28,335.5,66.17,159.67,141.84,138.56,155.01,160.45,137.84,134.84
50.34,335.75,65.51,159.62,139.9,138.67,155.51,160.62,137.56,133.73
50.34,336.0,63.78,159.62,137.78,138.56,155.67,160.84,137.17,132.84
50.4,336.25,62.73,159.4,136.12,138.23,155.56,160.78,136.45,131.95
50.45,336.5,61.9,159.01,134.67,137.9,155.56,160.67,135.78,131.28
50.51,336.75,61.01,158.78,132.84,137.45,155.51,160.56,134.78,130.67
