internal_temp8_1,Seconds8_1,TC1_8_1,TC3_8_1,TC4_8_1,TC5_8_1,TC6_8_1,TC7_8_1,TC8_8_1,TC9_8_1
23.95,0.0,49.73,22.73,28.4,27.51,23.78,23.51,28.9,27.9
23.95,0.25,54.78,22.73,28.62,27.73,23.78,23.56,28.95,28.17
23.95,0.5,59.28,22.84,28.78,27.9,23.73,23.56,29.17,28.4
23.95,0.75,63.95,22.9,29.12,28.23,23.84,23.62,29.23,28.62
23.95,1.0,69.4,22.9,29.34,28.28,24.01,23.67,29.4,28.84
23.95,1.25,73.78,23.01,29.45,28.4,24.01,23.78,29.67,29.17
23.95,1.5,76.78,23.06,29.45,28.51,24.01,23.62,29.73,29.28
23.95,1.75,80.12,23.06,29.67,28.51,24.34,23.73,29.9,29.56
23.95,2.0,82.9,23.17,29.84,28.73,24.67,23.78,30.06,29.84
23.95,2.25,85.23,23.12,29.78,28.67,24.84,23.78,30.06,29.9
23.95,2.5,86.73,23.28,29.9,28.62,25.01,23.84,30.12,30.12
23.95,2.75,88.34,23.45,30.06,28.67,25.56,24.01,30.23,30.34
23.95,3.0,89.78,23.62,30.17,28.78,25.62,24.01,30.28,30.51
23.95,3.25,91.17,23.78,30.23,28.78,25.62,24.01,30.28,30.56
23.95,3.5,92.4,23.95,30.51,28.95,26.23,24.01,30.4,30.73
23.95,3.75,92.95,24.01,30.62,28.9,26.78,24.01,30.45,30.9
23.95,4.0,93.62,24.12,30.73,28.95,27.12,24.12,30.45,31.01
23.95,4.25,94.4,24.4,30.9,29.12,28.12,24.34,30.56,31.17
23.95,4.5,94.51,24.67,31.17,29.23,28.78,24.62,30.67,31.34
23.95,4.75,95.73,24.78,31.28,29.34,29.78,24.84,30.9,31.51
23.95,5.0,96.84,24.95,31.28,29.28,30.12,24.95,31.01,31.67
23.95,5.25,97.28,25.28,31.45,29.45,30.12,25.28,31.23,31.78
23.95,5.5,97.78,25.51,31.51,29.56,30.28,25.56,31.34,31.9
23.95,5.75,98.51,25.51,31.62,29.62,30.51,25.62,31.45,32.12
23.95,6.0,99.51,25.62,31.67,29.73,30.62,25.95,31.62,32.23
23.95,6.25,100.01,25.84,31.73,29.73,30.28,26.06,31.73,32.34
23.95,6.5,100.62,25.95,31.78,29.78,30.23,26.23,31.67,32.51
23.95,6.75,101.4,25.95,31.73,29.84,30.06,26.4,31.73,32.67
23.95,7.0,102.12,26.06,31.9,29.9,30.17,26.56,31.73,32.78
23.95,7.25,102.84,26.12,32.01,30.12,30.28,26.84,31.9,32.95
23.95,7.5,103.34,26.12,32.12,30.17,30.34,26.95,31.95,33.12
23.95,7.75,104.45,26.23,32.17,30.23,30.51,27.23,32.06,33.23
23.95,8.0,105.12,26.28,32.34,30.34,30.4,27.4,32.23,33.4
23.95,8.25,105.84,26.4,32.4,30.4,30.28,27.62,32.28,33.56
23.95,8.5,106.17,26.4,32.45,30.45,30.17,27.67,32.45,33.73
23.95,8.75,105.9,26.51,32.56,30.62,30.17,28.01,32.56,33.95
23.95,9.0,105.78,26.45,32.51,30.67,30.17,27.95,32.62,34.17
23.95,9.25,106.12,26.51,32.62,30.73,30.06,28.12,32.73,34.23
23.95,9.5,106.17,26.56,32.73,30.95,30.17,28.28,32.78,34.34
23.95,9.75,106.62,26.67,32.78,31.01,30.23,28.28,32.95,34.51
23.95,10.0,107.17,26.78,32.95,31.12,30.51,28.4,32.95,34.56
23.95,10.25,107.67,26.78,33.12,31.17,30.56,28.4,33.12,34.67
23.95,10.5,107.73,26.78,33.17,31.28,30.51,28.51,33.12,34.78
23.95,10.75,107.51,26.9,33.4,31.45,31.06,28.56,33.51,34.84
23.95,11.0,106.78,27.12,33.56,31.56,31.17,28.62,33.67,35.06
23.95,11.25,106.51,27.23,33.67,31.62,31.17,28.73,33.95,35.17
23.95,11.5,106.56,27.34,33.95,31.73,31.06,28.78,34.12,35.4
23.95,11.75,106.73,27.34,33.95,31.84,31.01,28.78,34.34,35.45
23.95,12.0,107.06,27.28,34.17,31.95,30.9,28.9,34.34,35.62
23.95,12.25,107.51,27.4,34.23,32.12,30.9,28.95,34.51,35.67
23.95,12.5,107.78,27.4,34.34,32.17,30.84,29.17,34.62,35.9
23.95,12.75,108.34,27.51,34.34,32.23,31.01,29.12,34.62,35.9
23.95,13.0,108.45,27.73,34.56,32.28,31.01,29.17,34.78,36.17
23.95,13.25,107.84,27.73,34.56,32.28,30.95,29.28,34.78,36.34
23.95,13.5,107.9,27.73,34.62,32.34,31.12,29.4,34.9,36.51
23.95,13.75,108.01,27.78,34.73,32.4,31.34,29.4,34.9,36.56
23.95,14.0,108.12,27.84,34.78,32.51,31.45,29.56,35.06,36.73
23.95,14.25,108.67,27.9,35.01,32.51,31.56,29.56,35.17,36.78
23.95,14.5,108.56,28.06,35.01,32.67,31.78,29.67,35.45,37.01
23.95,14.75,108.51,28.06,35.23,32.78,31.95,29.73,35.62,37.06
23.95,15.0,108.95,28.17,35.28,32.9,31.9,29.78,35.73,37.17
23.95,15.25,108.78,28.23,35.34,33.01,31.9,29.9,35.9,37.28
23.95,15.5,108.67,28.23,35.45,32.95,31.73,29.9,36.01,37.45
23.95,15.75,108.78,28.28,35.45,33.23,31.73,30.01,36.06,37.56
23.95,16.0,109.56,28.23,35.56,33.28,31.67,30.01,36.17,37.62
23.95,16.25,109.56,28.34,35.62,33.56,31.67,30.17,36.34,37.67
23.95,16.5,109.17,28.4,35.9,33.51,31.67,30.23,36.34,37.9
23.95,16.75,109.78,28.4,36.12,33.62,31.62,30.23,36.4,38.01
23.95,17.0,109.73,28.51,36.17,33.78,31.62,30.23,36.34,38.12
23.95,17.25,110.23,28.51,36.23,33.84,31.62,30.28,36.51,38.28
23.95,17.5,110.28,28.56,36.34,34.06,31.62,30.45,36.73,38.51
23.95,17.75,110.4,28.62,36.4,34.23,31.67,30.45,36.78,38.56
23.95,18.0,111.01,28.78,36.62,34.28,31.73,30.51,37.06,38.67
23.95,18.25,111.62,28.84,36.62,34.56,31.73,30.56,37.17,38.78
23.95,18.5,111.62,28.9,36.62,34.62,31.78,30.62,37.4,38.9
23.95,18.75,112.01,28.95,36.73,34.78,31.9,30.56,37.51,38.84
23.95,19.0,112.62,29.12,36.84,34.95,32.06,30.67,37.67,39.01
23.95,19.25,112.9,29.17,36.84,35.01,32.12,30.62,37.84,39.17
23.95,19.5,113.67,29.23,36.9,35.23,32.23,30.78,37.95,39.45
23.95,19.75,114.06,29.28,36.9,35.28,32.34,30.9,38.12,39.51
23.95,20.0,114.34,29.4,37.06,35.4,32.62,30.95,38.12,39.73
23.95,20.25,115.01,29.51,37.12,35.34,32.67,31.01,38.17,39.84
23.95,20.5,115.56,29.62,37.28,35.45,32.78,31.12,38.23,39.9
23.95,20.75,116.45,29.73,37.4,35.56,33.12,31.17,38.34,39.9
23.95,21.0,117.12,29.9,37.45,35.73,33.17,31.28,38.56,40.12
23.95,21.25,117.12,29.9,37.51,35.84,33.17,31.45,38.56,40.34
23.95,21.5,116.84,30.06,37.84,36.01,33.34,31.62,38.84,40.62
23.95,21.75,116.95,30.06,37.9,35.95,33.34,31.67,39.06,40.78
23.95,22.0,116.84,30.17,38.01,35.95,33.28,31.67,39.23,41.01
23.95,22.25,116.17,30.23,38.06,35.9,33.4,31.84,39.56,41.12
23.95,22.5,115.4,30.34,38.06,35.9,33.56,32.01,39.84,41.28
23.95,22.75,115.78,30.4,38.12,36.17,33.62,32.12,40.06,41.45
23.95,23.0,116.12,30.4,38.12,36.34,33.73,32.12,40.12,41.45
23.95,23.25,116.9,30.56,38.28,36.73,33.95,32.23,40.4,41.56
23.95,23.5,117.23,30.62,38.28,37.01,34.34,32.23,40.51,41.62
23.95,23.75,117.9,30.67,38.45,37.28,34.4,32.34,40.73,41.78
23.95,24.0,118.67,30.78,38.56,37.56,34.56,32.45,40.95,41.84
23.95,24.25,119.23,30.9,38.62,37.78,34.56,32.51,41.12,42.06
