internal_temp7_1,Seconds7_1,TC1_7_1,TC3_7_1,TC4_7_1,TC5_7_1,TC6_7_1,TC7_7_1,TC8_7_1,TC9_7_1
36.12,182.0,177.51,171.84,175.45,179.67,174.73,173.56,182.28,179.23
36.12,182.25,177.45,171.78,175.9,179.67,174.9,173.56,182.45,180.01
36.12,182.5,177.17,171.9,176.28,179.51,174.95,173.45,182.4,180.78
36.12,182.75,177.06,172.12,177.01,179.51,175.01,173.56,182.34,181.67
36.12,183.0,177.34,172.17,177.73,179.4,175.06,173.56,182.28,182.51
36.17,183.25,178.56,172.4,178.78,179.34,175.12,173.56,182.17,183.28
36.17,183.5,179.01,172.51,179.73,179.4,175.23,173.56,182.17,183.95
36.17,183.75,180.4,172.51,180.67,179.67,175.17,173.62,182.23,184.51
36.23,184.0,181.84,172.56,181.34,179.95,175.12,173.62,182.51,184.78
36.23,184.25,183.78,172.51,181.67,180.4,175.01,173.73,182.78,185.06
36.28,184.5,185.78,172.45,181.62,181.01,174.9,173.78,183.17,185.17
36.28,184.75,187.62,172.51,181.51,181.78,174.84,173.95,183.67,185.28
36.28,185.0,189.12,172.34,181.34,182.23,174.62,174.01,184.01,185.28
36.28,185.25,190.9,172.28,181.17,182.73,174.51,173.95,184.51,185.45
36.34,185.5,192.51,172.45,181.23,183.12,174.51,174.12,184.84,185.78
36.34,185.75,194.01,172.45,181.23,183.28,174.51,174.12,185.01,186.23
36.34,186.0,195.51,172.45,181.4,183.23,174.56,174.28,185.01,186.78
36.4,186.25,196.84,172.51,181.73,183.12,174.51,174.23,184.84,187.45
36.4,186.5,198.4,172.62,182.34,182.95,174.56,174.23,184.78,188.12
36.4,186.75,200.78,172.78,183.17,182.78,174.56,174.23,184.62,188.62
36.45,187.0,203.56,173.01,184.51,182.84,174.78,174.23,184.67,189.06
36.45,187.25,204.56,173.23,185.51,183.06,175.17,174.23,184.95,189.28
36.45,187.5,204.95,173.45,186.23,183.51,175.73,174.28,185.28,189.4
36.51,187.75,204.56,173.56,186.45,183.95,176.12,174.23,185.67,189.45
36.51,188.0,204.51,173.73,186.45,184.67,177.06,174.45,186.34,189.56
36.51,188.25,204.45,173.9,186.12,185.17,178.56,174.62,186.9,189.73
36.51,188.5,204.45,174.06,185.78,185.56,180.17,174.73,187.34,189.78
36.56,188.75,204.56,174.4,185.62,185.67,181.78,174.78,187.62,190.01
36.56,189.0,204.62,174.73,185.28,185.67,183.67,174.84,187.84,190.34
36.62,189.25,204.78,175.23,185.12,185.56,185.67,175.01,187.95,190.95
