internal_temp2_2,Seconds2_2,TC1_2_2,TC3_2_2,TC4_2_2,TC5_2_2,TC7_2_2,TC8_2_2,TC9_2_2
32.34,109.25,185.73,153.9,154.23,154.28,153.56,157.12,161.51
32.34,109.5,185.4,154.06,154.12,155.23,153.23,157.51,161.4
32.34,109.75,185.51,154.06,154.23,156.67,153.23,158.28,161.45
32.34,110.0,185.28,153.78,154.51,158.01,153.34,159.06,161.51
32.34,110.25,185.4,153.12,154.73,159.67,153.62,160.01,161.62
32.34,110.5,185.51,152.73,155.23,161.4,154.17,161.12,161.78
32.34,110.75,185.12,152.45,155.67,163.01,154.73,162.4,162.06
32.34,111.0,185.51,152.28,156.17,164.01,155.17,163.67,162.45
32.4,111.25,185.51,152.9,156.84,164.51,155.51,164.73,162.9
32.4,111.5,185.78,154.17,157.51,164.56,155.67,165.51,163.56
32.34,111.75,185.67,155.73,158.28,164.23,155.56,166.01,164.34
32.4,112.0,185.56,157.51,159.4,163.78,155.45,166.4,165.51
32.4,112.25,185.28,158.51,160.67,163.28,155.34,166.4,167.01
32.4,112.5,185.28,159.34,162.51,162.95,155.23,166.45,168.78
32.4,112.75,185.67,159.45,164.45,162.56,155.17,166.73,170.28
32.4,113.0,187.73,159.01,166.56,162.56,155.34,167.01,171.51
32.4,113.25,190.73,158.28,167.56,162.73,155.56,167.45,172.34
32.4,113.5,193.56,157.51,168.06,163.23,156.28,168.23,172.95
32.4,113.75,195.34,156.67,167.84,163.84,157.12,169.17,173.23
32.4,114.0,197.06,155.9,167.34,164.84,157.9,170.28,173.45
32.4,114.25,198.9,155.23,166.78,165.84,158.73,171.23,173.45
32.45,114.5,200.56,154.67,166.4,166.73,159.28,172.12,173.62
32.45,114.75,201.78,154.23,166.01,167.34,159.45,172.62,173.78
32.45,115.0,202.45,154.01,165.73,167.73,159.67,172.84,174.28
32.45,115.25,203.45,153.73,165.73,167.73,159.67,172.95,174.95
32.45,115.5,204.73,153.62,165.84,167.51,159.51,172.73,175.73
32.45,115.75,205.95,153.73,166.4,167.34,159.28,172.51,176.45
32.45,116.0,207.17,153.73,167.17,167.23,159.12,172.23,177.23
32.45,116.25,207.84,153.9,168.51,167.51,158.84,172.23,178.01
32.45,116.5,208.06,153.95,170.17,167.9,158.56,172.34,178.23
32.45,116.75,207.78,153.95,171.45,168.95,158.23,172.62,178.34
32.45,117.0,207.78,154.06,172.12,170.28,158.01,173.12,178.4
32.45,117.25,208.17,154.17,172.28,171.67,157.84,173.73,178.4
32.51,117.5,208.51,154.51,172.17,172.73,157.78,174.62,178.4
32.51,117.75,208.62,154.56,171.84,173.28,157.67,175.06,178.4
32.51,118.0,208.67,154.84,171.62,173.62,157.67,175.4,178.73
32.51,118.25,208.73,155.51,171.34,173.4,157.51,175.51,179.23
32.51,118.5,208.78,156.51,171.34,172.78,157.51,175.45,180.34
32.51,118.75,209.17,158.28,171.51,172.28,157.45,175.4,181.62
32.51,119.0,209.73,160.95,172.12,171.95,157.56,175.56,182.78
32.51,119.25,211.17,163.9,172.9,171.45,157.51,175.45,183.45
32.51,119.5,215.12,166.73,174.23,171.12,157.67,175.84,184.01
32.51,119.75,218.06,169.17,176.01,171.06,157.78,176.23,184.12
32.51,120.0,218.56,170.28,176.78,171.4,158.17,176.84,184.17
32.51,120.25,218.06,170.01,177.01,172.17,158.56,177.73,184.12
32.56,120.5,217.51,168.9,176.73,172.95,159.01,178.51,184.01
32.56,120.75,216.84,167.51,176.28,173.73,159.67,179.34,183.84
32.56,121.0,216.56,166.4,175.95,174.62,160.62,179.9,183.78
32.56,121.25,216.17,165.28,175.45,175.01,161.73,180.06,183.73
32.56,121.5,216.17,164.56,175.12,175.23,163.28,180.01,184.01
32.56,121.75,216.01,164.23,174.9,175.23,164.73,179.73,184.45
32.56,122.0,215.78,164.23,174.95,175.06,165.84,179.51,185.01
32.56,122.25,216.06,165.06,175.23,174.9,166.67,179.34,185.62
32.56,122.5,216.45,166.62,175.9,174.73,167.56,179.23,186.12
32.62,122.75,216.67,168.67,176.84,174.67,168.01,179.17,186.45
32.62,123.0,216.78,170.28,178.84,174.9,168.28,179.34,186.51
32.62,123.25,216.62,172.06,180.34,175.62,168.28,179.67,186.45
32.62,123.5,216.45,172.84,180.9,176.73,168.01,180.06,186.28
32.62,123.75,215.95,173.06,181.17,178.01,167.9,180.78,186.17
32.62,124.0,215.4,172.9,180.9,178.73,167.95,181.12,186.12
32.62,124.25,214.78,172.45,180.45,179.17,168.28,181.34,186.23
32.62,124.5,214.28,171.51,179.73,179.23,169.01,181.4,186.56
32.62,124.75,213.95,170.45,179.23,179.23,169.62,181.4,187.12
32.62,125.0,213.95,169.67,179.01,179.06,170.56,181.4,187.95
32.67,125.25,214.12,169.34,178.9,178.62,171.45,181.23,188.78
32.67,125.5,214.56,170.01,179.17,178.23,172.17,181.17,189.56
32.67,125.75,215.84,171.95,179.9,178.01,172.62,181.17,189.9
32.67,126.0,219.01,174.73,181.28,177.9,172.78,181.34,190.06
32.67,126.25,220.84,176.73,182.28,177.78,172.78,181.62,190.12
32.67,126.5,221.17,178.51,182.78,178.06,172.62,182.12,190.01
32.67,126.75,220.78,179.28,183.01,178.67,172.34,182.73,189.78
32.67,127.0,220.4,179.34,183.01,179.51,172.23,183.34,189.56
32.73,127.25,219.78,178.56,182.67,180.28,172.17,183.78,189.45
32.67,127.5,219.12,177.4,182.28,180.9,172.56,184.17,189.45
32.73,127.75,218.67,176.23,182.01,181.12,173.23,184.4,189.56
32.73,128.0,218.45,175.23,181.62,181.17,174.17,184.45,189.84
32.73,128.25,218.4,174.28,181.51,181.23,175.4,184.45,190.17
32.73,128.5,218.4,173.67,181.28,181.01,176.23,184.28,190.56
32.73,128.75,218.78,173.51,181.4,180.95,177.01,184.12,191.06
32.73,129.0,218.95,173.78,181.62,180.73,177.34,183.84,191.34
32.78,129.25,218.95,175.28,182.17,180.56,177.62,183.62,191.56
32.78,129.5,219.06,176.78,182.67,180.23,177.45,183.4,191.73
32.78,129.75,219.28,178.51,183.17,179.9,177.23,183.17,191.78
32.78,130.0,219.17,179.28,183.51,179.67,176.9,183.01,191.78
32.78,130.25,219.01,179.51,183.51,179.4,176.73,182.78,191.56
32.78,130.5,218.95,179.51,183.45,179.34,176.78,182.78,191.45
32.78,130.75,218.67,179.12,183.23,179.17,177.01,182.45,191.12
32.78,131.0,218.62,178.4,182.95,179.01,177.56,182.34,190.9
32.78,131.25,218.56,177.67,182.73,178.9,178.23,182.23,190.62
32.84,131.5,218.51,177.23,182.45,179.01,179.01,182.17,190.34
32.84,131.75,218.51,177.06,182.28,179.12,179.73,182.17,190.06
32.84,132.0,218.78,177.78,182.01,179.23,180.28,182.17,189.78
32.84,132.25,220.28,179.17,181.84,179.45,180.56,182.4,189.62
