internal_temp5_1,Seconds5_1,TC1_5_1,TC3_5_1,TC4_5_1,TC5_5_1,TC7_5_1,TC8_5_1,TC9_5_1
31.17,0.0,47.78,23.62,28.51,27.67,24.01,30.12,29.45
31.17,0.25,52.78,23.73,28.67,27.78,24.01,30.17,29.73
31.17,0.5,56.78,23.78,28.84,27.95,24.12,30.34,29.9
31.17,0.75,60.73,23.78,29.06,28.06,24.23,30.45,30.17
31.17,1.0,64.51,23.84,29.17,28.06,24.12,30.51,30.45
31.17,1.25,68.06,23.9,29.4,28.23,24.12,30.62,30.67
31.17,1.5,70.34,23.9,29.73,28.34,24.23,30.67,30.9
31.17,1.75,72.62,23.95,29.9,28.34,24.28,30.67,31.01
31.17,2.0,74.51,24.01,30.06,28.4,24.23,30.73,31.17
31.17,2.25,76.56,24.12,30.23,28.51,24.34,30.73,31.28
31.17,2.5,78.23,24.12,30.23,28.56,24.28,30.9,31.51
31.17,2.75,80.12,24.34,30.51,28.78,24.45,31.12,31.73
31.17,3.0,81.78,24.4,30.73,28.95,24.51,31.28,31.84
31.17,3.25,83.45,24.56,30.9,29.12,24.45,31.4,31.95
31.17,3.5,84.56,24.67,31.01,29.17,24.62,31.62,32.12
31.17,3.75,85.45,25.06,31.17,29.4,24.73,31.73,32.34
31.17,4.0,86.78,25.45,31.34,29.45,24.78,31.9,32.67
31.17,4.25,87.51,25.73,31.51,29.51,24.95,32.06,32.78
31.17,4.5,88.12,26.06,31.67,29.62,25.06,32.12,32.95
31.17,4.75,89.28,26.12,31.73,29.56,25.28,32.12,33.06
31.17,5.0,90.12,26.4,31.9,29.62,25.62,32.17,33.23
31.17,5.25,91.01,26.45,31.95,29.73,25.84,32.23,33.34
31.17,5.5,92.56,26.45,32.01,29.78,26.01,32.12,33.45
31.17,5.75,93.17,26.51,32.12,29.95,26.34,32.23,33.62
31.17,6.0,93.95,26.56,32.28,30.06,26.51,32.17,33.73
31.17,6.25,94.78,26.62,32.34,30.12,26.62,32.23,33.78
31.17,6.5,95.06,26.78,32.51,30.17,26.84,32.51,33.95
31.17,6.75,95.34,26.78,32.62,30.28,26.95,32.62,34.06
31.17,7.0,95.67,26.78,32.67,30.28,27.06,32.67,34.23
31.17,7.25,95.95,26.78,32.73,30.34,27.28,32.84,34.34
31.17,7.5,96.06,26.84,32.84,30.56,27.45,33.01,34.56
31.17,7.75,96.78,26.9,33.01,30.62,27.62,33.12,34.73
31.17,8.0,96.9,27.12,33.06,30.56,27.62,33.28,34.84
31.17,8.25,97.28,27.17,33.23,30.67,27.78,33.51,35.12
31.17,8.5,97.95,27.34,33.28,30.78,27.9,33.56,35.17
31.17,8.75,98.4,27.4,33.4,30.9,28.06,33.78,35.4
31.17,9.0,98.4,27.51,33.51,30.9,28.06,33.84,35.45
31.17,9.25,99.28,27.62,33.62,31.17,28.23,33.95,35.56
31.17,9.5,99.95,27.78,33.73,31.4,28.23,34.06,35.62
31.17,9.75,100.78,27.78,33.78,31.62,28.34,34.06,35.62
31.17,10.0,101.73,27.9,33.95,31.84,28.4,34.12,35.73
31.17,10.25,101.62,27.95,33.95,31.9,28.45,34.23,35.9
