internal_temp11_2,Seconds11_2,TC1_11_2,TC3_11_2,TC4_11_2,TC5_11_2,TC6_11_2,TC7_11_2,TC8_11_2,TC9_11_2
38.62,291.25,198.95,231.51,221.51,217.06,231.17,233.01,212.28,214.17
38.67,291.5,195.78,231.45,220.67,216.78,231.06,232.84,212.28,212.51
38.67,291.75,193.23,231.34,219.95,216.67,230.73,232.84,212.23,210.56
38.73,292.0,190.28,231.28,219.17,216.67,230.51,232.67,212.06,208.95
38.78,292.25,186.9,231.12,218.17,216.73,230.12,232.4,211.73,207.56
38.78,292.5,182.51,230.84,216.95,216.78,230.23,232.34,211.17,206.51
38.84,292.75,179.06,230.4,215.73,216.84,230.28,232.12,210.45,205.51
38.9,293.0,175.78,230.28,214.51,216.9,230.4,232.01,209.45,204.56
38.95,293.25,171.95,230.17,213.23,216.9,230.28,231.78,207.9,204.01
39.01,293.5,169.67,230.01,212.4,216.95,230.12,231.67,206.67,203.45
39.01,293.75,166.73,230.01,211.95,216.45,229.01,231.28,205.23,203.23
39.06,294.0,165.01,229.73,211.9,215.78,228.84,230.84,203.95,202.78
39.12,294.25,163.28,229.45,212.12,214.78,227.45,230.56,202.67,202.4
39.12,294.5,161.56,228.95,212.17,213.84,226.01,230.28,201.84,201.67
39.17,294.75,159.78,228.56,212.12,213.06,224.78,230.17,201.23,200.73
39.23,295.0,157.73,228.23,212.12,212.56,223.4,230.06,200.9,199.45
39.23,295.25,155.73,227.62,212.01,212.12,221.95,229.84,200.78,198.34
39.28,295.5,154.45,227.17,211.84,211.78,220.12,229.45,201.06,197.45
39.28,295.75,152.9,226.78,211.78,211.73,217.56,228.95,201.34,196.4
39.34,296.0,151.62,226.4,211.28,211.73,216.67,228.62,201.51,195.56
39.4,296.25,151.73,226.23,211.01,211.78,214.84,228.12,201.45,194.9
39.4,296.5,151.62,226.01,210.78,211.84,211.62,227.62,201.28,194.56
39.45,296.75,152.06,225.73,210.12,211.84,208.51,226.95,200.95,194.51
39.51,297.0,152.06,224.95,209.34,211.62,206.01,226.28,200.34,194.34
39.51,297.25,151.45,224.23,209.17,210.9,202.62,225.73,199.4,194.17
39.56,297.5,151.62,223.34,209.17,210.01,202.56,225.23,198.51,194.06
39.56,297.75,150.95,221.84,209.06,208.9,199.62,224.73,197.51,193.78
39.62,298.0,150.51,220.56,208.9,207.9,197.45,224.45,196.78,193.23
39.67,298.25,150.12,219.12,208.78,206.78,195.34,224.01,196.17,192.73
39.67,298.5,150.67,217.17,208.4,205.84,194.34,223.23,195.51,191.95
39.73,298.75,151.78,215.9,208.12,205.28,192.9,222.62,195.28,191.06
39.78,299.0,153.06,214.56,207.62,205.12,191.23,221.78,195.23,190.12
39.78,299.25,153.73,213.12,207.06,204.84,191.06,221.01,195.17,189.17
39.84,299.5,154.84,212.23,206.56,204.78,192.73,220.4,195.17,188.01
39.9,299.75,153.95,210.9,205.62,204.67,192.95,219.56,195.23,187.06
39.9,300.0,152.01,209.62,204.45,204.62,194.17,218.62,195.34,186.34
39.95,300.25,150.17,208.67,203.06,204.56,195.23,217.12,195.34,185.51
39.95,300.5,148.62,209.17,201.9,204.28,195.84,215.45,195.12,184.78
40.01,300.75,147.4,209.62,201.4,204.28,194.73,214.34,195.06,184.51
40.06,301.0,146.34,210.4,200.78,204.28,195.73,212.95,194.73,184.34
40.06,301.25,145.06,210.95,200.23,203.34,195.78,211.62,194.28,184.34
40.12,301.5,143.84,211.9,199.9,202.28,192.73,210.84,193.67,184.28
40.17,301.75,142.78,212.4,199.84,201.06,189.17,210.78,193.06,184.23
