internal_temp2_1,Seconds2_1,TC1_2_1,TC3_2_1,TC4_2_1,TC5_2_1,TC7_2_1,TC8_2_1,TC9_2_1
27.56,0.0,47.51,22.62,26.62,26.12,22.9,28.23,26.84
27.56,0.25,53.12,22.67,26.84,26.23,22.95,28.4,27.23
27.56,0.5,58.73,22.73,27.28,26.34,22.95,28.56,27.4
27.56,0.75,63.78,22.67,27.51,26.4,22.95,28.78,27.62
27.56,1.0,68.73,22.67,27.78,26.51,23.06,28.95,27.95
27.56,1.25,73.28,22.84,28.01,26.73,23.23,29.17,28.23
27.56,1.5,76.95,22.73,28.12,26.78,23.17,29.23,28.51
27.56,1.75,80.34,22.78,28.28,27.01,23.17,29.4,28.78
27.56,2.0,83.23,22.84,28.34,27.01,23.17,29.56,29.06
27.56,2.25,85.4,22.95,28.51,27.12,23.34,29.73,29.28
27.56,2.5,87.23,22.95,28.78,27.17,23.4,29.78,29.56
27.56,2.75,89.17,23.17,28.95,27.17,23.45,29.84,29.73
27.56,3.0,90.73,23.34,29.06,27.17,23.45,29.9,29.9
27.56,3.25,92.28,23.56,29.23,27.28,23.62,30.06,30.12
27.56,3.5,93.9,23.67,29.45,27.4,23.67,30.17,30.23
27.56,3.75,95.06,23.78,29.62,27.51,23.67,30.23,30.45
27.56,4.0,95.51,23.95,29.73,27.62,23.67,30.23,30.51
27.56,4.25,95.78,24.23,30.01,27.78,23.9,30.34,30.73
27.56,4.5,96.51,24.45,30.12,27.78,24.17,30.45,30.9
27.56,4.75,97.56,24.67,30.28,27.9,24.45,30.56,31.17
27.56,5.0,98.28,24.95,30.4,27.95,24.56,30.62,31.45
27.56,5.25,99.12,25.34,30.62,28.12,24.84,30.78,31.62
27.56,5.5,100.34,25.51,30.67,28.23,25.06,30.9,31.84
27.56,5.75,101.23,25.67,30.73,28.23,25.34,31.12,32.01
27.56,6.0,101.51,25.84,30.9,28.34,25.51,31.34,32.17
27.56,6.25,102.23,26.01,30.95,28.51,25.67,31.56,32.34
27.56,6.5,103.06,26.23,31.17,28.51,25.84,31.62,32.51
27.56,6.75,104.56,26.34,31.34,28.45,26.12,31.67,32.67
27.56,7.0,105.73,26.4,31.51,28.67,26.45,31.9,32.9
27.56,7.25,106.06,26.4,31.67,28.67,26.67,31.9,33.06
27.56,7.5,106.34,26.4,31.67,28.78,26.84,31.9,33.23
27.56,7.75,106.95,26.51,31.84,28.9,27.12,32.06,33.51
27.56,8.0,106.56,26.4,31.78,28.9,27.12,32.12,33.56
27.56,8.25,106.73,26.4,31.9,28.95,27.34,32.4,33.78
27.56,8.5,106.67,26.4,31.9,29.06,27.4,32.45,33.9
27.56,8.75,107.12,26.51,31.9,29.17,27.51,32.51,34.06
27.56,9.0,107.12,26.51,31.95,29.23,27.62,32.62,34.12
27.56,9.25,107.01,26.67,32.12,29.4,27.84,32.78,34.23
27.56,9.5,107.34,26.73,32.17,29.45,27.9,32.78,34.34
27.56,9.75,108.12,26.73,32.23,29.56,27.9,32.78,34.4
27.56,10.0,108.73,26.84,32.34,29.73,27.9,32.84,34.56
27.56,10.25,109.12,26.95,32.56,29.9,28.06,32.95,34.67
27.56,10.5,109.56,26.95,32.62,29.95,27.95,33.12,34.67
27.56,10.75,110.01,27.06,32.78,30.06,28.12,33.23,34.78
27.56,11.0,110.51,27.17,33.06,30.23,28.23,33.56,34.95
27.56,11.25,110.78,27.34,33.12,30.23,28.17,33.67,35.12
27.56,11.5,111.23,27.45,33.23,30.4,28.28,33.84,35.23
27.56,11.75,112.01,27.62,33.45,30.51,28.51,33.95,35.4
27.56,12.0,112.17,27.73,33.56,30.56,28.56,34.17,35.56
27.56,12.25,111.67,27.73,33.62,30.67,28.62,34.17,35.62
27.56,12.5,111.4,27.73,33.67,30.73,28.78,34.4,35.73
27.56,12.75,111.56,27.62,33.73,30.73,28.78,34.34,35.73
27.56,13.0,112.17,27.67,33.95,30.9,28.9,34.51,35.9
27.56,13.25,113.23,27.84,34.12,31.12,29.06,34.67,36.12
27.56,13.5,113.51,27.84,34.12,31.23,29.06,34.73,36.17
27.56,13.75,114.06,28.06,34.34,31.51,29.17,35.01,36.23
27.56,14.0,113.78,28.06,34.4,31.62,29.12,35.06,36.34
27.56,14.25,113.78,28.17,34.45,31.78,29.17,35.28,36.51
27.56,14.5,113.73,28.23,34.67,31.9,29.23,35.56,36.62
27.56,14.75,114.17,28.23,34.73,32.01,29.23,35.67,36.67
27.56,15.0,114.62,28.34,34.73,32.12,29.34,35.78,36.95
27.56,15.25,114.84,28.4,34.78,32.12,29.4,36.06,37.12
27.56,15.5,114.9,28.34,34.78,32.23,29.56,36.12,37.45
27.56,15.75,115.06,28.4,34.95,32.34,29.62,36.34,37.56
27.56,16.0,115.51,28.51,35.17,32.51,29.62,36.34,37.67
27.56,16.25,115.67,28.51,35.45,32.62,29.73,36.51,37.67
27.56,16.5,115.56,28.56,35.51,32.73,29.9,36.51,37.84
27.56,16.75,115.73,28.62,35.62,32.73,29.9,36.51,37.84
27.56,17.0,116.12,28.67,35.73,32.78,29.95,36.62,37.95
27.56,17.25,116.51,28.73,35.84,32.95,29.9,36.67,38.12
27.56,17.5,116.28,28.78,36.01,33.06,30.12,36.84,38.34
27.56,17.75,116.34,28.84,36.06,33.23,30.06,37.01,38.34
27.56,18.0,117.06,28.95,36.12,33.28,30.17,37.23,38.56
27.56,18.25,116.73,29.12,36.34,33.4,30.17,37.45,38.62
27.56,18.5,117.06,29.17,36.51,33.4,30.23,37.67,38.67
27.56,18.75,117.06,29.17,36.51,33.56,30.28,37.73,38.84
27.56,19.0,117.12,29.17,36.62,33.73,30.34,37.9,38.9
27.56,19.25,117.4,29.23,36.62,33.78,30.28,37.9,39.01
