internal_temp5_1,Seconds5_1,TC1_5_1,TC3_5_1,TC4_5_1,TC5_5_1,TC7_5_1,TC8_5_1,TC9_5_1
54.28,327.5,58.9,150.34,156.34,159.73,158.45,159.01,150.84
54.34,327.75,60.4,150.17,156.45,159.23,157.95,158.45,151.06
54.34,328.0,61.4,150.06,156.28,158.51,157.51,157.51,150.67
54.4,328.25,63.01,150.62,156.12,158.01,157.17,156.51,150.28
54.45,328.5,64.45,150.9,155.73,157.17,156.51,155.51,150.06
54.51,328.75,65.56,151.12,155.34,156.23,155.67,154.56,149.56
54.51,329.0,66.28,151.56,154.9,155.17,154.9,153.73,149.12
54.56,329.25,67.06,152.28,154.4,154.23,154.45,152.78,148.62
54.62,329.5,67.62,152.62,153.9,153.28,154.17,151.95,148.12
54.62,329.75,68.06,153.34,153.45,152.28,154.23,150.78,147.62
54.67,330.0,68.9,153.73,152.78,151.28,154.4,149.67,147.17
54.67,330.25,69.06,154.34,152.23,149.9,154.12,148.45,146.67
54.73,330.5,69.28,155.01,151.51,148.51,153.95,146.9,145.95
54.78,330.75,68.78,155.56,150.78,147.01,154.06,145.34,145.23
54.84,331.0,68.4,156.01,149.78,145.4,154.34,143.67,144.45
54.84,331.25,68.17,156.28,149.12,143.56,154.4,142.01,143.62
54.9,331.5,67.95,156.62,148.34,141.84,154.73,140.51,142.9
54.95,331.75,67.73,156.73,147.45,140.23,155.12,138.9,142.01
54.95,332.0,68.01,156.78,146.62,138.51,155.34,137.45,141.23
55.01,332.25,68.01,156.67,145.62,137.06,155.56,136.12,140.17
55.06,332.5,67.95,156.9,144.67,135.95,155.84,135.17,139.01
55.12,332.75,67.67,157.17,143.45,135.17,156.28,134.56,137.73
55.17,333.0,67.67,156.84,142.12,134.67,156.51,133.9,136.34
55.23,333.25,67.45,156.84,140.78,134.45,156.73,133.84,135.01
55.28,333.5,67.23,156.67,138.84,134.34,156.73,133.56,133.34
55.28,333.75,67.06,156.23,136.84,134.45,156.84,133.34,132.06
55.34,334.0,65.78,155.62,134.84,134.34,156.95,132.95,130.78
55.4,334.25,65.01,155.45,132.73,134.34,157.01,132.56,130.12
55.4,334.5,64.12,155.34,130.95,134.12,157.17,131.84,129.45
55.45,334.75,62.84,154.73,129.51,133.34,157.17,131.28,128.84
55.51,335.0,61.4,154.56,128.45,132.73,157.06,130.34,128.06
55.51,335.25,59.73,154.06,127.23,132.28,157.12,129.62,127.51
55.56,335.5,58.06,153.56,126.9,131.51,157.01,128.73,126.78
55.62,335.75,57.45,153.23,127.01,130.67,156.73,127.9,126.4
55.62,336.0,56.62,153.28,127.01,130.34,156.56,127.06,125.73
55.67,336.25,55.73,152.67,126.95,129.95,156.34,126.4,125.12
55.73,336.5,55.28,152.34,127.23,129.9,156.17,125.9,124.4
55.73,336.75,54.45,152.12,127.34,129.78,155.84,125.28,123.51
55.78,337.0,53.12,151.78,127.34,129.73,155.67,125.17,122.56
55.78,337.25,52.28,151.62,127.28,129.73,155.51,125.17,121.51
55.84,337.5,51.45,150.95,126.78,129.78,155.17,125.28,120.56
55.9,337.75,50.34,150.23,126.23,129.67,154.9,125.45,119.62
55.95,338.0,49.23,149.28,124.95,129.28,154.23,125.4,118.67
56.01,338.25,48.84,148.56,123.73,128.95,153.9,125.34,118.28
56.01,338.5,48.4,147.56,122.56,127.9,153.51,125.12,118.01
56.06,338.75,48.34,146.62,122.06,126.67,152.95,124.67,117.84
56.12,339.0,48.95,146.06,121.84,125.56,152.12,124.23,117.45
56.12,339.25,50.01,144.84,121.73,124.56,151.51,123.67,117.4
56.17,339.5,50.73,143.4,121.73,123.84,150.84,122.84,117.23
56.17,339.75,51.67,141.45,122.06,123.17,150.45,122.17,117.06
56.23,340.0,52.56,138.51,122.06,122.4,149.67,121.45,116.78
56.28,340.25,53.34,135.78,122.06,122.06,149.01,120.73,116.28
56.28,340.5,53.51,133.01,121.73,122.12,148.34,120.17,115.78
56.34,340.75,53.56,130.78,121.56,122.17,147.45,120.06,115.17
56.4,341.0,52.73,128.67,121.4,122.4,146.23,120.01,114.45
56.4,341.25,52.17,126.62,121.28,122.56,145.34,120.12,113.9
56.45,341.5,51.17,125.23,120.17,122.67,144.12,120.12,113.12
56.51,341.75,50.56,124.51,118.67,122.51,143.12,120.28,112.56
56.56,342.0,49.67,124.34,117.23,121.73,141.51,120.12,111.84
56.56,342.25,49.23,124.34,116.45,121.56,140.17,120.01,111.62
56.62,342.5,48.95,124.34,115.62,121.45,139.01,119.84,111.4
56.67,342.75,48.56,124.56,115.17,120.9,137.62,119.73,111.4
56.73,343.0,48.84,125.4,114.9,120.23,136.45,119.51,111.34
56.73,343.25,49.62,126.23,115.06,119.51,135.62,119.28,111.4
56.78,343.5,50.12,127.17,115.34,118.84,134.45,118.56,111.51
56.84,343.75,50.67,128.17,115.51,118.51,134.23,117.84,111.51
56.84,344.0,50.78,128.9,115.78,118.23,133.84,117.4,111.62
56.9,344.25,50.78,129.06,115.67,117.95,133.73,116.9,111.73
56.95,344.5,50.78,128.9,115.73,117.78,133.84,116.45,111.67
56.95,344.75,50.17,128.06,115.51,117.4,133.67,116.28,111.62
57.01,345.0,49.9,126.56,115.17,117.23,133.51,116.17,111.51
57.06,345.25,48.23,125.45,114.51,116.9,133.12,116.23,111.34
57.06,345.5,47.78,125.06,113.62,116.4,132.73,116.23,111.12
57.12,345.75,47.06,124.78,112.78,115.84,132.06,116.23,111.01
57.12,346.0,46.51,124.34,111.84,115.51,131.28,116.28,110.78
57.17,346.25,45.78,123.9,111.51,115.17,130.51,116.28,110.78
57.23,346.5,45.51,124.12,111.01,115.01,129.45,115.95,110.73
57.28,346.75,45.73,124.95,110.73,114.73,128.4,115.51,110.78
57.28,347.0,46.56,125.51,110.73,114.78,128.01,114.78,110.84
57.34,347.25,46.78,125.12,110.45,115.06,127.45,114.17,110.84
57.4,347.5,46.56,124.17,109.78,115.4,127.06,113.34,110.78
57.4,347.75,46.56,122.67,109.12,115.56,126.67,112.67,110.45
57.45,348.0,46.34,121.56,108.67,115.84,126.62,112.17,109.9
57.51,348.25,46.01,120.12,108.28,115.95,126.51,111.73,109.23
57.51,348.5,45.45,118.67,108.34,115.9,126.34,111.4,108.45
57.56,348.75,45.23,117.56,108.12,115.56,126.4,111.4,107.45
57.56,349.0,44.95,116.78,108.4,115.01,126.4,111.4,106.67
57.62,349.25,45.17,116.28,108.62,114.4,126.01,111.51,105.9
57.67,349.5,45.51,116.34,108.84,113.56,125.28,111.62,105.4
57.67,349.75,46.01,116.95,109.01,112.62,124.51,111.4,104.95
57.73,350.0,46.34,117.34,109.01,111.84,123.78,111.12,104.67
57.78,350.25,46.62,118.28,109.12,110.84,123.17,110.95,104.51
57.78,350.5,47.06,118.67,109.06,109.9,122.73,110.73,104.34
57.84,350.75,47.28,118.84,108.62,109.17,122.17,110.17,104.34
57.9,351.0,47.4,118.45,108.51,108.62,121.51,109.62,104.34
57.9,351.25,47.12,116.28,108.28,108.23,121.06,109.01,104.45
57.95,351.5,47.4,115.01,107.67,108.12,120.56,108.34,104.28
58.01,351.75,47.56,113.9,106.73,108.01,120.28,107.95,104.01
58.01,352.0,47.56,111.95,106.12,108.12,120.28,107.67,103.67
58.06,352.25,47.78,111.4,105.06,108.12,120.28,107.51,103.06
58.12,352.5,48.45,110.95,104.12,108.12,120.4,107.45,102.28
58.17,352.75,49.23,110.4,102.9,108.28,120.51,107.23,101.62
58.17,353.0,50.06,110.4,101.28,108.4,120.62,107.01,101.12
58.23,353.25,50.62,110.56,99.9,108.4,120.51,107.01,100.51
58.28,353.5,50.84,111.17,98.78,108.28,120.34,107.06,100.12
58.28,353.75,50.9,111.95,98.17,107.95,120.12,107.01,99.73
58.34,354.0,50.84,112.62,97.84,107.12,119.78,106.73,99.56
58.4,354.25,50.84,112.67,98.28,106.23,119.34,106.45,99.56
58.4,354.5,50.34,112.12,98.4,105.28,118.95,106.01,99.56
58.45,354.75,49.84,111.4,98.67,104.51,118.67,105.4,99.51
58.45,355.0,49.4,110.4,99.23,104.01,118.62,104.95,99.4
58.51,355.25,48.95,110.56,99.34,103.62,118.45,104.4,98.95
58.56,355.5,48.45,110.73,99.23,103.51,118.28,104.01,98.4
58.62,355.75,47.56,111.4,99.12,103.34,118.17,103.67,98.17
58.62,356.0,46.78,112.17,98.9,103.34,117.9,103.4,97.34
58.62,356.25,46.28,112.62,98.45,103.23,117.73,103.23,96.78
58.67,356.5,45.78,113.17,98.06,103.34,117.56,103.23,96.28
58.73,356.75,45.45,113.51,97.28,103.34,116.9,102.9,95.73
58.73,357.0,45.45,113.73,96.34,103.23,116.23,102.62,95.51
58.78,357.25,45.62,113.62,95.9,102.28,115.45,102.23,95.28
58.78,357.5,46.01,113.4,95.78,101.28,114.4,101.62,95.17
58.84,357.75,46.45,113.01,95.62,100.56,113.56,101.12,95.12
58.9,358.0,46.9,112.45,95.9,100.01,112.62,100.51,94.95
58.9,358.25,46.95,110.67,96.17,99.62,111.73,100.06,94.84
58.95,358.5,47.28,109.4,96.17,99.12,111.01,99.84,94.62
58.95,358.75,47.51,107.45,96.28,98.95,110.4,99.67,94.28
59.01,359.0,47.06,106.17,96.06,98.95,110.12,99.56,93.67
59.06,359.25,47.45,104.51,95.67,99.12,110.01,99.51,93.4
59.06,359.5,46.56,102.73,95.23,99.23,109.95,99.51,92.95
59.12,359.75,46.28,101.01,94.51,99.23,109.95,99.4,92.45
