internal_temp5_2,Seconds5_2,TC1_5_2,TC3_5_2,TC4_5_2,TC5_5_2,TC7_5_2,TC8_5_2,TC9_5_2
36.78,218.5,266.9,241.84,245.95,245.34,237.56,247.17,249.95
36.78,218.75,266.78,241.34,245.62,245.84,237.67,247.51,249.9
36.78,219.0,266.67,240.95,245.51,246.28,237.78,247.67,250.01
36.84,219.25,266.62,240.34,245.28,246.45,238.28,247.78,250.28
36.9,219.5,266.51,239.84,245.23,246.45,239.17,247.9,250.67
36.9,219.75,266.67,239.56,245.12,246.23,239.9,247.73,251.17
36.9,220.0,266.95,239.73,245.28,245.84,240.67,247.62,251.73
36.95,220.25,267.62,240.84,245.62,245.67,241.51,247.67,252.23
37.01,220.5,269.9,242.23,246.4,245.45,241.95,247.78,252.51
37.01,220.75,272.01,243.12,247.17,245.28,242.12,247.95,252.73
37.01,221.0,272.45,244.28,247.56,245.28,242.4,248.17,252.84
37.06,221.25,271.95,244.84,247.78,245.51,242.28,248.51,252.73
37.06,221.5,271.28,245.01,247.84,245.84,242.17,249.06,252.62
37.12,221.75,270.56,244.45,247.62,246.28,241.9,249.51,252.51
37.12,222.0,270.28,243.78,247.51,246.56,241.73,250.06,252.4
37.17,222.25,270.23,243.06,247.34,246.95,241.84,250.45,252.51
37.17,222.5,270.06,242.67,247.12,247.06,242.01,250.73,252.56
37.23,222.75,269.95,242.23,247.01,247.12,242.45,250.73,252.67
37.23,223.0,270.06,242.06,246.9,247.12,242.84,250.73,252.9
37.28,223.25,270.01,242.06,246.9,246.95,243.34,250.56,253.23
37.28,223.5,270.17,242.95,247.17,246.9,243.78,250.34,253.62
37.34,223.75,270.4,244.45,247.56,246.78,244.17,249.95,253.78
37.4,224.0,270.56,245.84,248.17,246.56,244.28,249.78,253.95
37.4,224.25,270.73,246.78,248.78,246.51,244.28,249.62,254.06
37.45,224.5,270.73,247.34,249.34,246.4,244.23,249.45,254.06
37.51,224.75,270.56,247.28,249.34,246.28,244.12,249.28,254.01
37.51,225.0,270.28,246.67,249.34,246.12,244.01,249.12,253.84
37.56,225.25,270.12,246.17,249.12,245.95,244.06,248.84,253.62
37.56,225.5,269.78,245.56,248.9,245.78,244.45,248.73,253.4
37.62,225.75,269.78,245.01,248.67,245.62,244.73,248.45,253.17
37.62,226.0,269.73,244.51,248.45,245.56,245.28,248.28,253.01
37.67,226.25,269.62,244.34,248.23,245.45,245.78,248.12,252.78
37.67,226.5,269.78,244.4,248.01,245.34,246.28,247.95,252.56
37.73,226.75,270.62,245.23,247.78,245.34,246.45,247.84,252.34
37.73,227.0,272.12,246.56,247.62,245.34,246.51,247.84,252.17
37.78,227.25,273.9,247.95,247.45,245.45,246.56,247.84,252.06
37.78,227.5,274.4,249.12,247.34,245.45,246.51,247.84,251.84
37.84,227.75,274.23,250.34,247.28,245.62,246.34,247.95,251.78
37.84,228.0,273.73,250.67,247.06,245.67,246.28,248.01,251.62
37.9,228.25,273.51,250.56,246.95,245.84,246.34,248.17,251.45
37.9,228.5,272.84,250.12,246.9,246.01,246.4,248.4,251.4
37.95,228.75,271.84,249.12,246.78,246.28,246.9,248.73,251.28
37.95,229.0,270.95,248.23,246.73,246.4,247.4,249.01,251.12
38.01,229.25,270.67,247.67,246.78,246.73,248.01,249.34,251.01
38.01,229.5,270.06,247.28,246.84,246.9,248.51,249.62,251.01
38.06,229.75,269.67,247.06,246.78,246.95,248.84,249.78,251.01
38.12,230.0,269.28,247.51,246.84,247.01,249.06,249.95,250.95
38.12,230.25,269.17,248.06,246.95,247.01,249.17,250.01,251.01
38.12,230.5,269.01,249.01,247.12,247.01,249.12,250.01,251.17
38.17,230.75,268.67,249.78,247.34,246.95,248.9,250.01,251.34
38.17,231.0,268.17,250.23,247.51,246.9,248.73,249.95,251.56
38.23,231.25,267.78,250.62,247.9,246.95,248.73,249.84,251.78
38.28,231.5,267.34,250.56,248.23,246.95,248.67,249.73,251.84
38.28,231.75,266.62,250.23,248.62,247.12,248.78,249.78,251.95
38.34,232.0,266.06,249.78,248.73,247.28,249.01,249.78,251.95
38.34,232.25,265.34,249.28,248.78,247.62,249.28,249.84,251.95
38.4,232.5,264.78,248.73,248.62,247.84,249.67,249.84,251.95
38.4,232.75,264.34,248.28,248.51,248.17,250.17,250.12,251.95
38.45,233.0,264.01,248.06,248.45,248.4,250.62,250.23,251.95
38.51,233.25,263.62,247.67,248.34,248.45,250.78,250.34,251.95
38.51,233.5,263.28,247.51,248.34,248.51,250.95,250.34,251.95
38.51,233.75,262.95,247.34,248.34,248.51,251.06,250.51,252.17
38.56,234.0,262.73,247.28,248.34,248.45,250.95,250.56,252.28
38.62,234.25,262.45,247.12,248.45,248.28,250.9,250.34,252.45
38.62,234.5,262.4,247.06,248.62,248.17,250.73,250.34,252.67
38.62,234.75,262.06,246.95,248.9,248.12,250.45,250.34,252.78
38.67,235.0,261.78,246.9,249.34,248.17,250.34,250.4,252.9
38.73,235.25,261.56,246.9,249.51,248.23,250.12,250.56,253.01
38.73,235.5,261.28,246.9,249.45,248.4,249.9,250.62,253.01
38.78,235.75,260.95,246.78,249.45,248.62,249.73,250.84,253.01
38.78,236.0,260.67,246.73,249.28,248.67,249.56,251.01,252.9
38.84,236.25,260.56,246.73,249.28,248.9,249.45,251.23,252.9
38.9,236.5,260.28,246.73,249.06,248.95,249.23,251.34,252.9
38.95,236.75,260.23,246.78,249.06,248.9,249.12,251.4,252.9
39.01,237.0,260.12,246.9,249.06,248.9,249.06,251.4,252.95
39.01,237.25,260.06,247.17,249.12,248.9,249.01,251.4,253.01
39.06,237.5,259.95,247.51,249.23,248.78,248.9,251.34,253.12
39.06,237.75,259.78,247.84,249.4,248.73,248.9,251.23,253.17
39.12,238.0,259.78,248.17,249.67,248.73,248.9,251.23,253.28
39.12,238.25,259.73,248.56,250.06,248.78,248.84,251.23,253.34
39.17,238.5,259.51,248.67,250.23,248.95,248.9,251.23,253.4
39.17,238.75,259.45,248.62,250.4,249.23,248.95,251.34,253.4
39.23,239.0,259.28,248.56,250.34,249.56,249.06,251.34,253.28
39.23,239.25,259.12,248.4,250.23,249.78,249.17,251.51,253.28
39.28,239.5,258.95,248.23,250.12,249.9,249.34,251.56,253.28
39.28,239.75,258.84,248.06,250.06,249.95,249.51,251.62,253.23
39.34,240.0,258.84,247.9,249.9,249.9,249.78,251.67,253.28
39.4,240.25,258.84,247.9,250.01,249.9,249.95,251.62,253.4
39.4,240.5,258.84,247.9,249.95,249.78,250.12,251.56,253.56
39.45,240.75,258.9,248.01,250.06,249.67,250.28,251.56,253.78
39.45,241.0,259.12,248.23,250.17,249.56,250.34,251.56,253.95
39.51,241.25,259.56,248.73,250.34,249.51,250.34,251.56,253.95
39.51,241.5,259.84,249.34,250.56,249.56,250.4,251.62,254.01
39.56,241.75,259.84,249.78,250.73,249.56,250.4,251.73,253.95
39.62,242.0,259.56,249.95,250.78,249.67,250.34,251.78,253.9
39.62,242.25,259.34,249.9,250.73,249.84,250.23,251.95,253.84
39.67,242.5,259.12,249.78,250.62,249.9,250.34,252.06,253.78
39.67,242.75,259.06,249.51,250.56,250.01,250.34,252.17,253.73
39.73,243.0,258.95,249.34,250.51,250.12,250.56,252.17,253.78
39.73,243.25,258.95,249.12,250.51,250.06,250.78,252.23,253.84
39.78,243.5,258.9,249.01,250.45,250.01,250.95,252.12,253.78
39.84,243.75,258.95,249.06,250.56,250.01,251.23,252.12,253.95
39.84,244.0,258.95,249.23,250.62,249.95,251.4,252.06,254.01
39.9,244.25,258.95,249.51,250.78,249.9,251.56,251.95,254.01
39.9,244.5,258.9,249.9,251.01,249.84,251.56,251.95,254.06
39.95,244.75,258.95,250.34,251.4,249.95,251.62,251.95,254.17
39.95,245.0,258.78,250.34,251.51,250.01,251.56,251.95,254.06
40.01,245.25,258.78,250.34,251.56,250.28,251.51,251.95,254.01
40.01,245.5,258.62,250.23,251.45,250.4,251.45,252.06,253.95
40.06,245.75,258.51,250.12,251.34,250.56,251.4,252.12,253.84
40.12,246.0,258.28,249.84,251.17,250.51,251.34,252.06,253.78
40.12,246.25,258.34,249.78,251.06,250.56,251.45,252.17,253.84
40.17,246.5,258.28,249.56,251.01,250.45,251.51,252.12,253.84
40.17,246.75,258.28,249.51,250.95,250.4,251.67,252.17,253.9
40.23,247.0,258.34,249.51,251.01,250.34,251.78,252.06,253.95
40.23,247.25,258.51,249.62,251.06,250.34,251.9,252.01,254.06
40.28,247.5,258.84,249.95,251.23,250.28,251.95,251.95,254.17
40.34,247.75,259.23,250.45,251.4,250.12,251.95,251.84,254.12
40.4,248.0,259.45,250.78,251.51,250.01,251.9,251.73,254.12
40.4,248.25,259.4,251.34,251.62,249.95,251.95,251.62,254.17
40.45,248.5,259.28,251.56,251.62,249.9,251.84,251.4,254.06
40.45,248.75,258.95,251.56,251.45,249.67,251.84,251.23,253.9
40.51,249.0,258.78,251.45,251.4,249.67,251.9,250.95,253.62
40.56,249.25,258.56,251.12,251.28,249.56,251.95,250.62,253.23
40.56,249.5,258.23,250.9,251.17,249.45,251.95,250.45,253.01
40.62,249.75,258.23,250.67,251.12,249.45,252.28,250.4,253.01
40.62,250.0,257.9,250.45,250.9,249.28,252.45,250.12,252.73
40.67,250.25,257.9,250.4,250.84,249.12,252.62,249.95,252.67
40.67,250.5,257.84,250.4,250.67,248.78,252.73,249.78,252.56
40.73,250.75,257.84,250.56,250.56,248.62,252.78,249.45,252.51
40.78,251.0,257.9,250.9,250.51,248.34,252.84,249.28,252.34
40.78,251.25,257.73,251.06,250.28,248.01,252.67,248.95,252.17
40.84,251.5,257.67,251.17,250.12,247.51,252.56,248.56,251.95
40.9,251.75,257.67,251.28,249.95,246.95,252.56,248.06,251.78
40.9,252.0,257.51,251.23,249.73,246.4,252.51,247.62,251.62
40.95,252.25,257.45,251.23,249.51,245.62,252.45,247.12,251.34
40.95,252.5,257.34,251.06,249.34,244.9,252.51,246.62,251.06
41.01,252.75,257.01,250.9,249.01,244.06,252.67,246.12,250.9
41.01,253.0,256.17,250.78,248.62,243.23,252.73,245.34,250.51
41.06,253.25,255.84,250.67,248.28,242.62,252.84,244.62,250.12
41.12,253.5,255.67,250.67,247.9,242.01,252.84,244.06,249.67
41.12,253.75,255.45,250.62,247.34,241.67,252.95,243.56,249.12
41.17,254.0,255.4,250.9,246.9,241.62,252.9,243.23,248.34
41.17,254.25,255.51,251.28,246.51,241.73,252.95,243.01,247.56
41.23,254.5,255.45,251.67,245.95,241.78,252.84,242.67,246.45
