internal_temp2_1,Seconds2_1,TC1_2_1,TC3_2_1,TC4_2_1,TC5_2_1,TC7_2_1,TC8_2_1,TC9_2_1
50.56,327.5,54.56,158.01,152.06,159.28,160.12,158.06,147.67
50.62,327.75,54.56,158.51,152.45,159.28,159.45,158.06,147.95
50.62,328.0,55.06,158.67,152.73,159.28,158.4,158.28,148.23
50.67,328.25,55.23,158.67,153.06,159.45,157.9,158.45,148.51
50.73,328.5,55.73,156.84,153.28,159.28,157.51,158.78,148.67
50.78,328.75,56.28,155.06,153.62,159.34,157.23,159.06,149.17
50.84,329.0,56.56,153.12,153.95,159.34,157.4,159.23,149.51
50.9,329.25,56.45,152.23,154.23,159.34,157.28,159.28,149.67
50.9,329.5,56.73,150.12,154.51,159.34,157.62,159.28,149.84
50.95,329.75,57.23,149.12,154.62,159.12,157.67,159.34,150.12
51.01,330.0,58.23,148.84,154.67,159.06,157.56,158.73,150.28
51.01,330.25,59.12,148.78,154.78,158.84,157.01,157.78,150.17
51.06,330.5,60.62,148.51,154.67,158.01,156.34,156.84,149.95
51.12,330.75,61.95,148.62,154.4,157.06,155.45,156.01,149.67
51.17,331.0,62.78,149.4,153.95,156.17,154.73,155.06,149.28
51.17,331.25,63.67,149.67,153.51,155.12,154.23,154.17,148.84
51.23,331.5,64.17,150.51,153.12,154.17,153.78,153.06,148.34
51.28,331.75,64.73,151.28,152.45,153.01,153.73,151.95,147.78
51.28,332.0,64.84,151.62,151.84,151.78,153.28,150.78,147.06
51.34,332.25,64.67,152.56,151.34,150.67,153.12,149.73,146.67
51.4,332.5,64.28,152.95,150.78,149.51,152.9,148.34,145.9
51.4,332.75,63.56,153.73,150.12,148.28,153.12,146.78,145.17
51.45,333.0,62.9,154.28,149.45,146.67,153.34,145.28,144.4
51.51,333.25,63.06,154.67,148.78,145.17,153.28,143.78,143.62
51.51,333.5,62.84,155.17,148.01,143.62,153.56,142.01,142.95
51.56,333.75,62.45,155.12,147.01,141.95,153.95,140.23,141.95
51.62,334.0,62.01,154.73,146.23,140.45,154.45,138.73,141.01
51.67,334.25,61.28,154.62,145.56,139.06,154.67,137.45,140.12
51.67,334.5,61.28,154.45,144.62,137.9,154.95,136.28,139.17
51.73,334.75,61.56,154.56,143.62,136.56,155.23,135.51,138.12
51.73,335.0,62.51,154.9,142.62,135.34,155.51,135.01,137.12
51.78,335.25,62.45,154.9,141.45,134.34,155.78,134.62,135.78
51.84,335.5,62.67,154.78,140.17,133.78,155.95,134.28,134.34
51.9,335.75,62.78,154.51,138.73,133.4,156.12,134.01,132.95
51.9,336.0,61.9,154.4,137.12,133.17,156.4,133.78,131.56
51.95,336.25,61.51,154.23,135.34,133.06,156.4,133.4,130.01
52.01,336.5,60.56,154.17,132.9,132.95,156.34,133.12,128.78
52.01,336.75,60.06,153.9,130.95,132.9,156.34,132.56,127.84
52.06,337.0,59.12,153.51,129.23,132.9,156.28,131.9,127.23
52.12,337.25,57.17,153.28,128.12,132.23,156.17,130.9,126.73
52.17,337.5,56.17,153.4,127.06,131.78,156.12,129.95,126.23
52.17,337.75,54.62,152.62,126.4,131.73,156.12,128.9,125.84
52.23,338.0,53.62,152.28,126.06,130.95,156.01,127.84,125.17
52.28,338.25,52.84,151.67,126.06,130.4,155.84,127.01,124.67
52.34,338.5,52.12,151.12,126.12,129.73,155.62,126.12,124.12
52.4,338.75,51.01,150.56,126.17,129.12,155.62,125.34,123.45
52.4,339.0,50.28,150.12,126.12,128.62,155.51,124.78,122.73
52.45,339.25,49.78,149.62,125.95,128.51,155.17,124.45,122.06
52.45,339.5,48.95,149.34,126.12,128.62,155.01,124.45,121.45
52.51,339.75,48.01,149.17,126.23,128.62,154.62,124.51,120.73
52.56,340.0,47.28,148.67,126.17,128.56,154.23,124.56,119.51
52.56,340.25,46.56,148.01,125.78,128.45,153.73,124.78,118.78
52.62,340.5,45.73,146.73,124.95,128.17,153.23,124.78,118.06
52.67,340.75,45.45,145.9,123.84,127.73,152.67,124.67,117.62
52.67,341.0,45.78,145.28,122.84,127.17,152.12,124.28,117.28
52.73,341.25,46.06,144.56,122.06,126.23,151.62,123.84,117.12
52.78,341.5,46.95,143.62,121.51,124.95,151.01,123.34,116.95
52.78,341.75,48.06,142.78,121.34,124.17,150.51,122.73,116.9
52.84,342.0,48.95,141.01,121.28,123.51,149.84,121.95,116.62
52.9,342.25,50.06,139.73,121.28,122.9,148.9,121.23,116.28
52.9,342.5,50.28,137.73,121.23,122.4,148.17,120.62,115.9
52.95,342.75,50.4,134.95,121.12,122.01,147.51,120.12,115.34
53.01,343.0,50.28,132.23,121.01,121.9,146.56,119.78,114.34
53.01,343.25,50.28,129.95,120.84,121.9,145.62,119.67,113.62
53.06,343.5,49.78,128.01,120.51,121.78,144.56,119.67,112.95
53.12,343.75,48.95,126.01,119.73,121.78,143.28,119.9,112.28
53.12,344.0,48.62,124.34,118.73,121.73,142.12,120.12,111.62
53.17,344.25,47.95,123.34,118.01,121.45,141.01,120.34,111.17
53.23,344.5,47.23,122.73,117.23,121.17,139.73,120.51,110.73
53.23,344.75,46.45,122.34,116.45,120.95,138.51,120.4,110.4
53.28,345.0,46.01,122.23,115.62,120.45,136.9,120.12,110.23
53.34,345.25,46.06,122.73,114.9,119.78,135.84,119.9,110.28
53.34,345.5,46.28,123.56,114.84,119.01,134.67,119.34,110.4
53.4,345.75,47.01,124.56,115.01,118.06,133.73,118.84,110.51
53.4,346.0,47.56,125.78,115.17,117.51,133.17,118.06,110.62
53.45,346.25,48.01,126.23,115.12,117.01,132.62,117.45,110.56
53.51,346.5,47.78,126.62,115.17,116.78,132.67,117.06,110.62
53.56,346.75,47.95,126.4,115.01,116.67,132.84,116.73,110.67
53.56,347.0,47.9,126.9,114.95,116.62,132.9,116.28,110.73
53.62,347.25,46.78,126.12,114.67,116.12,132.78,116.06,110.56
53.67,347.5,45.56,125.28,114.28,115.84,132.45,115.95,110.23
53.73,347.75,44.56,123.34,113.56,115.34,131.95,115.95,109.9
53.78,348.0,43.84,122.17,112.51,114.56,131.45,116.01,109.45
53.78,348.25,43.51,121.84,111.56,113.95,130.28,116.17,109.28
53.84,348.5,43.56,121.4,110.9,113.62,129.28,116.12,109.28
53.84,348.75,43.51,121.4,110.28,113.4,128.34,115.95,109.28
53.9,349.0,43.78,122.12,110.12,113.4,127.23,115.51,109.34
53.95,349.25,44.23,122.9,109.73,113.34,126.45,114.84,109.28
53.95,349.5,44.51,123.34,109.45,113.62,125.78,114.17,109.34
54.01,349.75,44.34,123.4,109.23,114.23,125.4,113.45,109.34
54.06,350.0,44.34,123.12,108.45,114.56,125.12,112.73,109.17
54.06,350.25,43.9,121.73,108.01,114.84,124.78,112.06,108.78
54.12,350.5,43.34,121.12,107.78,115.12,124.73,111.34,108.28
54.12,350.75,43.17,119.23,107.84,115.06,124.78,111.01,107.78
54.17,351.0,42.73,117.62,107.78,114.84,124.78,110.62,107.17
54.23,351.25,42.28,116.51,107.95,114.62,124.78,110.45,106.51
54.28,351.5,42.06,115.73,107.73,114.17,124.62,110.51,105.84
54.28,351.75,42.17,114.84,108.01,113.67,124.4,110.67,105.28
54.34,352.0,42.28,114.17,108.01,112.78,124.01,110.73,104.67
54.34,352.25,42.9,115.06,108.4,111.84,123.34,110.78,104.06
54.4,352.5,43.51,115.67,108.34,111.06,122.34,110.78,103.84
54.4,352.75,44.4,116.17,108.01,110.12,121.51,110.12,103.62
54.45,353.0,44.84,116.67,108.01,109.01,120.84,109.51,103.45
54.51,353.25,45.62,116.73,108.01,108.23,120.06,108.95,103.4
54.56,353.5,45.45,115.28,107.84,107.73,119.51,108.17,103.34
54.56,353.75,45.51,113.73,107.62,107.17,119.01,107.45,103.23
54.62,354.0,46.23,112.67,107.17,106.73,118.9,106.95,103.01
54.62,354.25,46.17,111.28,106.56,106.56,118.9,106.56,102.56
54.67,354.5,46.56,109.9,105.67,106.73,118.84,106.4,101.95
54.67,354.75,47.51,109.56,104.51,106.84,118.9,106.4,101.4
54.73,355.0,48.06,109.23,102.95,107.01,118.9,106.34,100.67
54.78,355.25,48.84,108.51,101.51,107.17,119.01,106.23,100.06
