internal_temp2_2,Seconds2_2,TC1_2_2,TC3_2_2,TC4_2_2,TC5_2_2,TC7_2_2,TC8_2_2,TC9_2_2
32.17,73.0,173.4,116.56,125.45,122.45,102.84,128.23,136.28
32.12,73.25,173.06,114.62,125.06,123.17,104.17,129.06,135.95
32.17,73.5,172.95,113.12,124.51,123.78,105.73,129.51,135.78
32.17,73.75,172.78,112.01,124.34,124.17,107.51,129.51,135.78
32.17,74.0,173.12,111.34,124.28,124.28,109.78,129.34,136.12
32.12,74.25,173.4,111.06,124.28,124.01,111.95,129.17,136.67
32.17,74.5,173.45,111.67,124.62,123.73,113.23,128.95,137.34
32.12,74.75,173.34,113.4,125.56,123.34,114.23,128.9,138.01
32.12,75.0,173.28,116.12,127.34,122.9,114.9,128.9,138.56
32.12,75.25,173.34,118.73,129.78,122.9,115.06,129.06,138.67
32.17,75.5,173.51,120.45,131.51,123.34,114.9,129.4,138.67
32.17,75.75,173.62,121.12,132.4,124.51,114.67,130.12,138.67
32.17,76.0,173.12,121.12,132.4,126.12,114.45,130.73,138.34
32.12,76.25,172.9,120.78,131.84,128.01,114.51,131.4,138.28
32.12,76.5,172.45,119.9,131.12,129.01,114.84,131.95,138.23
32.12,76.75,171.9,118.67,130.4,129.34,115.45,132.28,138.4
32.12,77.0,171.78,117.51,129.67,129.51,116.51,132.4,138.9
32.12,77.25,171.78,116.84,129.34,129.4,117.73,132.45,139.73
32.12,77.5,172.01,116.45,129.06,129.12,118.9,132.4,140.84
32.12,77.75,172.62,116.62,129.23,128.51,119.67,132.23,141.84
32.12,78.0,173.34,118.84,129.73,128.06,120.01,132.23,142.62
32.12,78.25,175.9,121.73,131.17,127.73,120.01,132.28,143.06
32.17,78.5,177.84,124.78,132.51,127.56,119.84,132.51,143.17
32.12,78.75,178.4,127.9,133.56,127.51,119.73,133.06,143.17
32.12,79.0,178.12,129.67,133.84,127.84,119.34,133.73,142.95
32.17,79.25,177.9,130.34,133.84,128.73,119.28,134.67,142.73
32.12,79.5,177.12,129.95,133.51,129.62,119.4,135.45,142.56
32.12,79.75,176.56,128.84,133.01,130.34,119.67,136.23,142.34
32.12,80.0,176.17,127.56,132.45,130.95,120.51,136.67,142.23
32.12,80.25,175.95,125.73,132.06,131.01,121.95,136.78,142.28
32.12,80.5,176.34,124.28,131.95,131.01,123.67,136.9,142.62
32.12,80.75,176.45,123.34,131.9,131.01,125.01,136.9,143.17
32.12,81.0,176.4,122.73,131.9,130.9,126.28,136.62,143.78
32.12,81.25,176.28,122.73,132.23,130.73,127.06,136.28,144.28
32.12,81.5,176.28,123.56,133.17,130.62,127.4,135.95,144.9
32.12,81.75,176.4,125.12,134.23,130.34,127.06,135.51,145.12
32.12,82.0,176.9,126.84,135.45,130.17,126.56,135.28,145.34
32.17,82.25,177.28,128.06,135.84,129.95,126.12,134.84,145.12
32.12,82.5,177.23,128.62,136.06,129.67,125.78,134.62,144.95
32.12,82.75,177.12,128.84,135.95,129.23,125.73,134.28,144.73
32.17,83.0,176.73,128.28,135.51,128.9,125.9,134.01,144.28
32.12,83.25,176.78,127.51,135.17,128.67,126.4,133.78,143.9
32.12,83.5,176.45,126.51,134.84,128.51,127.23,133.62,143.73
32.17,83.75,176.4,125.9,134.45,128.23,128.34,133.51,143.4
32.17,84.0,176.23,125.73,134.17,128.4,129.28,133.4,142.95
32.12,84.25,176.12,125.67,133.73,128.34,129.84,133.23,142.51
32.12,84.5,176.9,127.06,133.4,128.4,130.17,133.23,142.17
32.12,84.75,179.17,130.01,133.06,128.56,130.28,133.34,141.84
32.12,85.0,180.9,132.95,132.73,128.9,129.95,133.51,141.51
32.17,85.25,181.17,135.17,132.4,129.28,129.84,133.84,141.28
32.17,85.5,181.01,136.62,132.17,129.84,129.67,134.34,141.12
32.12,85.75,180.51,137.01,131.95,130.45,129.51,134.95,140.95
32.12,86.0,180.01,136.62,131.78,131.06,129.67,135.62,140.9
32.17,86.25,179.73,135.78,131.62,131.78,130.34,136.56,140.84
32.12,86.5,179.01,134.45,131.67,132.78,131.28,137.73,140.84
32.17,86.75,178.34,132.95,131.78,133.95,132.56,139.06,140.9
32.17,87.0,177.9,131.67,131.95,134.95,134.06,140.17,140.95
32.17,87.25,177.23,130.95,132.12,135.62,135.17,141.12,141.12
32.17,87.5,176.95,130.62,132.45,136.28,135.84,141.84,141.45
32.17,87.75,176.56,131.23,133.01,136.62,136.28,142.12,141.84
32.17,88.0,176.01,132.62,133.56,136.67,136.34,142.12,142.34
32.17,88.25,175.73,134.67,134.23,136.62,136.12,142.06,143.12
32.17,88.5,175.73,136.28,135.17,136.45,135.67,141.84,143.95
32.17,88.75,175.23,137.45,136.23,136.4,135.28,141.78,145.01
32.17,89.0,174.95,137.78,137.56,136.4,135.01,141.67,145.67
32.17,89.25,174.84,137.56,139.9,136.62,135.01,141.78,146.12
32.17,89.5,175.01,137.17,141.17,137.12,135.17,141.84,146.34
32.17,89.75,175.56,136.56,142.12,137.84,135.62,142.12,146.51
32.17,90.0,176.23,135.45,141.95,139.17,136.28,142.56,146.56
32.17,90.25,176.56,134.51,141.73,140.4,137.06,143.17,146.56
32.17,90.5,176.84,133.62,141.28,141.28,137.73,143.78,146.67
32.17,90.75,177.06,133.12,140.84,141.95,138.23,144.45,146.73
32.17,91.0,177.23,132.56,140.73,142.28,138.9,145.06,146.9
32.17,91.25,177.4,132.17,140.56,142.23,138.95,145.34,147.4
32.17,91.5,177.67,131.9,140.73,142.01,139.06,145.51,148.12
32.17,91.75,178.01,131.45,140.9,141.62,138.9,145.51,149.06
32.17,92.0,178.84,131.17,141.56,141.34,138.56,145.4,150.28
32.17,92.25,180.95,131.06,142.28,141.12,138.28,145.4,151.4
32.17,92.5,182.23,130.84,143.56,141.01,138.01,145.34,152.06
32.17,92.75,182.06,130.67,145.12,141.12,137.56,145.51,152.56
32.17,93.0,181.51,130.67,145.73,141.4,137.12,145.84,152.78
32.17,93.25,181.01,130.67,145.9,142.28,136.78,146.51,152.9
32.17,93.5,180.78,130.78,145.62,142.95,136.45,147.17,152.84
32.17,93.75,180.67,130.9,145.23,143.62,136.12,147.95,152.67
32.17,94.0,180.45,131.06,144.9,144.12,135.78,148.62,152.62
32.17,94.25,180.51,131.45,144.56,144.4,135.56,149.01,152.62
32.17,94.5,180.51,131.67,144.4,144.56,135.28,149.17,152.78
32.17,94.75,180.51,132.56,144.34,144.4,135.12,148.9,153.01
32.17,95.0,180.56,133.73,144.4,144.23,135.12,148.78,153.45
32.17,95.25,180.78,135.45,144.84,143.9,135.06,148.67,154.12
32.17,95.5,180.67,137.06,145.56,143.78,135.12,148.56,154.67
32.17,95.75,180.84,138.9,146.95,143.78,135.17,148.56,155.06
32.17,96.0,181.01,140.12,148.56,143.9,135.28,148.73,155.17
32.17,96.25,180.84,140.78,149.67,144.73,135.62,148.95,155.34
