internal_temp11_1,Seconds11_1,TC1_11_1,TC3_11_1,TC4_11_1,TC5_11_1,TC6_11_1,TC7_11_1,TC8_11_1,TC9_11_1
30.9,145.75,191.17,170.67,173.62,171.12,180.84,170.01,174.23,179.06
30.95,146.0,191.12,171.62,173.78,171.17,181.17,170.01,174.56,179.01
30.95,146.25,190.9,171.95,173.78,171.51,181.34,170.01,174.9,178.84
30.95,146.5,190.56,172.01,173.73,171.78,180.78,170.12,175.17,178.73
30.95,146.75,190.28,171.62,173.56,172.12,180.17,170.28,175.34,178.73
30.95,147.0,190.01,171.28,173.4,172.23,179.06,170.62,175.4,178.84
31.01,147.25,190.01,170.78,173.4,172.45,178.17,171.12,175.4,179.01
31.01,147.5,189.95,170.34,173.28,172.45,177.34,171.73,175.28,179.17
31.01,147.75,189.95,170.01,173.28,172.45,177.34,172.4,175.23,179.51
31.01,148.0,190.17,169.84,173.4,172.28,178.01,172.67,175.12,179.67
31.01,148.25,190.28,170.28,173.62,172.12,178.95,172.9,175.06,179.78
31.06,148.5,190.4,170.78,174.12,172.01,179.67,172.9,175.06,179.9
31.06,148.75,190.34,171.34,174.84,172.12,179.84,172.78,175.12,179.9
31.06,149.0,190.45,171.95,175.34,172.34,179.67,172.73,175.23,179.78
31.06,149.25,190.45,172.51,175.56,172.67,179.06,172.73,175.4,179.73
31.06,149.5,190.56,172.62,175.62,173.28,178.4,172.62,175.73,179.67
31.12,149.75,190.56,172.73,175.51,173.78,177.84,172.51,175.9,179.62
31.12,150.0,190.23,172.45,175.23,174.06,177.4,172.45,176.01,179.56
31.12,150.25,190.06,172.17,175.06,174.12,177.12,172.67,176.06,179.62
31.12,150.5,189.78,171.67,174.78,174.12,176.84,172.9,176.06,179.78
31.12,150.75,189.73,171.34,174.73,174.17,176.9,173.4,176.12,180.06
31.12,151.0,189.78,171.28,174.73,174.06,177.56,173.78,176.12,180.4
31.17,151.25,190.12,171.23,174.84,174.01,178.95,174.06,176.01,180.67
31.17,151.5,190.28,171.34,175.01,173.9,180.73,174.12,175.9,180.84
31.17,151.75,190.67,172.01,175.56,173.73,182.12,174.23,175.78,181.01
31.17,152.0,191.45,172.95,176.06,173.56,182.95,174.12,175.73,181.01
31.17,152.25,191.95,174.01,176.51,173.45,183.06,174.06,175.62,181.01
31.23,152.5,191.95,174.9,176.62,173.4,183.01,173.95,175.56,181.01
31.23,152.75,191.9,175.34,176.56,173.23,182.34,173.95,175.45,180.84
31.23,153.0,191.73,175.51,176.51,173.12,181.73,174.12,175.45,180.78
31.23,153.25,191.56,175.28,176.23,172.95,181.17,174.23,175.4,180.56
31.23,153.5,191.34,174.9,176.01,172.67,180.17,174.51,175.28,180.45
31.28,153.75,191.28,174.4,175.73,172.62,179.67,175.01,175.28,180.34
31.28,154.0,191.17,173.95,175.62,172.67,180.17,175.51,175.23,180.23
31.28,154.25,191.06,173.51,175.23,172.62,180.73,175.73,175.23,180.01
31.28,154.5,191.23,173.28,175.17,172.62,181.17,176.06,175.23,179.9
31.28,154.75,191.17,173.28,175.01,172.62,181.67,176.06,175.23,179.73
31.28,155.0,191.12,173.67,174.9,172.73,181.73,176.06,175.23,179.67
31.34,155.25,191.23,174.28,174.78,172.78,181.51,175.95,175.4,179.51
31.34,155.5,191.12,174.67,174.62,173.06,181.34,175.84,175.4,179.4
31.34,155.75,190.95,175.01,174.56,173.4,180.67,175.67,175.51,179.23
31.4,156.0,190.67,175.12,174.51,173.62,180.17,175.62,175.67,179.17
31.4,156.25,190.4,175.23,174.51,173.95,179.73,175.62,175.84,179.01
31.4,156.5,190.4,175.06,174.51,174.23,179.4,175.73,176.06,179.01
31.4,156.75,190.28,174.84,174.56,174.56,179.06,176.01,176.23,179.01
31.4,157.0,190.01,174.56,174.51,174.73,178.9,176.23,176.56,178.9
31.45,157.25,189.9,174.4,174.51,175.06,179.01,176.51,176.78,178.9
31.45,157.5,189.84,174.23,174.62,175.23,180.01,176.73,177.01,178.95
31.45,157.75,189.84,174.23,174.67,175.4,181.17,176.73,177.17,179.01
31.45,158.0,189.84,174.62,174.78,175.4,182.4,176.73,177.34,179.34
31.51,158.25,189.73,175.4,174.95,175.4,183.23,176.78,177.4,179.67
31.51,158.5,189.62,176.28,175.12,175.23,184.12,176.73,177.4,180.01
31.51,158.75,189.45,176.9,175.4,175.12,184.28,176.73,177.4,180.28
31.56,159.0,189.4,177.06,175.73,175.12,184.17,176.56,177.4,180.51
31.56,159.25,189.23,177.28,176.06,175.06,183.51,176.56,177.4,180.67
31.56,159.5,189.28,177.06,176.45,175.01,183.01,176.56,177.51,180.84
31.62,159.75,189.23,176.73,176.73,175.06,182.62,176.67,177.73,180.9
31.62,160.0,189.23,176.51,176.78,175.23,182.17,177.01,177.9,181.01
31.62,160.25,189.12,176.23,176.73,175.34,181.34,177.34,178.17,181.01
31.62,160.5,189.12,175.95,176.56,175.51,180.73,177.67,178.4,180.9
31.67,160.75,189.23,175.62,176.51,175.78,179.9,178.06,178.67,180.9
31.67,161.0,189.17,175.34,176.28,175.95,179.06,178.23,178.78,180.95
31.67,161.25,189.23,175.12,176.28,176.23,178.51,178.23,179.01,181.01
31.67,161.5,189.23,174.95,176.23,176.23,178.17,178.23,179.01,181.17
31.67,161.75,189.23,174.73,176.23,176.23,177.84,178.17,179.06,181.34
31.73,162.0,189.28,174.73,176.34,176.17,177.62,178.01,179.01,181.51
31.73,162.25,189.28,174.56,176.45,176.17,177.45,177.9,178.9,181.67
31.73,162.5,189.28,174.62,176.62,176.17,177.34,177.73,178.9,181.84
31.78,162.75,189.28,174.51,176.95,176.28,177.23,177.62,178.9,182.01
31.78,163.0,189.28,174.45,177.4,176.45,177.12,177.45,178.9,182.01
31.78,163.25,189.23,174.45,177.73,176.62,177.06,177.34,179.01,182.01
31.78,163.5,189.23,174.51,177.9,176.95,177.28,177.23,179.17,182.01
31.78,163.75,189.06,174.45,178.01,177.23,177.45,177.17,179.34,182.01
31.78,164.0,188.95,174.45,177.9,177.45,177.73,177.06,179.51,181.95
31.84,164.25,188.95,174.45,177.84,177.67,178.12,176.95,179.73,182.01
31.84,164.5,188.78,174.51,177.73,177.73,178.56,176.9,179.84,182.06
31.84,164.75,188.73,174.51,177.67,177.73,179.23,176.73,179.84,182.34
31.84,165.0,188.78,174.73,177.73,177.56,180.23,176.73,179.9,182.51
31.9,165.25,188.73,175.12,177.84,177.56,181.01,176.73,179.84,182.73
31.9,165.5,188.9,175.56,177.9,177.45,181.78,176.73,179.9,182.95
31.9,165.75,188.84,176.12,178.17,177.4,182.67,176.73,180.12,183.17
31.9,166.0,189.01,176.67,178.51,177.4,183.28,176.78,180.17,183.28
31.95,166.25,189.56,177.23,178.9,177.4,183.73,176.73,180.28,183.28
31.95,166.5,189.84,177.56,179.17,177.45,184.01,176.73,180.4,183.28
31.95,166.75,189.78,177.56,179.34,177.67,183.9,176.9,180.62,183.28
32.01,167.0,189.78,177.56,179.4,177.9,183.62,177.06,180.95,183.34
32.01,167.25,189.67,177.4,179.23,178.17,183.01,177.23,181.12,183.34
32.01,167.5,189.62,177.06,179.17,178.4,182.28,177.4,181.28,183.23
32.01,167.75,189.62,176.84,179.01,178.51,181.67,177.67,181.4,183.28
32.01,168.0,189.62,176.56,178.9,178.56,181.28,178.01,181.34,183.45
32.01,168.25,189.56,176.45,178.9,178.56,181.4,178.34,181.34,183.62
32.06,168.5,189.67,176.4,178.9,178.51,181.95,178.67,181.23,183.78
32.06,168.75,189.62,176.4,178.9,178.51,182.45,178.73,181.23,183.95
32.06,169.0,189.78,176.62,179.17,178.51,182.9,178.9,181.23,184.12
32.12,169.25,189.9,177.12,179.51,178.51,183.23,179.01,181.23,184.23
32.12,169.5,189.84,177.45,179.9,178.51,183.23,179.01,181.28,184.17
32.12,169.75,189.9,177.84,180.28,178.67,182.95,178.84,181.28,184.12
32.12,170.0,189.95,178.06,180.56,179.01,182.73,178.9,181.51,184.17
32.17,170.25,189.9,178.06,180.51,179.34,182.45,178.78,181.67,184.12
32.17,170.5,189.84,178.06,180.51,179.56,182.23,178.9,181.78,184.12
32.17,170.75,189.78,178.06,180.51,179.84,181.95,178.9,181.95,184.28
32.17,171.0,189.78,177.84,180.34,179.84,181.84,179.06,181.9,184.28
32.17,171.25,189.78,177.67,180.17,179.95,181.67,179.23,181.95,184.51
32.23,171.5,189.95,177.67,180.23,179.9,181.78,179.51,182.01,184.78
32.23,171.75,189.9,177.56,180.23,179.84,182.34,179.67,181.95,185.01
32.23,172.0,190.01,177.73,180.34,179.67,183.56,179.73,181.95,185.23
32.28,172.25,190.12,178.06,180.4,179.51,184.45,179.73,181.95,185.17
32.28,172.5,190.67,178.73,180.78,179.51,185.28,179.73,182.01,185.28
32.28,172.75,191.06,179.17,180.95,179.51,185.67,179.84,182.12,185.28
32.28,173.0,191.4,179.78,181.23,179.56,185.78,179.84,182.34,185.28
32.34,173.25,191.45,180.12,181.4,179.95,185.62,179.84,182.51,185.28
32.34,173.5,191.23,180.06,181.34,180.17,185.4,179.73,182.67,185.28
32.34,173.75,191.23,180.06,181.4,180.51,185.01,179.84,182.95,185.28
32.34,174.0,191.06,179.67,181.28,180.51,184.51,180.01,183.06,185.34
32.4,174.25,191.06,179.23,181.17,180.67,183.84,180.34,183.17,185.45
32.4,174.5,191.06,179.01,181.12,180.73,183.51,180.78,183.17,185.51
32.4,174.75,191.06,178.9,181.17,180.73,183.62,181.06,183.23,185.67
32.45,175.0,191.06,178.73,181.01,180.73,183.73,181.17,183.17,185.84
32.45,175.25,191.12,178.78,181.17,180.73,184.45,181.34,183.17,186.06
32.45,175.5,191.23,179.01,181.23,180.73,184.95,181.34,183.17,186.23
32.45,175.75,191.23,179.56,181.51,180.73,185.01,181.4,183.06,186.34
32.51,176.0,191.23,180.01,181.62,180.67,184.62,181.34,183.01,186.45
32.51,176.25,191.4,180.4,181.78,180.62,184.45,181.23,183.01,186.45
32.51,176.5,191.56,180.51,181.84,180.67,184.28,181.23,183.01,186.45
32.56,176.75,191.56,180.51,181.95,180.51,184.01,181.23,183.17,186.34
32.56,177.0,191.56,180.51,181.95,180.73,183.95,181.4,183.28,186.45
32.56,177.25,191.56,180.34,181.95,180.84,183.78,181.51,183.51,186.45
32.56,177.5,191.56,180.12,181.95,180.9,183.67,181.62,183.62,186.4
32.56,177.75,191.56,179.9,181.84,181.01,184.01,181.84,183.84,186.45
32.62,178.0,191.62,179.9,181.84,181.28,184.78,182.06,184.01,186.45
32.62,178.25,191.56,179.84,181.84,181.51,185.78,182.23,184.4,186.45
32.62,178.5,191.56,180.01,181.73,181.73,186.95,182.28,184.67,186.51
32.67,178.75,191.9,180.56,181.9,182.17,187.45,182.28,184.95,186.51
32.67,179.0,192.4,181.01,181.95,182.56,187.78,182.23,185.28,186.51
32.67,179.25,192.84,181.67,182.06,183.06,188.17,182.34,185.73,186.78
32.67,179.5,192.95,182.01,182.12,183.51,188.06,182.23,186.23,186.78
32.73,179.75,193.01,182.28,182.34,184.23,187.9,182.17,186.9,186.95
32.73,180.0,192.95,182.34,182.51,184.95,187.45,182.17,187.73,187.12
32.73,180.25,193.4,182.23,182.78,185.67,187.06,182.34,188.62,187.45
32.78,180.5,193.67,182.01,183.23,186.78,186.45,182.62,189.62,187.67
32.78,180.75,193.95,181.67,183.51,187.62,185.78,182.84,190.73,188.06
32.78,181.0,194.4,181.4,184.01,188.34,185.51,183.12,191.73,188.51
