internal_temp7_1,Seconds7_1,TC1_7_1,TC3_7_1,TC4_7_1,TC5_7_1,TC6_7_1,TC7_7_1,TC8_7_1,TC9_7_1
33.01,109.25,192.73,159.62,157.9,157.23,168.84,160.28,159.62,165.06
33.01,109.5,191.9,159.01,157.84,157.67,168.23,160.73,159.95,164.84
33.01,109.75,191.12,158.51,157.84,158.17,168.01,161.34,160.28,164.67
33.01,110.0,190.4,158.12,157.78,158.34,169.67,161.73,160.67,164.51
33.01,110.25,190.12,158.34,157.9,158.67,172.06,162.06,160.95,164.45
33.01,110.5,189.73,159.28,158.01,158.78,174.01,162.12,161.23,164.45
33.01,110.75,189.67,160.95,158.17,158.73,175.9,162.12,161.28,164.56
33.01,111.0,189.62,162.67,158.34,158.56,177.67,162.06,161.4,164.73
33.06,111.25,189.62,164.23,158.78,158.45,179.01,161.84,161.45,165.01
33.06,111.5,188.78,164.73,159.12,158.28,179.01,161.73,161.45,165.34
33.06,111.75,188.06,164.9,159.78,158.17,178.06,161.62,161.45,165.62
33.06,112.0,187.12,164.51,160.45,158.12,176.56,161.62,161.51,165.73
33.06,112.25,186.06,163.73,160.84,158.17,175.06,161.9,161.73,165.95
33.06,112.5,185.34,162.95,161.06,158.17,173.06,162.45,161.9,166.01
33.06,112.75,184.78,162.28,161.12,158.51,171.78,163.34,162.12,166.01
33.06,113.0,184.45,161.73,160.9,158.73,170.45,164.23,162.51,165.9
33.06,113.25,183.9,161.01,160.62,159.01,168.9,164.84,162.73,165.84
33.12,113.5,183.51,160.45,160.51,159.56,167.78,165.28,163.06,165.9
33.12,113.75,182.9,159.95,160.23,159.62,166.73,165.51,163.28,165.78
33.12,114.0,182.56,159.51,160.17,159.9,166.01,165.62,163.51,165.84
33.12,114.25,182.17,159.17,160.06,159.95,165.51,165.51,163.45,165.95
33.12,114.5,181.78,158.9,160.01,159.84,165.06,165.23,163.28,166.01
33.12,114.75,181.45,158.73,160.06,159.73,164.73,165.06,163.23,166.23
33.12,115.0,181.17,158.51,160.23,159.73,164.56,164.84,163.12,166.51
33.12,115.25,180.9,158.28,160.51,159.73,164.12,164.51,163.06,166.51
33.12,115.5,180.62,158.17,160.95,159.73,163.73,164.12,163.12,166.62
33.12,115.75,180.28,158.17,161.4,160.01,163.4,163.9,163.23,166.67
33.12,116.0,180.06,158.17,161.62,160.28,163.23,163.62,163.4,166.62
33.12,116.25,180.01,158.12,161.84,160.67,163.28,163.23,163.51,166.51
33.12,116.5,179.73,158.01,161.95,161.17,163.4,163.01,163.73,166.51
33.12,116.75,179.51,158.01,161.78,161.45,163.56,162.62,163.95,166.4
33.17,117.0,179.28,158.12,161.9,161.73,163.95,162.51,164.06,166.51
33.17,117.25,179.01,158.17,161.73,161.73,164.56,162.23,164.06,166.56
33.17,117.5,178.73,158.4,161.62,161.73,165.34,162.06,164.06,166.78
33.17,117.75,178.51,158.67,161.62,161.62,166.23,161.95,164.06,167.06
33.17,118.0,178.34,159.12,161.67,161.4,167.06,161.78,164.06,167.34
33.17,118.25,178.23,159.78,161.95,161.23,168.17,161.73,164.06,167.51
33.17,118.5,178.4,160.73,162.45,161.12,169.51,161.73,164.23,167.67
33.17,118.75,178.56,161.4,163.06,161.12,170.51,161.62,164.34,167.67
33.17,119.0,179.01,161.95,163.45,161.12,170.73,161.73,164.51,167.73
33.17,119.25,179.06,162.23,163.51,161.28,170.73,161.78,164.73,167.62
33.17,119.5,179.01,162.01,163.45,161.51,170.17,161.84,165.01,167.51
33.23,119.75,178.73,161.62,163.4,161.78,169.4,162.01,165.28,167.51
33.23,120.0,178.67,161.23,163.06,162.06,168.34,162.23,165.51,167.51
33.23,120.25,178.4,160.78,162.9,162.23,167.28,162.4,165.45,167.51
33.23,120.5,178.34,160.56,162.78,162.28,166.67,162.67,165.4,167.56
33.23,120.75,178.23,160.4,162.73,162.23,166.73,163.12,165.4,167.78
33.23,121.0,178.17,160.28,162.73,162.23,167.12,163.62,165.34,167.9
33.23,121.25,178.06,160.28,162.73,162.23,167.62,163.78,165.23,168.06
33.23,121.5,178.06,160.62,162.9,162.12,168.06,164.06,165.23,168.17
33.28,121.75,178.06,161.12,163.23,162.12,168.51,164.23,165.23,168.23
33.28,122.0,178.06,161.73,163.78,162.12,168.45,164.23,165.34,168.23
33.28,122.25,177.9,162.23,164.23,162.17,168.34,164.23,165.4,168.23
33.28,122.5,177.95,162.78,164.62,162.51,168.34,164.28,165.56,168.17
33.28,122.75,177.84,163.06,164.73,162.9,168.06,164.12,165.78,168.12
33.28,123.0,177.67,162.9,164.62,163.4,167.67,164.12,165.9,168.06
33.28,123.25,177.45,162.78,164.51,163.56,167.67,164.17,166.01,168.12
33.28,123.5,177.23,162.51,164.4,163.73,167.4,164.23,166.01,168.17
33.28,123.75,177.06,162.23,164.23,163.78,167.23,164.45,166.01,168.4
33.28,124.0,177.01,161.95,164.06,163.73,167.23,164.73,165.9,168.56
33.28,124.25,176.84,161.73,164.01,163.56,168.17,164.9,165.84,168.84
33.34,124.5,176.84,161.67,164.06,163.45,169.51,165.06,165.9,168.95
33.34,124.75,176.95,162.01,164.23,163.23,170.56,165.06,165.84,169.06
33.34,125.0,177.17,162.73,164.67,163.23,171.34,165.17,165.9,169.17
33.34,125.25,177.62,163.84,165.12,163.23,171.78,165.23,166.01,169.12
