internal_temp11_1,Seconds11_1,TC1_11_1,TC3_11_1,TC4_11_1,TC5_11_1,TC6_11_1,TC7_11_1,TC8_11_1,TC9_11_1
29.78,36.5,138.4,37.9,51.67,53.01,42.9,36.67,53.01,49.45
29.78,36.75,138.9,37.78,52.45,54.17,42.9,36.78,54.45,50.01
29.78,37.0,139.06,37.73,53.06,55.45,43.06,36.84,55.95,50.67
29.78,37.25,139.56,37.84,53.73,57.28,43.17,37.01,57.95,51.4
29.78,37.5,140.4,38.01,54.62,59.23,43.06,37.17,60.23,51.95
29.78,37.75,140.9,38.12,55.62,61.06,43.12,37.23,62.78,52.67
29.78,38.0,141.4,38.4,56.9,62.84,43.34,37.51,65.23,53.51
29.78,38.25,141.95,38.56,58.12,64.17,43.62,37.73,67.4,54.51
29.78,38.5,142.01,38.51,59.34,64.9,43.56,38.06,69.34,55.67
29.78,38.75,142.01,38.67,60.73,65.12,43.62,38.12,70.4,57.28
29.78,39.0,142.01,39.23,62.62,65.06,43.62,38.45,70.73,59.12
29.78,39.25,142.23,39.67,64.62,64.62,43.84,38.78,70.56,61.28
29.78,39.5,142.12,39.62,66.78,64.06,43.9,38.95,70.06,63.95
29.78,39.75,142.62,39.84,69.67,63.9,44.01,39.12,69.84,66.56
29.73,40.0,142.62,40.28,72.62,64.01,44.17,39.28,69.45,69.06
29.78,40.25,142.73,40.4,76.67,64.45,44.56,39.45,69.28,71.06
29.78,40.5,142.78,40.4,80.06,65.01,44.73,39.4,69.28,72.45
29.73,40.75,143.62,40.9,81.45,66.01,45.17,39.51,69.67,73.51
29.73,41.0,144.23,41.34,81.56,67.9,45.56,39.51,70.12,74.28
29.73,41.25,144.9,41.67,81.34,70.17,46.01,39.56,70.95,74.78
29.73,41.5,145.23,42.17,81.06,72.4,46.17,39.78,72.06,75.23
29.73,41.75,145.45,42.51,80.67,74.28,46.84,39.73,73.23,75.95
29.73,42.0,145.56,42.73,80.4,75.34,46.9,39.9,74.51,76.62
29.73,42.25,145.84,43.06,80.28,75.62,47.12,40.01,75.23,77.51
29.73,42.5,146.28,43.12,80.23,75.45,47.17,40.28,75.56,78.84
29.73,42.75,146.84,43.17,80.67,75.01,47.45,40.4,75.62,80.9
29.73,43.0,147.73,43.23,81.34,74.28,47.78,40.51,75.4,82.95
29.73,43.25,149.45,43.23,82.51,73.78,47.78,40.84,75.23,85.12
29.73,43.5,151.95,43.34,84.17,73.4,48.4,41.06,75.28,86.78
29.73,43.75,152.45,44.28,86.95,73.17,49.23,41.12,75.62,88.01
29.73,44.0,150.67,45.45,89.28,73.73,51.12,41.17,76.12,88.9
29.73,44.25,149.01,46.17,90.34,74.78,53.06,41.51,76.9,89.28
29.73,44.5,147.95,47.01,90.12,75.95,55.67,42.12,78.4,89.45
29.73,44.75,147.34,47.78,89.34,77.12,59.56,42.73,80.12,89.34
29.73,45.0,147.06,48.84,88.56,78.23,63.51,43.4,81.73,89.45
29.73,45.25,146.78,49.67,87.84,78.78,66.28,44.01,82.9,89.45
29.73,45.5,146.45,51.34,87.28,78.84,70.17,44.56,83.45,89.78
29.73,45.75,146.17,52.9,86.84,78.62,74.62,45.06,83.62,90.62
29.73,46.0,145.84,54.73,86.73,78.28,80.06,45.62,83.4,91.51
29.73,46.25,145.23,57.78,87.12,78.01,84.62,46.34,83.06,92.67
29.73,46.5,145.17,60.73,87.9,77.73,88.17,46.84,82.62,93.84
29.73,46.75,144.62,63.95,89.01,77.67,91.67,47.51,82.45,94.73
29.73,47.0,144.28,66.4,91.23,77.84,93.56,48.23,82.28,95.34
