internal_temp9_2,Seconds9_2,TC1_9_2,TC3_9_2,TC4_9_2,TC5_9_2,TC6_9_2,TC7_9_2,TC8_9_2,TC9_9_2
38.01,0.0,48.4,24.34,27.56,27.56,24.95,24.73,29.34,28.06
38.01,0.25,53.56,24.4,27.84,27.62,24.95,24.84,29.62,28.34
38.01,0.5,59.45,24.45,28.01,27.73,25.06,24.84,29.78,28.51
38.01,0.75,64.84,24.34,28.06,27.78,25.17,24.84,29.95,28.84
38.01,1.0,68.4,24.45,28.34,27.9,25.17,24.9,30.06,29.01
38.01,1.25,71.73,24.45,28.4,28.06,25.23,24.95,30.45,29.28
38.01,1.5,75.23,24.51,28.51,28.17,25.34,25.01,30.62,29.56
38.01,1.75,78.56,24.45,28.67,28.23,25.34,25.01,30.67,29.73
38.01,2.0,81.73,24.56,28.9,28.4,25.28,25.06,30.73,30.06
38.01,2.25,83.62,24.45,28.95,28.34,25.28,25.01,30.73,30.28
38.01,2.5,85.73,24.56,29.17,28.51,25.34,25.06,30.9,30.51
38.01,2.75,87.95,24.56,29.23,28.56,25.45,25.06,31.06,30.62
38.01,3.0,90.4,24.67,29.4,28.67,25.84,25.06,31.12,30.78
38.01,3.25,92.78,24.78,29.45,28.67,26.06,25.17,31.17,30.84
38.01,3.5,94.67,25.01,29.62,28.84,26.73,25.4,31.17,31.06
38.01,3.75,95.56,25.28,29.73,28.9,27.62,25.51,31.23,31.17
38.01,4.0,96.45,25.51,29.84,28.95,27.78,25.51,31.28,31.28
38.01,4.25,96.84,25.73,30.01,29.12,28.9,25.51,31.28,31.45
38.01,4.5,98.4,25.95,30.17,29.17,30.12,25.67,31.28,31.51
38.01,4.75,98.9,26.17,30.34,29.23,30.84,25.84,31.45,31.67
38.01,5.0,99.45,26.4,30.51,29.34,31.62,25.95,31.67,31.9
38.01,5.25,99.56,26.51,30.56,29.4,31.51,26.06,31.78,32.06
38.01,5.5,100.34,26.73,30.67,29.45,32.34,26.23,31.9,32.23
38.01,5.75,101.06,26.84,30.73,29.45,32.34,26.34,31.95,32.34
38.01,6.0,102.06,27.01,30.9,29.62,32.06,26.67,31.95,32.51
38.01,6.25,103.01,27.23,31.01,29.78,32.23,26.84,32.17,32.62
37.95,6.5,103.28,27.4,31.12,29.84,32.06,26.95,32.23,32.78
37.95,6.75,104.45,27.45,31.28,29.9,32.12,27.28,32.34,33.01
37.95,7.0,105.62,27.51,31.34,30.01,32.23,27.4,32.4,33.12
37.95,7.25,106.4,27.62,31.45,30.17,32.17,27.56,32.51,33.34
37.95,7.5,106.9,27.67,31.62,30.28,32.62,27.78,32.67,33.51
37.95,7.75,107.01,27.67,31.67,30.34,32.62,28.01,32.78,33.56
37.95,8.0,107.67,27.78,31.73,30.56,32.4,28.23,32.95,33.78
37.95,8.25,108.12,27.73,31.78,30.62,32.4,28.45,33.12,33.95
37.95,8.5,108.12,27.78,31.9,30.62,32.51,28.51,33.12,34.12
37.95,8.75,108.62,27.78,32.06,30.73,32.12,28.67,33.28,34.23
37.95,9.0,109.01,27.78,32.12,30.9,32.01,28.73,33.28,34.23
37.95,9.25,109.45,27.78,32.06,31.01,32.17,28.78,33.23,34.34
37.95,9.5,109.95,27.9,32.23,31.28,32.17,28.95,33.4,34.51
37.95,9.75,110.06,27.95,32.34,31.34,32.06,29.12,33.51,34.56
37.95,10.0,110.12,28.06,32.4,31.45,32.17,29.17,33.62,34.67
37.95,10.25,110.23,28.12,32.51,31.56,32.23,29.17,33.73,34.78
37.95,10.5,110.23,28.17,32.56,31.56,32.34,29.17,34.01,34.84
37.95,10.75,109.45,28.34,32.62,31.56,32.34,29.23,34.06,35.01
37.95,11.0,109.9,28.4,32.73,31.67,32.67,29.34,34.17,35.12
37.9,11.25,110.4,28.4,32.78,31.73,32.51,29.4,34.23,35.17
37.9,11.5,110.84,28.51,32.95,31.73,32.95,29.62,34.51,35.28
37.9,11.75,110.78,28.56,33.06,31.78,33.34,29.84,34.73,35.56
37.9,12.0,110.06,28.51,33.06,31.9,33.28,29.73,34.84,35.73
37.9,12.25,109.67,28.56,33.06,31.95,33.17,29.78,35.01,35.84
37.9,12.5,110.06,28.51,33.12,32.12,33.12,29.95,35.12,35.9
37.9,12.75,110.23,28.62,33.12,32.12,33.12,30.06,35.17,36.06
37.9,13.0,109.95,28.62,33.28,32.17,33.06,30.06,35.28,36.17
37.9,13.25,109.28,28.67,33.4,32.23,32.95,30.17,35.34,36.34
37.9,13.5,109.12,28.67,33.51,32.4,33.01,30.17,35.45,36.4
37.9,13.75,109.56,28.78,33.56,32.4,32.84,30.17,35.45,36.56
37.9,14.0,110.56,28.84,33.67,32.45,32.78,30.17,35.56,36.62
37.9,14.25,110.73,28.9,33.73,32.45,32.9,30.23,35.78,36.73
37.9,14.5,110.67,29.01,33.84,32.73,32.95,30.28,36.01,36.9
37.9,14.75,110.78,29.12,33.95,32.78,33.01,30.34,36.23,37.01
37.9,15.0,110.9,29.17,34.01,32.84,33.12,30.4,36.34,37.17
37.9,15.25,110.56,29.17,34.06,32.84,33.34,30.45,36.56,37.23
37.9,15.5,110.51,29.23,34.17,32.95,33.23,30.51,36.78,37.34
37.9,15.75,110.56,29.23,34.23,33.01,33.34,30.56,36.95,37.45
37.9,16.0,110.45,29.34,34.34,33.12,33.34,30.73,37.06,37.51
37.9,16.25,110.78,29.34,34.51,33.28,33.51,30.73,37.17,37.56
37.9,16.5,111.28,29.34,34.62,33.28,33.34,30.78,37.12,37.56
37.9,16.75,111.67,29.4,34.73,33.4,33.4,30.84,37.23,37.62
37.9,17.0,111.95,29.45,34.84,33.51,33.34,30.9,37.28,37.73
37.9,17.25,112.01,29.45,34.95,33.45,33.28,31.01,37.28,37.73
37.9,17.5,112.45,29.56,35.17,33.56,33.34,31.06,37.45,37.9
37.84,17.75,112.78,29.56,35.17,33.56,33.34,31.12,37.4,37.95
37.84,18.0,113.12,29.73,35.34,33.78,33.45,31.17,37.51,38.06
37.84,18.25,113.45,29.73,35.34,33.84,33.34,31.17,37.45,38.12
37.84,18.5,113.28,29.78,35.28,33.95,33.51,31.23,37.45,38.17
37.84,18.75,113.56,30.01,35.45,34.12,33.56,31.4,37.73,38.34
37.84,19.0,113.51,29.95,35.4,34.06,33.62,31.34,38.01,38.34
37.84,19.25,113.45,30.06,35.34,34.17,33.78,31.28,38.12,38.4
37.84,19.5,113.73,30.17,35.45,34.28,34.17,31.4,38.12,38.45
37.84,19.75,114.06,30.28,35.62,34.51,34.17,31.56,38.28,38.56
37.84,20.0,114.45,30.34,35.73,34.67,34.34,31.56,38.4,38.67
37.84,20.25,114.9,30.51,35.9,34.9,34.67,31.62,38.67,38.9
37.84,20.5,114.9,30.62,35.95,34.9,35.01,31.67,38.84,39.01
37.84,20.75,115.73,30.73,36.12,35.01,35.23,31.78,38.95,39.23
37.84,21.0,115.9,30.73,36.12,34.9,35.12,31.78,39.01,39.34
37.84,21.25,115.9,30.9,36.34,34.9,35.17,31.9,39.17,39.62
37.84,21.5,116.28,30.9,36.4,35.01,35.17,32.01,39.23,39.73
37.84,21.75,116.12,31.01,36.56,35.12,35.17,32.06,39.4,39.9
37.84,22.0,116.12,31.12,36.67,35.23,35.12,32.12,39.4,39.9
37.78,22.25,116.78,31.23,36.84,35.45,35.17,32.23,39.56,40.06
37.78,22.5,117.23,31.28,37.01,35.67,35.23,32.34,39.56,40.23
37.78,22.75,117.78,31.28,37.12,35.78,35.9,32.34,39.73,40.4
37.78,23.0,118.06,31.45,37.23,35.9,35.9,32.51,39.78,40.51
37.78,23.25,118.34,31.45,37.23,36.06,35.73,32.62,39.84,40.51
37.78,23.5,118.9,31.62,37.4,36.23,36.28,32.62,39.95,40.62
37.78,23.75,119.51,31.67,37.4,36.51,36.28,32.78,40.28,40.78
37.78,24.0,120.01,31.78,37.45,36.67,36.28,32.95,40.62,41.01
37.78,24.25,120.73,31.84,37.51,37.01,36.56,32.95,40.84,41.23
