LDD test_1,LDD test_2,HHG_1,HHG_2,Cond.1_1,Cond.1_2,Cond.2_1,Cond.2_2,Cond.3_1,Cond.3_2,Cond.4_1,Cond.4_2,Cond.5_1,Cond.5_2,Cond.6_1,Cond.6_2,Cond.7_1,Cond.7_2,Cond.8_1,Cond.8_2,Cond.9_1,Cond.9_2
182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0
182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25,182.25
182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5
182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75,182.75
183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0
183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25,183.25
183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5
183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.75
184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0
184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25,184.25
184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5,184.5
184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75,184.75
185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0
185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.25
185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5
185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75
186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0
186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25,186.25
186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5
186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75
187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0
