internal_temp3_1,Seconds3_1,TC1_3_1,TC3_3_1,TC4_3_1,TC5_3_1,TC7_3_1,TC8_3_1,TC9_3_1
24.06,109.25,203.12,166.23,168.62,173.95,168.51,175.4,175.9
24.06,109.5,203.28,165.73,169.01,175.06,169.12,176.51,176.06
24.06,109.75,203.17,165.73,169.45,175.9,169.51,177.56,176.4
24.06,110.0,202.78,166.51,169.84,176.28,169.78,178.45,176.9
24.06,110.25,202.51,168.01,170.51,176.45,169.9,179.01,177.73
24.12,110.5,202.17,170.01,171.45,176.01,169.78,179.23,178.73
24.12,110.75,202.06,171.73,172.73,175.62,169.73,179.34,180.01
24.12,111.0,201.78,172.67,174.06,175.12,169.51,179.28,181.45
24.12,111.25,201.78,173.12,175.9,174.78,169.34,179.51,182.9
24.12,111.5,202.12,173.17,178.23,174.73,169.4,179.73,184.45
24.12,111.75,203.34,172.34,179.9,174.73,169.62,180.06,185.28
24.12,112.0,205.06,171.23,180.51,175.06,170.01,180.78,185.95
24.12,112.25,206.73,170.45,180.51,175.56,170.78,181.62,186.34
24.12,112.5,208.06,169.67,180.06,176.4,171.56,182.56,186.45
24.17,112.75,209.17,169.23,179.67,177.4,172.67,183.78,186.51
24.17,113.0,210.12,168.51,179.06,178.51,173.4,184.73,186.62
24.17,113.25,210.9,168.01,178.73,179.4,173.73,185.51,186.78
24.17,113.5,211.95,167.73,178.51,180.01,173.95,186.01,187.17
24.23,113.75,212.95,167.45,178.4,180.17,173.9,186.01,187.56
24.17,114.0,214.17,167.23,178.23,180.06,173.73,185.78,188.23
24.23,114.25,215.51,167.17,178.56,179.95,173.56,185.62,189.06
24.23,114.5,216.73,167.17,179.01,179.73,173.28,185.28,190.12
24.23,114.75,218.01,167.23,179.84,179.67,173.06,185.23,190.9
24.23,115.0,218.95,167.01,180.84,179.73,172.78,185.12,191.28
24.23,115.25,219.45,167.12,182.62,180.17,172.56,185.28,191.56
24.23,115.5,219.34,167.17,183.62,181.01,172.23,185.67,191.56
24.28,115.75,218.78,167.28,184.23,182.17,171.95,186.23,191.45
24.28,116.0,218.34,167.4,184.28,183.4,171.62,186.78,191.4
24.28,116.25,218.06,167.51,184.06,184.62,171.4,187.4,191.45
24.28,116.5,217.67,167.51,183.78,185.23,171.28,187.78,191.56
24.28,116.75,217.62,167.67,183.51,185.56,171.28,187.95,191.9
24.28,117.0,217.62,168.12,183.28,185.4,171.28,188.01,192.56
24.28,117.25,217.67,169.28,183.28,184.84,171.28,187.9,193.51
24.34,117.5,218.06,170.84,183.67,184.34,171.28,187.78,194.62
24.34,117.75,218.67,173.45,184.34,183.95,171.28,187.78,195.73
24.34,118.0,219.95,176.34,185.45,183.4,171.34,187.95,196.34
24.34,118.25,222.51,179.01,187.06,183.17,171.51,188.45,196.73
24.34,118.5,226.12,181.06,188.45,183.12,171.78,188.84,196.73
24.34,118.75,227.62,182.17,189.12,183.51,172.01,189.62,196.67
24.4,119.0,227.51,182.12,189.45,184.28,172.62,190.67,196.62
24.4,119.25,226.73,181.01,189.06,185.12,173.17,191.62,196.45
24.4,119.5,226.23,180.06,188.78,185.9,173.78,192.28,196.34
24.4,119.75,225.73,178.9,188.17,186.51,174.73,192.84,196.28
24.4,120.0,225.56,177.9,187.78,186.95,175.9,193.06,196.51
24.4,120.25,225.4,177.06,187.4,186.95,176.84,192.84,196.78
24.4,120.5,225.23,176.73,187.23,186.78,178.01,192.56,197.4
24.45,120.75,225.34,176.95,187.28,186.73,179.23,192.34,197.9
24.45,121.0,225.73,178.01,187.62,186.51,180.17,192.28,198.45
24.45,121.25,226.01,179.17,188.17,186.45,180.78,192.23,198.78
24.45,121.5,226.23,181.17,189.56,186.51,181.17,192.23,198.84
24.45,121.75,226.56,183.01,191.34,186.62,181.34,192.45,198.84
24.45,122.0,226.73,184.67,192.23,187.17,181.17,192.9,198.73
24.45,122.25,226.56,185.17,192.56,188.28,181.01,193.34,198.51
24.51,122.5,226.17,185.62,192.4,189.28,180.95,193.78,198.51
24.51,122.75,225.62,185.45,192.12,190.12,181.01,194.06,198.51
24.51,123.0,224.9,185.06,191.78,190.4,181.51,194.28,198.67
24.51,123.25,224.4,184.12,191.34,190.62,182.01,194.23,199.12
24.51,123.5,224.01,182.84,191.01,190.56,182.78,194.06,199.78
24.51,123.75,223.73,182.12,190.9,190.28,183.78,193.9,200.56
24.51,124.0,223.84,181.84,190.95,189.9,184.78,193.78,201.34
24.56,124.25,224.23,182.67,191.12,189.45,185.28,193.73,201.78
24.56,124.5,225.28,184.56,191.78,189.23,185.56,193.78,202.23
24.56,124.75,228.34,187.12,193.06,189.28,185.62,193.9,202.23
24.56,125.0,230.56,189.06,194.12,189.45,185.51,194.23,202.17
24.56,125.25,231.45,191.06,194.73,189.95,185.45,194.73,202.01
24.62,125.5,231.45,191.23,195.06,190.73,185.23,195.34,201.73
24.62,125.75,231.06,191.23,195.01,191.51,185.23,196.06,201.51
24.62,126.0,230.73,190.62,194.67,192.23,185.45,196.62,201.51
24.62,126.25,229.95,189.45,194.17,192.62,186.06,196.84,201.45
24.62,126.5,229.4,188.28,193.95,192.9,186.95,197.01,201.62
24.62,126.75,228.95,187.17,193.56,192.9,187.95,196.95,202.12
24.67,127.0,228.9,186.51,193.51,192.84,189.06,196.84,202.62
24.67,127.25,228.95,186.12,193.4,192.73,189.95,196.67,203.12
24.67,127.5,228.84,186.17,193.4,192.45,190.45,196.4,203.51
24.67,127.75,228.95,186.78,193.9,192.28,190.56,196.06,203.73
24.67,128.0,229.17,188.17,194.56,192.06,190.51,195.9,203.9
24.67,128.25,229.62,190.4,195.23,191.9,190.12,195.78,203.95
24.67,128.5,229.73,191.51,195.4,191.51,189.62,195.45,203.84
24.73,128.75,230.06,191.84,195.45,191.23,189.45,195.23,203.78
24.73,129.0,229.95,192.01,195.34,191.12,189.45,195.17,203.51
24.73,129.25,229.45,191.56,195.17,190.9,189.62,194.95,203.23
24.73,129.5,229.01,190.95,195.01,190.73,190.06,194.84,203.01
24.78,129.75,228.9,190.28,194.78,190.67,190.78,194.78,202.67
24.78,130.0,228.56,189.56,194.45,190.67,191.62,194.73,202.51
24.78,130.25,228.28,189.23,194.23,190.73,192.4,194.78,202.28
24.78,130.5,228.34,189.23,193.95,190.95,192.84,194.9,201.9
24.78,130.75,228.67,190.12,193.84,191.06,193.06,195.06,201.67
24.78,131.0,229.56,191.84,193.67,191.23,193.12,195.06,201.45
24.84,131.25,231.17,193.45,193.51,191.51,192.9,195.17,201.17
24.84,131.5,232.06,195.06,193.45,191.9,192.73,195.45,200.95
24.84,131.75,232.17,196.01,193.34,192.28,192.62,195.84,200.84
24.84,132.0,232.01,196.51,193.23,192.78,192.51,196.51,200.73
24.84,132.25,231.78,196.06,193.17,193.28,192.56,197.12,200.62
24.9,132.5,231.45,195.06,193.23,193.9,192.9,197.84,200.51
24.9,132.75,230.78,194.28,193.4,194.73,193.4,198.73,200.56
24.9,133.0,230.17,193.4,193.45,195.4,194.06,199.67,200.56
24.9,133.25,229.62,192.78,193.67,196.34,195.17,200.51,200.73
24.9,133.5,229.23,192.56,193.9,196.9,195.73,201.45,201.06
24.9,133.75,228.84,192.17,194.17,197.28,196.12,202.06,201.23
24.95,134.0,228.78,192.62,194.56,197.56,196.45,202.56,201.62
24.95,134.25,228.56,194.17,195.12,197.51,196.4,202.56,202.06
24.95,134.5,228.28,195.78,195.73,197.45,196.23,202.51,202.78
24.95,134.75,228.06,197.4,196.62,197.28,195.95,202.28,203.51
25.01,135.0,227.73,198.34,197.45,197.17,195.73,202.17,204.28
25.01,135.25,227.62,198.73,198.62,197.28,195.56,202.17,204.84
25.01,135.5,227.56,198.62,199.67,197.45,195.56,202.34,205.17
25.01,135.75,227.73,198.06,200.73,197.73,195.84,202.51,205.45
25.01,136.0,228.23,197.4,201.01,198.17,196.51,202.78,205.62
25.06,136.25,228.78,196.56,201.01,198.9,197.23,203.01,205.62
25.06,136.5,229.17,195.73,200.62,199.73,197.84,203.4,205.67
25.06,136.75,229.56,195.28,200.45,200.62,198.45,203.95,205.78
25.06,137.0,229.84,194.73,200.28,201.51,198.95,204.45,206.06
25.06,137.25,230.01,194.4,200.06,201.78,199.23,204.78,206.28
25.12,137.5,230.34,194.06,199.9,202.06,199.4,204.95,206.67
25.12,137.75,230.51,193.73,199.78,202.17,199.4,205.12,207.23
25.12,138.0,230.84,193.45,199.95,201.9,199.28,205.01,208.17
25.12,138.25,231.28,193.34,200.34,201.62,199.12,204.95,209.12
25.12,138.5,232.06,193.23,200.78,201.4,198.84,204.78,209.78
25.17,138.75,233.28,193.23,201.73,201.23,198.56,204.95,210.23
25.17,139.0,233.9,193.06,203.17,201.12,198.28,205.17,210.51
25.17,139.25,233.67,193.06,204.23,201.28,198.01,205.56,210.56
25.17,139.5,233.17,193.17,204.45,201.56,197.67,206.23,210.56
25.17,139.75,232.56,193.23,204.4,202.06,197.45,206.84,210.51
25.23,140.0,232.34,193.4,204.17,202.73,197.28,207.62,210.4
25.23,140.25,232.17,193.67,203.78,203.28,197.06,208.06,210.4
25.23,140.5,232.06,193.84,203.56,203.62,196.9,208.4,210.51
25.23,140.75,231.67,194.17,203.4,203.78,196.84,208.51,210.56
25.28,141.0,231.28,194.56,203.28,203.78,196.67,208.28,210.84
25.28,141.25,231.17,195.34,203.17,203.62,196.67,208.23,211.23
25.28,141.5,231.01,196.56,203.4,203.56,196.73,208.06,211.56
25.28,141.75,231.12,197.84,203.73,203.4,196.73,207.84,212.06
25.34,142.0,231.23,198.95,204.23,203.23,196.78,207.78,212.28
25.34,142.25,231.56,199.9,205.23,203.28,197.06,207.84,212.45
25.34,142.5,231.56,200.56,206.4,203.45,197.28,208.01,212.56
25.34,142.75,231.84,200.78,207.06,203.95,197.56,208.23,212.45
25.4,143.0,231.73,200.78,207.12,205.01,197.9,208.56,212.4
25.4,143.25,231.67,200.62,207.23,206.01,198.45,209.12,212.4
25.4,143.5,231.51,200.06,207.01,206.73,198.9,209.4,212.45
