internal_temp10_1,Seconds10_1,TC1_10_1,TC3_10_1,TC4_10_1,TC5_10_1,TC7_10_1,TC8_10_1,TC9_10_1
36.17,254.75,236.62,238.45,230.23,230.12,239.56,230.78,231.9
36.23,255.0,235.01,238.34,229.56,230.06,239.56,230.56,231.4
36.23,255.25,233.78,238.28,229.28,229.84,239.56,230.34,231.12
36.28,255.5,232.34,238.12,229.23,229.62,239.51,230.06,230.9
36.28,255.75,230.51,238.12,229.45,229.23,239.62,229.67,230.95
36.4,256.0,228.84,238.06,229.62,228.73,239.56,229.06,230.9
36.4,256.25,227.56,237.95,229.73,228.17,239.56,228.51,230.73
36.45,256.5,226.17,237.95,229.84,227.78,239.51,228.06,230.51
36.45,256.75,224.62,237.84,229.84,227.45,239.45,227.73,230.28
36.51,257.0,223.23,237.73,229.73,227.4,239.4,227.56,229.9
36.51,257.25,221.78,237.73,229.62,227.56,239.4,227.51,229.4
36.56,257.5,219.95,237.62,229.23,227.56,239.28,227.51,228.78
36.62,257.75,218.4,237.51,228.73,227.56,239.23,227.62,228.28
36.62,258.0,217.34,237.51,228.06,227.56,239.23,227.73,227.73
36.67,258.25,216.9,237.34,227.4,227.45,239.12,227.73,227.34
36.67,258.5,216.28,237.17,226.56,227.23,239.12,227.73,227.28
36.73,258.75,216.23,236.95,225.67,226.67,239.01,227.51,227.23
36.78,259.0,216.01,236.84,225.56,225.84,239.06,227.17,227.28
36.78,259.25,215.45,236.45,225.67,225.17,238.84,226.56,227.17
36.84,259.5,215.17,236.17,225.95,224.78,238.78,226.23,227.17
36.84,259.75,214.84,235.95,226.12,224.45,238.62,225.78,226.84
36.9,260.0,214.28,235.62,226.23,224.45,238.51,225.62,226.62
36.95,260.25,213.28,235.23,226.28,224.56,238.28,225.51,226.17
36.95,260.5,212.28,234.34,226.06,224.73,238.01,225.51,225.62
37.01,260.75,211.45,232.84,225.73,224.84,237.84,225.51,225.06
37.06,261.0,210.62,231.12,225.45,225.12,237.67,225.62,224.62
37.06,261.25,209.45,229.62,224.73,225.23,237.56,225.62,224.06
37.12,261.5,207.28,228.23,224.01,225.23,237.4,225.45,223.78
37.12,261.75,206.12,227.28,223.67,225.17,237.23,225.34,223.73
37.17,262.0,205.78,226.95,223.67,224.84,237.12,225.01,223.78
37.23,262.25,205.62,226.95,223.73,224.34,236.78,224.4,223.78
37.23,262.5,205.78,227.51,223.78,223.78,236.17,224.01,223.78
37.28,262.75,205.95,228.28,223.95,223.45,235.67,223.56,223.84
37.34,263.0,205.9,228.84,224.12,223.12,234.9,223.4,223.84
37.34,263.25,205.67,229.23,224.23,222.9,234.12,223.23,223.73
37.4,263.5,205.56,229.62,224.28,223.01,232.95,223.23,223.45
37.45,263.75,205.34,229.95,224.17,223.06,232.12,223.4,223.06
37.51,264.0,204.84,229.84,223.78,223.17,231.67,223.45,222.62
37.51,264.25,204.56,229.01,223.51,223.17,231.23,223.45,222.23
37.56,264.5,204.28,228.28,223.01,223.23,231.01,223.45,222.01
37.62,264.75,203.84,227.17,222.23,223.23,230.95,223.23,221.78
37.62,265.0,203.56,226.62,221.56,223.23,231.17,223.06,221.78
37.67,265.25,203.56,226.01,221.01,222.73,231.23,222.67,221.78
37.73,265.5,203.78,225.84,220.78,222.12,231.4,222.45,221.78
37.73,265.75,203.84,225.73,220.95,221.51,231.34,221.9,221.67
37.78,266.0,204.06,225.73,221.17,220.9,231.28,221.67,221.67
37.78,266.25,204.23,226.06,221.34,220.67,231.12,221.45,221.4
37.84,266.5,204.28,226.62,221.62,220.56,230.78,221.34,221.17
37.9,266.75,204.12,227.06,221.78,220.51,230.34,221.4,220.56
37.9,267.0,203.78,227.17,221.78,220.56,229.84,221.4,219.95
37.95,267.25,203.62,227.23,221.84,220.73,229.28,221.4,219.51
38.01,267.5,203.28,226.17,221.62,220.95,229.01,221.34,219.17
38.01,267.75,202.23,224.67,221.12,221.06,228.84,221.17,218.9
38.06,268.0,200.78,223.23,220.67,221.23,228.73,220.95,218.84
38.12,268.25,199.78,222.01,220.34,221.17,228.67,220.62,218.78
38.12,268.5,199.56,221.23,220.12,221.01,228.67,220.28,218.84
38.17,268.75,199.51,220.73,219.9,220.67,228.84,219.78,218.95
38.23,269.0,199.78,221.01,220.01,220.34,228.73,219.45,219.01
38.23,269.25,200.17,221.73,220.12,220.06,228.67,219.17,219.01
38.28,269.5,200.51,222.34,220.23,219.73,227.9,218.95,218.9
38.28,269.75,200.62,223.06,220.28,219.67,227.45,218.95,218.62
38.34,270.0,200.67,223.62,220.28,219.56,227.01,218.84,218.34
38.4,270.25,200.56,224.01,220.23,219.56,226.4,218.9,218.01
38.4,270.5,200.56,224.06,220.17,219.62,225.84,219.06,217.67
38.45,270.75,200.4,223.73,219.78,219.62,225.45,219.12,217.28
38.51,271.0,200.45,223.17,219.28,219.67,225.28,219.34,217.23
38.51,271.25,200.17,222.23,218.56,219.67,225.28,219.45,217.01
38.56,271.5,199.78,221.73,218.34,219.84,225.4,219.51,216.95
38.62,271.75,199.67,221.23,218.23,219.9,225.62,219.67,216.9
38.62,272.0,199.4,221.01,218.06,219.9,225.78,219.73,216.95
38.67,272.25,199.23,221.17,218.12,219.95,225.78,219.9,216.9
38.67,272.5,199.12,221.4,218.23,220.12,225.73,219.9,216.95
38.73,272.75,199.4,221.78,218.34,220.12,225.62,219.95,217.12
38.78,273.0,199.45,222.23,218.4,220.12,225.17,219.95,217.12
38.78,273.25,199.51,222.45,218.45,220.12,224.67,219.95,217.23
38.9,273.5,199.45,222.56,218.51,220.12,224.34,220.01,217.28
38.95,273.75,199.56,222.4,218.62,220.12,224.01,220.12,217.45
38.95,274.0,199.23,221.56,218.67,220.12,224.01,220.23,217.51
39.01,274.25,198.06,220.45,218.78,220.06,224.01,220.17,217.67
39.06,274.5,197.28,219.51,218.9,220.12,224.06,220.34,217.84
39.06,274.75,196.9,218.67,218.9,220.01,224.12,220.23,217.78
39.12,275.0,196.62,218.01,219.01,219.9,224.06,220.28,217.84
39.17,275.25,196.56,217.84,219.06,219.9,224.01,220.28,217.9
39.17,275.5,196.51,218.28,219.23,219.9,223.95,220.34,218.01
39.23,275.75,196.4,218.78,219.17,219.84,223.34,220.23,218.06
39.28,276.0,196.56,219.23,219.23,219.73,222.84,220.23,218.06
39.28,276.25,196.73,219.84,219.23,219.67,222.06,220.17,218.12
39.34,276.5,196.95,220.23,219.34,219.67,221.34,220.06,218.17
39.4,276.75,197.01,220.34,219.34,219.67,220.95,220.01,218.12
39.4,277.0,197.06,220.12,219.28,219.56,220.67,219.73,218.06
39.45,277.25,197.06,219.9,219.28,219.51,220.67,219.4,217.95
39.45,277.5,197.06,219.62,219.23,219.45,220.73,219.17,217.95
39.51,277.75,197.01,218.78,219.23,219.34,220.9,219.01,217.84
39.56,278.0,196.78,218.34,219.17,219.28,221.01,218.9,217.67
39.62,278.25,196.45,217.78,219.12,219.23,221.12,218.84,217.62
39.62,278.5,196.45,217.67,219.17,219.23,221.23,218.78,217.67
39.67,278.75,196.45,217.84,219.06,219.12,221.06,218.67,217.51
39.67,279.0,196.51,218.12,219.01,219.06,220.9,218.62,217.45
39.73,279.25,196.51,218.34,218.95,219.06,220.56,218.56,217.34
39.78,279.5,196.4,218.56,218.84,218.95,220.06,218.4,217.12
39.78,279.75,196.51,218.78,218.9,218.78,219.56,218.28,217.06
39.84,280.0,196.51,219.01,218.78,218.78,219.34,218.28,217.01
39.9,280.25,196.56,219.12,218.73,218.67,219.06,218.17,216.95
39.9,280.5,196.67,219.28,218.67,218.67,219.01,218.17,217.01
39.95,280.75,196.67,219.34,218.56,218.56,218.95,218.12,216.95
40.01,281.0,196.73,219.51,218.51,218.4,218.9,218.06,216.95
40.01,281.25,196.78,219.51,218.4,218.28,218.9,218.06,217.01
40.06,281.5,196.73,219.62,218.34,218.23,218.9,218.01,216.95
40.12,281.75,196.73,219.67,218.28,218.12,218.95,218.01,217.06
40.12,282.0,196.62,219.67,218.23,218.12,219.12,218.01,217.01
40.17,282.25,196.73,219.73,218.17,217.95,219.17,217.95,217.01
40.23,282.5,196.56,219.67,218.01,217.78,219.17,217.9,216.9
40.28,282.75,196.73,219.73,218.01,217.78,219.28,217.9,216.95
40.28,283.0,196.78,219.73,217.84,217.67,219.34,217.78,216.84
40.34,283.25,196.78,219.67,217.78,217.56,219.4,217.73,216.9
40.4,283.5,196.67,219.67,217.67,217.45,219.45,217.67,216.9
40.4,283.75,196.56,219.67,217.56,217.28,219.45,217.62,216.78
40.45,284.0,196.4,219.62,217.51,217.23,219.51,217.45,216.78
40.51,284.25,196.28,219.51,217.34,217.06,219.51,217.34,216.62
40.51,284.5,195.95,219.51,217.28,217.01,219.56,217.34,216.56
40.56,284.75,196.01,219.4,217.23,217.01,219.56,217.23,216.56
40.62,285.0,196.06,219.34,217.12,216.78,219.56,217.06,216.4
40.67,285.25,196.06,219.34,217.06,216.84,219.51,216.9,216.34
40.67,285.5,196.06,219.28,216.95,216.73,219.45,216.62,216.12
40.73,285.75,196.06,219.17,216.9,216.62,219.45,216.12,215.73
40.78,286.0,196.06,219.06,216.78,216.56,219.34,215.73,215.51
40.78,286.25,196.17,219.12,216.78,216.4,219.34,215.28,215.17
