internal_temp7_2,Seconds7_2,TC1_7_2,TC3_7_2,TC4_7_2,TC5_7_2,TC6_7_2,TC7_7_2,TC8_7_2,TC9_7_2
37.17,73.0,181.51,113.73,128.17,128.34,133.23,113.56,132.23,141.17
37.17,73.25,181.73,113.9,128.51,128.06,134.95,115.84,131.73,142.12
37.17,73.5,181.95,115.51,129.17,127.67,137.06,117.4,131.4,143.01
37.17,73.75,181.73,117.67,130.4,127.23,139.23,118.17,131.28,143.84
37.17,74.0,181.34,120.51,133.34,126.95,140.9,118.51,131.4,144.12
37.17,74.25,181.51,122.56,135.78,127.06,141.67,118.4,131.78,144.23
37.17,74.5,182.28,124.17,137.45,127.73,140.51,118.01,132.56,143.95
37.17,74.75,182.34,124.45,137.9,129.12,138.06,117.62,133.23,143.51
37.17,75.0,182.28,124.84,137.56,131.28,135.45,117.56,134.06,143.4
37.17,75.25,181.73,124.62,136.95,133.34,133.73,117.9,134.84,143.4
37.17,75.5,181.01,123.28,136.12,134.34,132.78,118.4,135.06,143.62
37.17,75.75,180.56,121.9,135.28,134.84,132.4,119.4,135.23,144.28
37.17,76.0,180.28,120.73,134.56,135.01,131.95,120.78,135.06,145.23
37.17,76.25,180.06,119.84,134.06,134.78,133.23,122.34,134.95,146.4
37.17,76.5,180.06,119.51,133.95,134.4,139.78,123.34,134.67,147.62
37.17,76.75,180.78,120.12,134.23,133.84,146.01,124.01,134.67,148.56
37.17,77.0,181.67,122.84,135.17,133.23,151.45,124.01,134.84,149.12
37.17,77.25,183.62,126.56,137.23,132.73,155.78,123.9,135.17,149.45
37.17,77.5,186.56,130.17,138.51,132.34,158.23,123.56,135.62,149.45
37.17,77.75,188.17,133.4,139.17,132.45,159.4,123.34,136.45,149.17
37.17,78.0,188.28,135.12,139.34,133.06,158.95,123.06,137.51,148.84
37.17,78.25,187.9,135.45,139.17,134.06,156.78,123.06,138.73,148.62
37.17,78.5,187.4,134.78,138.73,135.17,154.4,123.45,139.78,148.34
37.17,78.75,186.84,133.67,138.23,136.01,151.45,124.28,140.34,148.23
37.17,79.0,186.01,131.95,137.62,136.4,147.73,125.78,140.67,148.28
37.17,79.25,185.23,129.95,137.17,136.62,145.34,127.73,140.84,148.51
37.17,79.5,185.12,128.23,136.9,136.62,142.45,129.56,140.84,149.06
37.17,79.75,185.28,127.4,136.9,136.56,143.12,131.17,140.51,149.95
37.17,80.0,185.56,127.23,137.12,136.34,145.12,132.23,140.17,150.62
37.17,80.25,185.28,128.34,137.78,136.12,145.62,132.28,139.67,151.23
37.17,80.5,185.28,129.62,139.01,135.78,147.56,132.06,139.28,151.62
37.17,80.75,185.56,131.12,140.23,135.62,147.67,131.45,138.95,151.78
37.17,81.0,186.12,132.56,141.12,135.28,146.56,131.01,138.51,151.62
37.17,81.25,186.78,133.67,141.45,134.84,144.67,130.62,138.12,151.45
37.17,81.5,187.17,134.28,141.23,134.51,143.4,130.45,137.62,151.12
37.17,81.75,187.34,134.23,140.95,134.17,142.51,130.67,137.28,150.78
37.17,82.0,186.95,133.56,140.62,133.84,142.28,131.12,137.01,150.34
