internal_temp7_1,Seconds7_1,TC1_7_1,TC3_7_1,TC4_7_1,TC5_7_1,TC6_7_1,TC7_7_1,TC8_7_1,TC9_7_1
33.01,36.5,139.34,39.51,50.28,55.01,45.4,38.06,55.84,51.78
33.01,36.75,139.84,39.62,50.9,56.4,45.84,38.12,57.12,52.4
33.01,37.0,140.51,39.73,51.56,57.84,46.17,38.28,58.62,52.9
33.01,37.25,140.95,39.84,52.28,59.67,45.9,38.45,60.56,53.51
33.01,37.5,141.84,40.06,53.06,61.34,45.45,38.51,62.4,54.23
33.01,37.75,142.78,40.34,54.17,63.34,45.23,38.67,64.67,54.9
33.01,38.0,144.06,40.62,55.17,65.23,45.01,38.95,67.34,55.62
33.01,38.25,144.78,40.95,56.4,66.9,44.9,39.4,69.95,56.67
33.01,38.5,145.4,40.84,57.67,67.95,45.01,39.78,72.28,57.78
33.01,38.75,145.73,41.06,58.95,68.56,45.23,40.06,74.06,59.17
33.01,39.0,145.56,41.06,60.67,68.73,45.12,40.4,74.95,60.84
33.01,39.25,145.84,41.06,62.34,68.4,44.9,40.51,75.06,62.78
33.01,39.5,146.12,41.23,64.51,67.84,44.9,40.73,74.78,65.06
33.01,39.75,145.9,41.4,66.9,67.4,44.9,40.9,74.34,67.78
33.01,40.0,146.28,41.56,69.84,67.28,45.01,41.12,73.84,70.34
33.01,40.25,146.56,41.62,73.51,67.51,44.95,41.34,73.4,72.95
33.01,40.5,146.67,41.62,76.67,68.12,45.17,41.34,73.23,74.78
32.95,40.75,147.23,42.01,79.01,69.23,45.17,41.51,73.45,76.12
33.01,41.0,148.01,42.73,79.45,70.9,45.28,41.51,73.78,77.01
33.01,41.25,148.67,43.34,79.01,73.23,45.56,41.51,74.67,77.67
33.01,41.5,149.56,43.62,78.06,75.67,46.06,41.51,75.67,78.06
32.95,41.75,150.12,43.9,77.17,77.9,46.17,41.51,77.12,78.56
33.01,42.0,150.45,44.17,76.45,79.34,46.45,41.56,78.4,79.01
32.95,42.25,151.06,44.51,75.95,80.28,46.73,41.67,79.45,79.67
32.95,42.5,151.45,44.73,75.78,80.23,47.17,41.78,80.06,80.67
32.95,42.75,151.84,45.06,75.95,79.84,47.17,41.95,80.28,82.34
32.95,43.0,152.28,45.01,76.45,79.17,47.06,42.06,80.12,84.56
32.95,43.25,153.01,44.9,77.67,78.62,46.95,42.23,79.78,87.06
32.95,43.5,155.51,45.17,79.4,78.17,48.56,42.4,79.73,89.51
32.95,43.75,157.67,45.78,82.56,78.06,50.45,42.67,79.78,91.17
32.95,44.0,156.84,46.67,85.73,78.28,52.28,42.84,80.06,92.28
32.95,44.25,155.23,47.9,86.67,79.01,56.17,43.17,80.84,92.84
32.95,44.5,153.84,49.01,86.67,80.23,58.78,43.73,82.23,93.01
32.95,44.75,152.9,49.9,85.78,81.56,61.78,44.51,84.06,93.06
32.95,45.0,152.51,50.9,84.9,82.9,65.4,45.28,85.73,92.95
32.95,45.25,152.34,51.84,84.17,83.62,68.9,45.9,87.06,92.95
