internal_temp4_1,Seconds4_1,TC1_4_1,TC3_4_1,TC4_4_1,TC5_4_1,TC6_4_1,TC7_4_1,TC8_4_1,TC9_4_1
32.23,254.75,239.17,216.4,213.56,209.56,221.62,218.51,212.01,218.4
32.23,255.0,238.56,216.17,213.28,209.23,222.45,218.9,211.67,218.06
32.28,255.25,238.23,216.06,212.95,208.9,224.34,219.06,211.4,217.67
32.28,255.5,238.12,216.28,212.67,208.78,226.28,219.23,211.23,217.34
32.34,255.75,237.78,217.23,212.34,208.67,227.73,219.17,211.12,216.78
32.34,256.0,237.73,218.56,212.17,208.78,228.73,219.17,211.06,216.28
32.4,256.25,237.51,219.67,211.84,208.95,229.34,219.01,211.17,215.62
32.4,256.5,237.17,220.51,211.23,208.9,229.78,218.84,211.01,215.06
32.45,256.75,236.62,220.78,210.78,208.95,228.73,218.62,211.01,214.56
32.45,257.0,235.45,220.78,210.34,209.01,227.78,218.67,210.95,214.17
32.51,257.25,234.28,220.34,209.95,209.06,226.01,218.78,210.78,213.9
32.51,257.5,232.12,219.73,209.67,208.95,224.9,219.06,210.67,213.62
32.51,257.75,230.01,219.12,209.56,208.73,223.9,219.45,210.34,213.4
32.56,258.0,227.95,218.56,209.56,208.51,223.34,219.95,210.12,213.28
32.56,258.25,225.73,217.95,209.62,208.34,222.62,220.51,209.84,213.12
32.62,258.5,224.06,217.56,209.62,208.12,221.62,221.01,209.67,213.06
32.62,258.75,222.45,217.23,209.67,207.95,220.84,221.17,209.45,212.9
32.62,259.0,220.67,216.9,209.62,207.78,220.23,221.23,209.34,212.78
32.67,259.25,219.17,216.67,209.56,207.78,219.95,221.28,209.34,212.56
32.67,259.5,217.67,216.45,209.56,207.9,219.62,221.23,209.4,212.34
32.73,259.75,216.28,216.28,209.34,208.01,219.34,221.01,209.51,212.12
32.73,260.0,215.17,216.01,209.12,207.9,219.23,220.73,209.56,211.84
32.73,260.25,213.95,215.78,208.9,207.95,219.01,220.51,209.56,211.56
32.78,260.5,213.06,215.56,208.56,207.95,218.78,220.34,209.67,211.45
32.78,260.75,212.34,215.34,208.12,207.73,218.4,220.12,209.56,211.34
32.84,261.0,211.73,215.06,207.95,207.4,217.9,219.9,209.4,211.28
32.84,261.25,211.12,214.84,207.9,207.06,217.45,219.56,209.28,211.17
32.9,261.5,210.67,214.67,208.01,206.9,216.84,219.51,209.17,211.17
32.9,261.75,210.17,214.56,207.95,206.67,216.06,219.17,209.01,211.01
32.95,262.0,209.78,214.45,208.06,206.56,215.23,218.95,208.9,210.9
32.95,262.25,209.34,214.28,208.12,206.67,214.56,218.73,208.84,210.78
33.01,262.5,208.67,213.95,208.06,206.62,213.73,218.45,208.62,210.34
33.01,262.75,208.01,213.67,208.06,206.78,212.78,218.4,208.73,210.12
33.06,263.0,207.4,213.17,207.9,206.84,211.56,218.23,208.73,209.78
33.06,263.25,206.84,212.56,207.78,207.06,211.01,218.12,208.78,209.45
33.12,263.5,206.17,211.73,207.23,207.01,210.73,217.9,208.73,209.17
33.12,263.75,205.12,211.17,207.01,207.06,211.17,217.67,208.56,209.01
