internal_temp5_2,Seconds5_2,TC1_5_2,TC3_5_2,TC4_5_2,TC5_5_2,TC7_5_2,TC8_5_2,TC9_5_2
52.78,327.5,54.28,159.51,153.9,160.01,161.84,157.01,149.67
52.78,327.75,54.51,159.84,154.34,160.06,160.56,157.17,149.95
52.84,328.0,55.01,160.12,154.73,160.12,159.67,157.34,150.28
52.9,328.25,55.4,160.01,155.01,160.06,158.84,157.51,150.62
52.95,328.5,56.73,158.51,155.17,160.06,158.01,157.67,150.95
52.95,328.75,57.34,156.62,155.45,160.06,157.9,157.95,151.23
53.01,329.0,57.78,154.67,155.56,159.95,157.62,158.01,151.56
53.06,329.25,58.62,153.28,155.73,159.95,157.51,158.01,151.78
53.06,329.5,59.17,151.78,156.01,160.12,157.78,158.12,152.01
53.12,329.75,59.17,150.45,156.06,160.01,157.84,157.84,152.06
53.17,330.0,59.45,149.78,156.12,160.01,157.78,157.56,152.23
53.23,330.25,60.01,149.17,156.17,159.62,157.45,157.01,152.23
53.23,330.5,61.4,149.01,156.01,158.73,156.84,156.34,152.06
53.28,330.75,62.95,149.4,155.78,158.01,156.12,155.34,151.78
53.34,331.0,64.12,149.84,155.51,157.06,155.45,154.34,151.28
53.4,331.25,65.17,150.62,155.01,156.12,154.9,153.4,150.78
53.4,331.5,65.45,151.12,154.4,154.9,154.45,152.45,150.17
53.45,331.75,66.01,151.51,153.9,153.9,154.34,151.56,149.62
53.51,332.0,66.28,152.12,153.4,152.9,154.23,150.51,149.01
53.51,332.25,66.12,152.45,152.73,151.78,154.34,149.28,148.45
53.56,332.5,65.95,153.28,152.17,150.62,154.01,148.06,147.84
53.62,332.75,65.4,154.17,151.56,149.28,154.06,146.78,147.17
53.67,333.0,64.9,154.67,150.73,147.78,153.9,145.4,146.51
53.73,333.25,64.67,155.23,150.17,146.4,153.9,143.62,145.9
53.78,333.5,64.17,155.67,149.28,144.9,153.9,142.06,145.34
53.78,333.75,63.78,155.84,148.51,143.12,154.06,140.51,144.4
53.84,334.0,62.62,155.78,147.84,141.34,154.23,139.06,143.56
53.9,334.25,62.34,156.06,147.12,139.78,154.56,137.34,142.67
53.9,334.5,62.23,156.01,146.28,138.06,154.9,135.73,141.62
53.95,334.75,62.45,156.17,145.56,136.56,155.12,134.51,140.67
54.01,335.0,63.34,156.34,144.56,135.45,155.34,133.67,139.67
54.06,335.25,63.28,156.45,143.17,134.51,155.56,132.84,138.23
54.12,335.5,63.01,156.17,141.84,133.9,155.9,132.28,136.73
54.12,335.75,62.34,155.78,140.34,133.73,156.17,131.95,135.28
54.17,336.0,62.17,155.23,138.73,133.84,156.34,131.56,133.78
54.17,336.25,61.51,154.9,136.45,133.95,156.51,131.28,132.12
54.23,336.5,60.4,154.56,134.73,134.01,156.67,131.06,131.12
54.28,336.75,59.84,154.45,133.17,133.95,156.62,130.62,130.28
54.28,337.0,58.67,154.06,130.95,133.84,156.34,129.84,129.62
54.34,337.25,57.95,154.23,129.23,133.56,156.34,129.12,129.12
54.4,337.5,56.73,153.95,127.78,133.23,156.23,128.17,128.67
54.45,337.75,55.45,153.28,127.17,133.23,156.01,127.23,128.34
54.45,338.0,54.45,152.78,126.51,132.84,155.73,126.51,127.84
54.51,338.25,53.4,152.45,126.4,131.95,155.62,125.9,127.28
54.56,338.5,52.78,151.9,125.95,131.28,155.73,125.34,126.84
54.56,338.75,51.62,151.34,126.12,130.78,155.67,124.78,126.28
54.62,339.0,51.01,151.17,126.28,130.28,155.34,124.17,125.73
54.67,339.25,50.34,151.01,126.23,129.84,155.17,123.78,125.01
54.67,339.5,49.23,150.78,126.4,129.67,154.9,123.51,124.12
54.73,339.75,48.45,150.4,126.45,129.84,154.56,123.4,123.4
54.78,340.0,47.62,149.84,126.45,129.95,154.23,123.45,122.56
54.78,340.25,46.78,149.17,126.01,129.84,153.95,123.73,121.67
54.84,340.5,46.51,148.67,125.34,129.51,153.62,123.9,120.95
54.9,340.75,46.17,147.4,124.4,128.95,153.12,123.67,120.45
54.95,341.0,45.9,146.34,123.67,128.45,152.67,123.56,120.12
54.95,341.25,46.01,145.56,122.56,127.56,152.17,123.23,119.9
55.01,341.5,46.9,144.67,121.67,126.51,151.62,122.45,119.78
55.06,341.75,47.78,143.12,120.9,125.9,150.95,121.62,119.51
55.12,342.0,48.95,141.73,120.73,125.45,150.51,120.73,119.4
55.17,342.25,49.9,140.34,120.84,124.67,150.12,120.12,119.17
55.17,342.5,50.62,138.73,121.01,123.78,149.45,119.45,118.9
55.23,342.75,51.34,136.45,121.23,123.4,148.78,118.95,118.45
55.28,343.0,51.95,134.17,121.34,122.95,147.84,118.56,117.95
55.28,343.25,52.51,131.78,121.4,122.84,146.95,118.4,117.28
55.34,343.5,52.62,129.84,121.23,122.73,145.84,118.28,116.56
55.4,343.75,51.78,127.78,120.95,122.62,144.95,118.4,115.84
55.45,344.0,51.12,126.12,120.78,122.45,143.84,118.62,115.17
55.45,344.25,50.17,124.62,120.28,122.06,142.62,118.73,114.4
55.51,344.5,49.4,123.56,119.51,121.45,141.62,118.78,113.78
55.56,344.75,48.9,123.34,118.51,121.4,140.28,118.84,113.4
55.56,345.0,48.51,123.51,117.45,121.12,138.95,118.84,113.17
55.62,345.25,48.51,123.95,116.95,120.28,137.73,118.51,112.95
55.67,345.5,48.62,124.51,116.45,119.78,136.78,118.12,113.01
55.67,345.75,48.56,125.62,116.12,118.9,135.56,117.45,112.95
55.73,346.0,48.62,126.45,116.12,118.28,134.28,116.95,113.12
55.78,346.25,49.34,127.56,116.34,117.73,133.51,116.34,113.17
55.78,346.5,49.45,128.01,116.34,117.45,132.62,115.78,113.12
55.84,346.75,49.23,128.4,116.34,117.45,132.28,115.34,113.28
55.9,347.0,48.95,128.51,115.95,117.06,132.12,114.9,113.12
55.9,347.25,48.12,127.62,115.56,116.95,132.06,114.56,113.06
55.95,347.5,47.51,126.62,115.01,116.67,131.95,114.4,112.78
56.01,347.75,46.51,125.12,114.12,116.12,131.9,114.23,112.62
56.01,348.0,45.4,123.78,113.06,115.67,131.28,114.17,112.23
56.06,348.25,44.9,123.23,112.34,115.01,130.67,114.17,112.12
56.12,348.5,44.51,122.56,111.67,114.56,129.73,114.12,111.84
56.12,348.75,44.17,122.73,111.06,114.17,128.62,114.06,111.67
56.17,349.0,44.12,123.17,111.01,114.06,127.67,114.01,111.73
56.17,349.25,44.17,123.67,110.95,113.9,126.4,113.45,111.78
56.23,349.5,44.45,124.17,110.78,113.9,125.73,112.95,111.84
56.28,349.75,44.73,124.51,110.51,114.06,124.95,112.17,111.73
56.34,350.0,45.17,125.01,110.01,114.45,124.51,111.51,111.56
56.34,350.25,44.95,124.23,109.28,114.78,124.17,111.01,111.51
56.4,350.5,44.95,123.28,108.56,115.06,123.84,110.45,111.17
56.4,350.75,44.73,121.34,107.95,115.34,123.84,110.06,110.51
56.45,351.0,44.67,119.45,107.67,115.34,123.78,109.73,109.73
56.51,351.25,44.17,118.12,107.56,115.34,123.95,109.56,109.06
56.56,351.5,43.9,117.12,107.34,115.01,124.17,109.56,108.12
56.56,351.75,43.78,116.12,107.23,114.56,123.95,109.62,107.4
56.62,352.0,43.78,115.56,106.95,114.01,123.62,109.73,106.4
