internal_temp11_2,Seconds11_2,TC1_11_2,TC3_11_2,TC4_11_2,TC5_11_2,TC6_11_2,TC7_11_2,TC8_11_2,TC9_11_2
33.78,254.75,254.51,240.34,235.67,234.73,247.62,238.56,236.56,239.56
33.84,255.0,253.67,240.45,235.73,234.73,247.06,238.51,236.62,239.56
33.84,255.25,252.67,240.01,235.9,234.73,245.78,238.62,236.67,239.56
33.9,255.5,251.17,239.4,235.84,234.67,244.78,238.73,236.62,239.45
33.9,255.75,250.17,238.95,235.78,234.62,244.12,238.84,236.56,239.34
33.95,256.0,249.34,238.51,235.67,234.62,243.4,239.4,236.67,239.28
33.95,256.25,248.28,238.17,235.67,234.67,242.84,239.9,236.73,239.23
34.01,256.5,247.51,237.84,235.67,234.67,242.06,240.34,236.9,239.23
34.01,256.75,246.78,237.51,235.62,234.73,241.45,240.56,236.84,239.12
34.06,257.0,246.28,237.28,235.62,234.78,241.01,240.78,236.95,239.12
34.06,257.25,245.45,237.06,235.51,234.73,240.51,240.73,236.95,239.06
34.12,257.5,244.73,236.84,235.51,234.67,240.17,240.67,236.95,238.95
34.12,257.75,244.23,236.67,235.45,234.67,239.95,240.51,236.9,239.01
34.17,258.0,243.84,236.62,235.62,234.73,239.84,240.4,236.9,239.06
34.17,258.25,243.34,236.56,235.56,234.62,239.56,240.17,236.84,239.06
34.23,258.5,243.01,236.4,235.67,234.67,239.4,240.01,236.84,239.01
34.23,258.75,242.73,236.23,235.78,234.78,239.28,239.84,236.84,239.06
34.28,259.0,242.62,236.17,235.78,234.73,239.06,239.67,236.9,238.95
34.34,259.25,242.45,236.23,235.78,234.84,238.84,239.56,236.9,238.95
34.34,259.5,242.12,236.12,235.73,234.9,238.62,239.34,236.95,238.84
34.4,259.75,241.95,236.12,235.73,234.95,238.51,239.28,237.01,238.84
34.4,260.0,241.67,236.01,235.62,234.9,238.34,239.01,236.95,238.84
34.45,260.25,241.4,235.95,235.56,234.95,238.34,238.84,237.01,238.84
34.51,260.5,241.17,235.95,235.62,234.95,238.45,238.73,237.01,238.73
34.51,260.75,240.62,235.84,235.45,234.84,238.28,238.56,236.95,238.73
34.56,261.0,240.45,235.95,235.45,234.84,238.45,238.45,236.95,238.78
34.62,261.25,240.17,236.01,235.45,234.78,238.62,238.34,236.9,238.73
34.62,261.5,239.95,236.06,235.62,234.84,239.06,238.34,236.95,238.84
34.67,261.75,239.56,236.06,235.67,234.84,239.28,238.23,236.95,238.84
34.67,262.0,239.17,236.06,235.73,234.84,239.67,238.28,236.95,238.84
34.73,262.25,238.95,235.95,235.73,234.84,239.67,238.17,237.01,238.84
34.78,262.5,238.84,236.01,235.62,234.84,239.56,238.23,237.06,238.78
34.78,262.75,238.62,235.95,235.67,234.9,239.23,238.17,237.01,238.73
