internal_temp11_1,Seconds11_1,TC1_11_1,TC3_11_1,TC4_11_1,TC5_11_1,TC6_11_1,TC7_11_1,TC8_11_1,TC9_11_1
29.9,0.0,51.17,22.9,26.51,26.12,24.06,24.01,27.45,26.9
29.9,0.25,56.45,22.95,26.73,26.23,24.23,24.06,27.62,27.17
29.9,0.5,60.34,22.95,26.84,26.23,24.12,24.06,27.73,27.28
29.9,0.75,64.9,22.95,27.12,26.34,24.23,24.12,27.95,27.62
29.9,1.0,68.95,23.06,27.34,26.45,24.56,24.23,28.17,27.9
29.9,1.25,72.23,23.06,27.62,26.51,25.17,24.23,28.23,28.17
29.9,1.5,76.12,23.28,27.9,26.73,25.84,24.34,28.34,28.4
29.9,1.75,78.51,23.45,28.06,26.78,26.34,24.45,28.51,28.67
29.9,2.0,80.84,23.62,28.23,26.78,26.45,24.45,28.51,28.78
29.9,2.25,82.67,23.78,28.34,26.84,26.34,24.45,28.62,28.95
29.9,2.5,84.78,24.12,28.51,26.95,26.62,24.51,28.67,29.12
29.9,2.75,85.62,24.34,28.67,26.95,26.95,24.56,28.73,29.17
29.9,3.0,86.78,24.45,28.78,27.06,27.12,24.62,28.84,29.34
29.9,3.25,87.78,24.56,29.01,27.23,27.51,24.67,28.9,29.62
29.9,3.5,89.06,24.56,29.12,27.23,28.45,24.67,28.95,29.67
29.9,3.75,89.95,24.73,29.23,27.28,29.06,24.73,29.17,29.9
29.9,4.0,91.12,24.95,29.45,27.34,29.34,24.78,29.23,29.9
29.9,4.25,91.56,25.17,29.73,27.51,29.73,24.9,29.4,30.17
29.9,4.5,92.23,25.4,29.73,27.51,29.9,24.95,29.45,30.23
29.9,4.75,92.56,25.51,29.78,27.62,30.06,25.23,29.56,30.51
29.9,5.0,93.56,25.67,30.06,27.78,31.01,25.45,29.73,30.62
29.9,5.25,94.62,25.56,30.12,27.73,31.28,25.62,29.73,30.73
29.9,5.5,95.67,25.67,30.34,27.9,31.78,25.84,29.9,30.95
29.9,5.75,95.95,25.95,30.45,27.95,31.56,26.06,29.9,31.12
29.9,6.0,96.01,26.06,30.56,28.06,31.67,26.28,29.9,31.17
29.9,6.25,97.17,26.23,30.73,28.06,31.56,26.56,30.01,31.45
29.9,6.5,97.95,26.28,30.73,28.23,31.23,26.67,30.06,31.62
29.9,6.75,98.28,26.28,30.95,28.4,31.56,26.9,30.28,31.73
29.9,7.0,99.12,26.06,31.01,28.34,31.28,26.95,30.34,31.84
29.9,7.25,99.84,26.06,31.17,28.51,31.34,27.17,30.51,31.95
29.9,7.5,99.95,26.12,31.28,28.62,31.17,27.17,30.56,32.12
29.9,7.75,100.17,26.23,31.34,28.78,31.28,27.28,30.73,32.23
29.84,8.0,100.56,26.23,31.34,28.73,31.23,27.34,30.84,32.4
29.9,8.25,100.67,26.17,31.45,28.78,31.34,27.4,31.01,32.51
29.9,8.5,101.28,26.28,31.51,28.78,31.23,27.51,31.12,32.67
29.9,8.75,102.06,26.4,31.62,28.95,31.51,27.62,31.28,32.78
29.84,9.0,102.23,26.45,31.73,29.01,31.73,27.84,31.51,32.95
29.9,9.25,102.51,26.73,31.9,29.12,31.9,27.95,31.62,33.12
29.84,9.5,102.06,26.73,31.95,29.17,31.95,28.06,31.67,33.28
29.84,9.75,102.23,26.84,32.06,29.28,32.34,28.17,31.78,33.34
29.84,10.0,102.45,26.9,32.17,29.34,32.34,28.17,31.78,33.56
29.84,10.25,102.62,27.01,32.28,29.51,32.28,28.17,31.9,33.73
29.84,10.5,102.95,27.17,32.34,29.56,32.28,28.17,31.9,33.78
29.84,10.75,103.06,27.34,32.51,29.67,32.4,28.28,32.12,34.01
29.84,11.0,102.9,27.28,32.62,29.73,32.23,28.34,32.17,34.17
29.84,11.25,103.51,27.4,32.78,29.73,32.17,28.4,32.34,34.23
29.84,11.5,104.06,27.45,32.95,29.9,32.12,28.4,32.51,34.23
29.84,11.75,104.23,27.4,32.95,30.01,32.12,28.51,32.73,34.34
29.84,12.0,104.28,27.4,33.01,30.12,32.23,28.62,32.78,34.51
29.84,12.25,104.62,27.4,33.23,30.23,32.23,28.73,32.78,34.62
29.84,12.5,104.73,27.45,33.34,30.34,32.23,28.84,32.84,34.73
29.84,12.75,104.62,27.4,33.51,30.28,32.17,28.78,32.84,34.78
29.84,13.0,104.56,27.51,33.62,30.28,32.28,28.84,33.01,34.84
29.84,13.25,104.06,27.51,33.73,30.28,32.28,28.78,32.95,34.9
29.84,13.5,103.62,27.62,33.78,30.56,32.4,28.95,33.23,35.06
29.84,13.75,103.34,27.73,34.01,30.67,32.45,29.01,33.51,35.23
29.84,14.0,103.4,27.9,34.06,30.78,32.51,29.01,33.67,35.28
29.84,14.25,103.17,27.84,34.06,30.9,32.73,29.12,33.84,35.45
29.84,14.5,103.01,27.84,34.06,30.84,32.9,29.17,33.9,35.56
29.84,14.75,102.84,27.95,34.23,30.9,32.84,29.23,34.12,35.62
29.84,15.0,102.62,28.06,34.23,30.95,32.78,29.4,34.12,35.67
29.84,15.25,102.84,28.06,34.34,31.01,32.62,29.4,34.12,35.73
29.84,15.5,103.06,28.06,34.51,31.06,32.51,29.4,34.17,35.78
29.84,15.75,103.17,28.06,34.67,31.17,32.4,29.45,34.17,35.84
29.84,16.0,103.62,28.23,34.9,31.28,32.34,29.56,34.12,35.9
29.84,16.25,103.78,28.23,35.01,31.23,32.34,29.56,34.23,36.01
29.84,16.5,104.28,28.23,35.17,31.4,32.34,29.67,34.34,36.12
29.84,16.75,104.45,28.28,35.17,31.51,32.62,29.67,34.45,36.28
29.84,17.0,105.23,28.34,35.28,31.51,32.95,29.73,34.67,36.45
29.84,17.25,106.51,28.4,35.4,31.67,33.45,29.84,34.84,36.62
29.84,17.5,107.12,28.51,35.51,31.78,33.78,29.9,35.01,36.84
29.84,17.75,107.95,28.67,35.73,31.95,34.06,29.9,35.23,36.9
29.84,18.0,108.28,28.78,35.78,32.12,34.17,30.06,35.56,37.01
29.84,18.25,108.62,28.78,35.9,32.28,34.28,29.95,35.73,37.01
29.84,18.5,109.12,28.84,35.9,32.51,34.34,30.06,35.9,37.12
29.84,18.75,109.4,29.01,35.9,32.67,34.4,30.12,36.06,37.23
