LDD test_1,LDD test_2,HHG_1,HHG_2,Cond.1_1,Cond.1_2,Cond.2_1,Cond.2_2,Cond.3_1,Cond.3_2,Cond.4_1,Cond.4_2,Cond.5_1,Cond.5_2,Cond.6_1,Cond.6_2,Cond.7_1,Cond.7_2,Cond.8_1,Cond.8_2,Cond.9_1,Cond.9_2
254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75,254.75
255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0
255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25,255.25
255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5
255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75,255.75
256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0
256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25
256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5
256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75,256.75
257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0
257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25,257.25
257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5
257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75,257.75
258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0
258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25,258.25
258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5
258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75,258.75
259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0
259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25,259.25
259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5
259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75,259.75
260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0
260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25,260.25
260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5,260.5
260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75,260.75
261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0
261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25
261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5
261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75,261.75
262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0
262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25,262.25
262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5
262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75,262.75
263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0
263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25,263.25
263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5,263.5
263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75,263.75
264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0
264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25,264.25
264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5
264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75,264.75
265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0
265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25,265.25
265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5
