internal_temp6_1,Seconds6_1,TC1_6_1,TC3_6_1,TC4_6_1,TC5_6_1,TC6_6_1,TC7_6_1,TC8_6_1,TC9_6_1
39.78,291.25,210.84,236.95,223.73,220.62,237.51,239.28,215.84,213.12
39.78,291.5,207.28,236.56,222.4,220.84,236.95,239.17,215.28,212.06
39.84,291.75,204.06,236.4,220.9,220.9,236.73,238.95,214.56,211.34
39.84,292.0,201.06,236.23,219.34,221.01,236.67,238.62,213.28,210.73
39.9,292.25,197.56,236.17,218.78,220.95,236.28,238.51,211.84,210.23
39.9,292.5,194.67,236.06,218.34,220.45,236.01,238.4,210.62,209.67
39.95,292.75,191.45,235.9,217.84,219.84,235.45,238.17,209.51,209.12
40.01,293.0,188.67,235.62,217.62,219.06,234.45,237.9,208.34,208.56
40.01,293.25,185.84,235.28,217.51,218.23,233.4,237.67,207.51,207.9
40.06,293.5,182.9,235.01,217.67,217.4,232.56,237.45,207.06,207.06
40.06,293.75,180.62,234.56,217.84,216.62,232.01,237.01,206.73,205.95
40.12,294.0,178.51,234.23,218.17,216.01,231.56,236.9,206.84,204.78
40.17,294.25,175.73,233.95,218.28,215.67,231.17,236.78,206.95,203.56
40.17,294.5,173.06,233.67,218.23,215.56,230.23,236.62,207.12,202.4
40.23,294.75,171.78,233.28,218.17,215.67,229.17,236.28,207.17,201.28
40.23,295.0,170.51,232.84,217.84,215.56,227.62,235.67,207.12,200.01
40.28,295.25,168.73,232.51,217.67,215.62,225.51,234.95,207.17,199.34
40.28,295.5,166.78,231.9,217.06,215.67,223.45,234.34,207.01,198.84
40.34,295.75,164.95,231.28,216.56,215.56,221.45,233.56,206.28,198.56
40.4,296.0,162.78,230.56,216.06,215.01,217.23,233.01,205.67,198.34
40.45,296.25,160.28,229.4,215.95,214.45,216.28,232.28,204.78,198.28
40.45,296.5,157.34,228.01,215.95,213.67,214.67,231.67,203.9,198.06
40.51,296.75,155.67,226.73,215.67,212.78,210.78,230.9,202.73,197.56
40.51,297.0,155.45,225.67,215.45,211.78,209.34,230.01,201.78,196.9
40.56,297.25,155.28,223.45,214.95,210.95,207.51,229.23,200.67,196.01
40.62,297.5,155.56,220.78,214.28,210.17,203.06,228.34,199.9,194.73
40.62,297.75,156.23,218.67,213.62,209.78,199.06,227.62,199.45,193.84
40.67,298.0,157.28,217.4,213.06,209.45,196.23,226.67,199.28,192.84
40.67,298.25,156.84,215.34,211.95,209.4,195.73,225.73,199.34,191.78
40.73,298.5,155.73,213.9,210.84,209.4,195.01,224.56,199.34,190.67
40.73,298.75,156.4,213.78,209.95,209.56,196.51,223.51,199.4,189.73
40.78,299.0,155.9,213.78,209.34,209.73,198.01,222.56,199.4,188.73
40.78,299.25,156.01,213.4,208.28,209.62,201.62,221.67,199.28,188.12
40.84,299.5,154.62,213.28,207.34,209.23,203.56,220.78,198.9,187.95
40.9,299.75,152.78,213.67,206.95,209.01,203.78,219.56,198.67,187.95
40.9,300.0,152.4,214.78,206.62,208.06,203.28,218.06,198.34,188.12
40.95,300.25,151.62,215.73,206.34,206.95,200.84,216.56,197.67,188.12
40.95,300.5,150.9,216.4,206.06,206.01,198.67,215.56,197.23,188.12
41.01,300.75,149.84,216.78,206.01,204.9,197.12,215.67,196.51,187.95
41.06,301.0,147.28,216.4,205.73,203.78,195.06,215.56,195.56,187.62
41.06,301.25,144.28,214.95,205.4,203.17,193.06,215.56,194.78,187.4
41.12,301.5,142.78,213.56,204.95,202.67,189.67,215.23,194.28,186.95
41.12,301.75,139.51,211.78,204.4,202.4,188.45,215.28,194.06,186.51
41.17,302.0,135.73,209.95,203.51,202.23,188.12,215.12,193.78,185.9
41.23,302.25,133.56,208.67,202.45,201.9,189.56,214.95,193.9,185.45
41.23,302.5,132.4,207.78,201.62,201.9,190.95,214.23,194.06,184.95
41.28,302.75,129.84,206.4,200.45,201.78,194.12,213.56,194.23,184.62
