internal_temp2_1,Seconds2_1,TC1_2_1,TC3_2_1,TC4_2_1,TC5_2_1,TC7_2_1,TC8_2_1,TC9_2_1
39.23,254.75,252.23,250.4,242.9,240.56,251.23,242.17,244.51
39.28,255.0,251.01,250.4,241.73,240.51,251.12,242.01,243.56
39.28,255.25,248.73,250.34,240.84,240.62,251.06,241.84,243.06
39.34,255.5,246.45,250.06,240.12,240.45,251.12,241.62,242.62
39.4,255.75,244.28,249.9,239.78,240.23,251.23,241.4,242.34
39.4,256.0,241.84,249.67,239.78,239.84,251.34,240.78,242.23
39.45,256.25,239.23,249.4,239.84,239.28,251.45,240.17,242.01
39.45,256.5,237.12,249.12,240.01,238.78,251.45,239.56,241.95
39.51,256.75,235.12,249.06,240.34,238.45,251.62,239.17,241.9
39.56,257.0,233.51,248.95,240.4,238.17,251.62,238.67,241.62
39.56,257.25,231.73,248.78,240.4,238.12,251.67,238.51,241.28
39.62,257.5,230.45,248.62,240.23,238.01,251.51,238.34,240.62
39.62,257.75,229.12,248.34,239.95,238.06,251.45,238.4,240.12
39.67,258.0,227.67,248.12,239.45,238.06,251.23,238.4,239.45
39.73,258.25,226.67,248.01,238.95,238.12,251.23,238.62,239.01
39.73,258.5,225.84,247.78,238.06,238.06,251.17,238.62,238.62
39.78,258.75,226.01,247.73,237.23,237.95,251.06,238.62,238.34
39.78,259.0,226.73,247.67,236.95,237.67,251.01,238.56,238.28
39.84,259.25,226.95,247.62,236.73,237.01,250.9,238.28,238.28
39.9,259.5,226.45,247.34,236.84,236.34,250.73,237.9,238.28
39.9,259.75,225.56,247.12,236.95,235.84,250.56,237.51,238.23
39.95,260.0,225.17,246.95,237.17,235.45,250.4,237.28,238.12
40.01,260.25,224.62,246.73,237.28,235.28,250.12,237.01,237.9
40.01,260.5,223.78,246.34,237.28,235.23,250.01,236.84,237.56
40.06,260.75,223.01,245.67,237.28,235.45,249.78,236.73,237.06
40.12,261.0,222.01,244.67,237.06,235.67,249.62,236.78,236.45
40.12,261.25,221.17,242.9,236.67,235.84,249.45,236.73,235.67
40.17,261.5,219.23,241.34,236.23,235.95,249.34,236.67,235.06
40.17,261.75,216.78,239.56,235.12,236.06,249.17,236.67,234.84
40.23,262.0,215.34,238.45,234.56,236.06,249.06,236.45,234.56
40.28,262.25,215.23,237.56,234.34,235.9,248.73,236.12,234.56
40.28,262.5,215.56,237.51,234.23,235.45,248.51,235.62,234.62
40.34,262.75,215.56,237.51,234.34,234.73,248.01,235.01,234.62
40.4,263.0,215.56,238.23,234.56,234.34,247.34,234.62,234.67
40.4,263.25,215.34,238.95,234.67,233.95,246.67,234.34,234.62
40.45,263.5,215.28,239.56,234.84,233.84,246.23,234.17,234.56
40.51,263.75,215.12,239.95,234.9,233.67,245.34,234.12,234.4
40.51,264.0,214.84,240.17,234.84,233.73,244.51,234.12,234.12
40.56,264.25,214.56,240.23,234.78,233.73,243.78,234.12,233.78
40.62,264.5,214.23,240.06,234.62,233.9,243.17,234.23,233.4
40.62,264.75,214.01,239.45,234.12,233.95,242.95,234.23,233.17
40.67,265.0,213.95,238.62,233.45,234.01,242.73,234.12,233.01
40.73,265.25,213.73,237.73,232.62,233.95,242.67,233.9,233.01
40.73,265.5,213.51,236.78,232.01,233.67,242.78,233.56,232.84
40.78,265.75,213.56,236.56,231.67,233.12,242.9,233.23,233.01
40.78,266.0,213.73,236.4,231.67,232.28,243.01,232.84,233.01
40.84,266.25,213.56,236.62,231.9,231.73,243.01,232.56,232.9
40.9,266.5,213.73,237.06,232.12,231.28,242.78,232.4,232.78
