internal_temp6_1,Seconds6_1,TC1_6_1,TC3_6_1,TC4_6_1,TC5_6_1,TC6_6_1,TC7_6_1,TC8_6_1,TC9_6_1
27.45,145.75,156.78,152.78,153.12,152.45,155.73,154.17,154.4,155.67
27.45,146.0,156.73,152.67,153.06,152.51,155.78,154.17,154.34,155.56
27.45,146.25,156.67,152.56,153.12,152.62,155.51,154.17,154.4,155.56
27.51,146.5,156.62,152.45,152.95,152.62,155.34,154.23,154.4,155.56
27.51,146.75,156.56,152.4,152.95,152.56,155.06,154.23,154.4,155.67
27.51,147.0,156.62,152.28,152.95,152.56,154.95,154.4,154.4,155.67
27.51,147.25,156.67,152.23,152.95,152.56,154.9,154.51,154.34,155.73
27.51,147.5,156.67,152.4,153.12,152.56,154.9,154.56,154.4,155.84
27.56,147.75,156.84,152.56,153.17,152.45,155.06,154.67,154.4,155.9
27.56,148.0,156.78,152.73,153.4,152.56,155.17,154.67,154.4,155.9
27.56,148.25,156.84,152.9,153.56,152.62,155.4,154.67,154.34,155.84
27.56,148.5,156.95,152.95,153.62,152.67,155.51,154.62,154.4,155.84
27.62,148.75,157.01,153.06,153.73,152.9,155.56,154.67,154.51,155.84
27.62,149.0,156.95,153.01,153.56,152.95,155.45,154.56,154.56,155.84
27.62,149.25,157.01,153.12,153.56,153.06,155.4,154.67,154.56,155.84
27.62,149.5,156.84,152.84,153.45,153.01,155.23,154.56,154.56,155.78
27.62,149.75,156.84,152.78,153.45,153.01,155.12,154.62,154.56,155.84
27.62,150.0,156.84,152.67,153.4,153.06,155.06,154.67,154.67,155.95
27.67,150.25,156.9,152.78,153.45,153.06,155.17,154.84,154.62,156.01
27.67,150.5,156.84,152.62,153.45,152.95,155.34,154.84,154.62,156.06
27.67,150.75,156.95,152.84,153.56,153.06,155.67,154.9,154.56,156.17
27.67,151.0,157.01,153.01,153.62,152.9,155.9,154.9,154.56,156.17
27.67,151.25,157.28,153.23,153.84,152.95,156.34,155.01,154.56,156.28
27.73,151.5,157.45,153.45,153.78,152.78,156.28,154.9,154.51,156.23
27.73,151.75,157.67,153.62,153.84,152.84,156.45,154.9,154.4,156.23
27.73,152.0,157.67,153.84,153.9,152.84,156.51,154.95,154.56,156.34
