internal_temp2_1,Seconds2_1,TC1_2_1,TC3_2_1,TC4_2_1,TC5_2_1,TC7_2_1,TC8_2_1,TC9_2_1
27.9,109.25,185.95,153.45,153.78,155.84,151.62,157.34,160.4
27.9,109.5,185.62,152.95,153.95,157.01,151.78,158.23,160.4
27.9,109.75,185.17,152.45,154.23,158.84,152.56,159.23,160.56
27.9,110.0,185.62,151.78,154.62,160.34,153.06,160.4,160.67
27.9,110.25,185.95,151.28,155.01,161.62,153.56,161.51,160.9
27.9,110.5,186.23,151.23,155.51,162.51,154.01,162.56,161.28
27.95,110.75,186.01,151.62,156.01,163.01,154.23,163.4,161.9
27.95,111.0,185.78,152.95,156.67,163.12,154.4,164.06,162.78
27.95,111.25,185.73,154.73,157.67,162.9,154.34,164.45,164.23
27.95,111.5,185.78,156.28,158.84,162.4,154.12,164.45,165.78
27.95,111.75,186.56,158.01,160.23,161.9,154.06,164.4,167.4
27.95,112.0,188.01,158.73,161.84,161.56,154.01,164.45,169.01
27.95,112.25,188.95,158.84,164.23,161.4,154.12,164.73,170.62
27.95,112.5,190.4,158.17,166.12,161.34,154.06,165.06,171.51
27.95,112.75,192.34,157.34,167.06,161.56,154.56,165.67,172.12
27.95,113.0,194.34,156.56,167.34,162.01,155.17,166.4,172.45
27.95,113.25,196.17,155.73,167.01,162.73,156.01,167.4,172.56
28.01,113.5,197.84,155.06,166.4,163.67,156.84,168.4,172.56
28.01,113.75,199.62,154.4,165.73,164.67,157.45,169.51,172.67
28.01,114.0,200.84,154.06,165.51,165.73,157.95,170.51,172.84
28.01,114.25,201.73,153.56,165.01,166.23,158.06,170.95,173.17
28.01,114.5,202.84,153.23,164.95,166.67,158.28,171.01,173.73
28.01,114.75,204.06,153.01,164.84,166.73,158.23,170.78,174.28
28.01,115.0,205.34,152.9,164.9,166.51,158.01,170.56,175.06
28.01,115.25,206.51,152.95,165.34,166.34,157.67,170.28,176.23
28.01,115.5,207.34,152.9,166.06,166.23,157.51,170.01,176.9
28.01,115.75,207.56,152.73,167.23,166.45,157.23,170.01,177.45
28.06,116.0,206.95,152.56,168.73,167.01,157.01,170.23,177.67
28.06,116.25,206.67,152.51,170.45,167.51,156.62,170.56,177.56
28.06,116.5,206.45,152.73,171.12,168.62,156.4,171.12,177.45
28.06,116.75,206.78,152.95,171.28,170.12,156.34,171.78,177.4
28.06,117.0,207.23,153.06,171.28,171.28,156.17,172.34,177.4
28.06,117.25,207.67,153.4,171.01,171.84,156.12,172.78,177.56
28.06,117.5,208.17,154.01,170.78,172.12,156.17,173.06,178.06
28.06,117.75,208.17,154.62,170.51,172.01,156.01,173.06,178.84
28.12,118.0,208.45,156.01,170.45,171.62,156.17,172.95,179.73
28.12,118.25,209.23,158.01,170.67,171.06,156.23,172.9,180.56
28.12,118.5,210.12,160.4,171.28,170.67,156.34,172.9,181.51
28.12,118.75,212.67,163.12,172.12,170.23,156.51,173.12,182.12
28.12,119.0,216.73,165.9,173.73,169.84,156.56,173.45,182.4
28.12,119.25,218.56,168.12,175.34,169.78,156.78,174.01,182.62
28.12,119.5,218.67,169.51,176.06,170.28,157.01,174.9,182.56
28.17,119.75,218.28,169.51,176.28,171.01,157.4,175.9,182.51
28.17,120.0,217.51,168.34,176.01,171.9,158.17,176.9,182.45
28.17,120.25,217.06,166.9,175.4,172.78,159.12,177.51,182.51
28.17,120.5,216.62,165.62,174.9,173.45,160.12,177.9,182.73
28.17,120.75,216.28,164.45,174.51,173.78,161.51,177.9,183.01
28.17,121.0,216.28,163.73,174.23,173.95,163.06,177.73,183.45
28.17,121.25,216.51,163.23,174.12,173.95,164.9,177.51,184.01
28.17,121.5,216.51,163.34,174.23,173.73,166.23,177.34,184.67
28.17,121.75,216.78,164.23,174.56,173.62,167.12,177.23,185.23
28.17,122.0,217.12,165.51,175.17,173.45,167.67,177.23,185.45
28.17,122.25,217.23,167.06,176.62,173.45,167.73,177.34,185.56
28.23,122.5,217.23,168.78,178.45,173.73,167.56,177.67,185.56
28.23,122.75,217.12,170.51,179.56,174.34,167.34,178.06,185.4
28.23,123.0,216.62,171.51,179.84,175.28,167.01,178.51,185.28
28.23,123.25,215.95,171.73,179.67,176.62,166.9,178.9,185.23
28.23,123.5,215.45,171.95,179.51,177.51,167.06,179.17,185.34
28.23,123.75,215.06,171.28,179.01,178.23,167.56,179.34,185.56
28.28,124.0,214.73,170.23,178.56,178.23,168.06,179.45,186.06
28.28,124.25,214.67,169.23,178.23,178.06,168.95,179.34,186.78
28.28,124.5,214.78,168.51,178.17,177.73,169.95,179.23,187.62
28.28,124.75,214.73,168.12,178.17,177.4,170.78,179.01,188.28
28.28,125.0,215.12,169.01,178.51,177.06,171.28,179.06,188.73
28.28,125.25,217.34,171.01,179.34,176.9,171.51,179.34,188.95
28.28,125.5,219.78,173.73,180.9,176.95,171.45,179.67,188.95
28.28,125.75,220.4,176.56,181.84,177.01,171.34,180.01,188.84
28.34,126.0,220.67,178.51,182.51,177.67,171.12,180.67,188.73
28.34,126.25,220.67,179.23,182.67,178.34,171.01,181.4,188.67
28.34,126.5,220.12,178.9,182.51,178.9,171.01,182.12,188.45
28.34,126.75,219.45,177.95,182.23,179.56,171.62,182.67,188.56
28.34,127.0,219.01,176.9,181.67,179.9,172.34,182.78,188.73
28.4,127.25,218.56,175.34,181.12,180.17,173.23,182.84,188.9
28.4,127.5,218.4,174.34,180.95,180.23,174.4,182.9,189.28
28.4,127.75,218.28,173.45,180.67,180.12,175.12,182.67,189.84
28.4,128.0,218.51,172.95,180.67,180.01,175.78,182.45,190.34
